sequence_id	sequence_sha256	cluster_id	length	release_status	reasons	source_accessions	split
nat_0101bc590c89813c161a	0101bc590c89813c161ae168ca4f86007d01c01c36444a15865973f349d0339a	cluster_00058845722df3ede422	94	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_008159420.1;WP_008159420|gvpA|protein	train
nat_c0d8f1302fa41452efbc	c0d8f1302fa41452efbc27f0da36de9737dad5583e87b081c35fdb231d1dfb9e	cluster_00058845722df3ede422	95	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_008012794.1;WP_008012794|gvpA|protein	train
nat_6dc60142a293ec7c6dcb	6dc60142a293ec7c6dcbc27c09b6bd4ab18fe21e29a4c461e5c54fe81310b371	cluster_04e4c15b93bd18832d36	87	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_007982669.1;WP_007982669|gvpA|protein	train
nat_3d7fc725cd17cf23a73c	3d7fc725cd17cf23a73cdd2fb181a785b4c0ce2fd640f88c1f716c829b659260	cluster_00058845722df3ede422	97	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_007704306.1;WP_007704306|gvpA|protein	train
nat_729a9790a662e92ab379	729a9790a662e92ab3799a9b33c364191eba685ca2792cdf185ac1d3fb9631ce	cluster_00058845722df3ede422	96	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_007260761.1;WP_007260761|gvpA|protein	train
nat_215f48254c804f1f2876	215f48254c804f1f2876885b96f7a1981396e0fb0da219049cbad3c376111fab	cluster_00058845722df3ede422	94	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_007109509.1;WP_007109509|gvpA|protein	train
nat_62bc5089576517d5fad1	62bc5089576517d5fad1f755bd6f0eda8ed64f4dc9ca1f0cd5ab9ed08b8ae872	cluster_00058845722df3ede422	93	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_006432777.1;WP_006432777|gvpA|protein	train
nat_8189ed3c9ac18707f549	8189ed3c9ac18707f54985fd1f832186b5ab06ffd03b98d13b6a5a880b456e0a	cluster_00058845722df3ede422	94	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	QCW02244|gvpA|protein;WP_006184742.1;WP_006184742|gvpA|protein;XJC71161|gvpA|protein	train
nat_168a7720be25950ce7a5	168a7720be25950ce7a56e347f224374ee278a9197375f2b7d12fea4130f8457	cluster_00058845722df3ede422	94	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WMT07372|gvpA|protein;WMT08004|gvpA|protein;WP_006182094.1;WP_006182094|gvpA|protein	train
nat_c468502803b4ab5981f1	c468502803b4ab5981f1302a02b554d7384ecf63ec65dfc34a329984ff234ccc	cluster_00058845722df3ede422	95	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_006168082.1;WP_006168082|gvpA|protein	train
nat_d07d112598796fe30d76	d07d112598796fe30d761bb0dee53a532c60b6f2660ff50f32e5608f27b8723f	cluster_00058845722df3ede422	95	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_006108429.1;WP_006108429|gvpA|protein	train
nat_dad443e0412ef646de5e	dad443e0412ef646de5e1ae6b2283ed6666f0e42f2690ca0f566cbd01cf47c41	cluster_00058845722df3ede422	95	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_006088519.1;WP_006088519|gvpA|protein	train
nat_145768217677e4dfa78e	145768217677e4dfa78ed5dde6674fe0ca135ad06080e9e3798a31edb3c3e23c	cluster_04e4c15b93bd18832d36	78	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_006056149.1;WP_006056149|gvpA|protein	train
nat_1f956fdbc151f2ec0ffb	1f956fdbc151f2ec0ffb1f0d512e8c72eb59659a79d6fdd4047293e97fad8dda	cluster_00058845722df3ede422	95	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_005580866.1;WP_005580866|gvpA|protein	train
nat_00058845722df3ede422	00058845722df3ede42246221d3dd0d68e42ec4d53ca2d5b48576007b95adbfe	cluster_00058845722df3ede422	94	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_005558079.1;WP_005558079|gvpA|protein	train
nat_0c143ad343586201fcf9	0c143ad343586201fcf9a3504764a20810d30e8d1de52807930145512c74f4c8	cluster_02e83ad46b86e8eaf5e7	69	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_291003874.1;WP_291003874|gvpA|protein	train
nat_2708b2500f3eefced6c0	2708b2500f3eefced6c03a2e849c6957074512fb0f014e8343be33cf184f5066	cluster_02e83ad46b86e8eaf5e7	69	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_097650585.1;WP_097650585|gvpA|protein	train
nat_444b2346dad8b8d36df2	444b2346dad8b8d36df26a3c5f4c05fe76772f974e7bcd020fa19b6132e0ca44	cluster_02e83ad46b86e8eaf5e7	71	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_011316976.1;WP_011316976|gvpA|protein	train
nat_5fb53d83d56d48c68c10	5fb53d83d56d48c68c10c69bbbc1d2674a8448de312e77544dac1fbb63c5f949	cluster_02e83ad46b86e8eaf5e7	71	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_220598475.1;WP_220598475|gvpA|protein	train
nat_dd1c249d0891ddb7284f	dd1c249d0891ddb7284f0f9c047e5891ce47556dd767e6235b9e039efc5e7d8f	cluster_02e83ad46b86e8eaf5e7	71	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	GHO58862|gvpA|protein;GHO70895|gvpA|protein;WP_201375104.1;WP_201375104|gvpA|protein	train
nat_25fcb1b7b6c3c6f6f29d	25fcb1b7b6c3c6f6f29d297ffe5e8ee45369c0012ecf179b3592855f1435475b	cluster_02e83ad46b86e8eaf5e7	68	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_194056176|gvpA|protein	train
nat_ffde9c8a0aa4cd762cfd	ffde9c8a0aa4cd762cfdac8019aa7ff22a264d2536d40a17ae6ed8124c75dfc6	cluster_02e83ad46b86e8eaf5e7	70	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_183851985.1;WP_183851985|gvpA|protein	train
nat_08ca607a70bf3998101a	08ca607a70bf3998101a9512eb52b57c1b80e2c13c49a70a6984ed5d0bef0b30	cluster_02e83ad46b86e8eaf5e7	70	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_160763777.1;WP_160763777|gvpA|protein	train
nat_9f8db13e803cecc901b7	9f8db13e803cecc901b782bc92f7a669b196f8d1559a4f7432d1ca4dfbec22bc	cluster_02e83ad46b86e8eaf5e7	70	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_153488019.1;WP_153488019|gvpA|protein	train
nat_505ccb0a3946a89f0437	505ccb0a3946a89f043772a19b0276f10c34dede49965e1817e861e3000c1cba	cluster_02e83ad46b86e8eaf5e7	70	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_142224076.1;WP_142224076|gvpA|protein	train
nat_d43d1d5ec03e055dcf06	d43d1d5ec03e055dcf06d5715d69b3a4b218fb2526beaf4ce6cd8aff93b974a4	cluster_02e83ad46b86e8eaf5e7	70	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_132034394.1;WP_132034394|gvpA|protein	train
nat_c8ff85651c16b5c02641	c8ff85651c16b5c02641dea13a8c9f6200d4c67afc73ad60421d9105f5bbec37	cluster_02e83ad46b86e8eaf5e7	68	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_126462316.1;WP_126462316|gvpA|protein	train
nat_6b39f5a7fb6bca78b4de	6b39f5a7fb6bca78b4de78848a0590c9ba9381a0596c3f500d9bf9a9db38751f	cluster_02e83ad46b86e8eaf5e7	68	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_104809704.1;WP_104809704|gvpA|protein	train
nat_1f4f50f1349e137c7f32	1f4f50f1349e137c7f3208f16caa01bdad2970714663a63d2c93485d175437c7	cluster_02e83ad46b86e8eaf5e7	71	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_097645229.1;WP_097645229|gvpA|protein	train
nat_5ff91e8d3cfc9ac60d0d	5ff91e8d3cfc9ac60d0da6d4bff769a4c4cef44d9e8b9d3dac677e2e966ed6fa	cluster_02e83ad46b86e8eaf5e7	72	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_096607388.1;WP_096607388|gvpA|protein	train
nat_b07305ca6f722d02988a	b07305ca6f722d02988a3d0c756feb0815d3b6a95c9e62b3013a423b137a8b56	cluster_02e83ad46b86e8eaf5e7	71	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_092209254.1;WP_092209254|gvpA|protein	train
nat_8d6274f78693091697cf	8d6274f78693091697cf066d860d6107e0284d36ff784ac52e8bdd59f203229b	cluster_02e83ad46b86e8eaf5e7	70	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_085933344.1;WP_085933344|gvpA|protein	train
nat_262acad32bf64e600812	262acad32bf64e600812dbe317d432363f2a5c5dcb0bea6cfaa11de3ef08c572	cluster_02e83ad46b86e8eaf5e7	75	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_015050167.1;WP_015050167|gvpA|protein	train
nat_86ba936b09d3d4c2dbfa	86ba936b09d3d4c2dbfaae01e2029bfa42384277d05b3999043640c63145625b	cluster_02e83ad46b86e8eaf5e7	68	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_012508536.1;WP_012508536|gvpA|protein	train
nat_c96b24fc03ee6b66c3d6	c96b24fc03ee6b66c3d6db1d4dbfdf5a829cb2f5a5ac51723c83800ae81e4aff	cluster_02e83ad46b86e8eaf5e7	68	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_011357441.1;WP_011357441|gvpA|protein	train
nat_ed3338aeeaf3197e41d9	ed3338aeeaf3197e41d9f3b49f822f83be8358d114c4e683180c9cbe5b6e2647	cluster_02e83ad46b86e8eaf5e7	68	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_011357439.1;WP_011357439|gvpA|protein	train
nat_5883761e33f67abd193e	5883761e33f67abd193ec3c033807077fa86d7441f5480dedb0c45c47de2d2d7	cluster_02e83ad46b86e8eaf5e7	68	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_004569091.1;WP_004569091|gvpA|protein	train
nat_fb63ecbac61c302167f9	fb63ecbac61c302167f920fcc1a3500f2fbbd2afc3ff29984a0762f6ce0653bf	cluster_13ee99e71183bcf01114	147	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	QPI60033|gvpA|protein;UHH21717|gvpA|protein	validation
nat_2b769a64bdbe24f6dbc7	2b769a64bdbe24f6dbc761932d2659e2b37730bb31d575bda50d22ede5ca9712	cluster_13ee99e71183bcf01114	147	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WAP54295|gvpA|protein;WNE94752|gvpA|protein	validation
nat_219e1145c7c5f874f9d7	219e1145c7c5f874f9d797ec77f60d84bedf5ec098c216185b4d62eb20b62e9e	cluster_038b08407425f0209cdb	154	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WSE18955|gvpA|protein;WTR45138|gvpA|protein;WTR84878|gvpA|protein;WTS38138|gvpA|protein;WTT56754|gvpA|protein;WTU55064|gvpA|protein;WTX46120|gvpA|protein;WUB91979|gvpA|protein	train
nat_7b9e043074608d733fa7	7b9e043074608d733fa72c2d1537a85a9f066180f066c7dccb48472069ce640e	cluster_038b08407425f0209cdb	154	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WSS54069|gvpA|protein	train
nat_93acd62cda39262797de	93acd62cda39262797de612ea5c4652847758913fa8ff8c766e84ebd13a17f87	cluster_038b08407425f0209cdb	160	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WSD81128|gvpA|protein;WSK64696|gvpA|protein;WTJ10094|gvpA|protein;WTO97362|gvpA|protein;WUX78382|gvpA|protein	train
nat_81c712b2f98895c40a2d	81c712b2f98895c40a2ddd233e82cd441e197a9c3c238140dfe93eb144babaad	cluster_038b08407425f0209cdb	152	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	XUT62697|gvpA|protein	train
nat_45d8bf8bea0b0845fea0	45d8bf8bea0b0845fea0454ddcc5aeef60886812481cab811e7b2c5e31b593c1	cluster_0ccad4d436403131ae6a	139	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	QRI75709|gvpA|protein;QSE59118|gvpA|protein;QSE69561|gvpA|protein;UGQ40264|gvpA|protein;USC16528|gvpA|protein;UYF93301|gvpA|protein;WFS12910|gvpA|protein;XKU37254|gvpA|protein	train
nat_5d7c3d0594612da43ea2	5d7c3d0594612da43ea22e75595e807f8d301c7b38eca653a97700234387055e	cluster_0ccad4d436403131ae6a	137	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	QRI76928|gvpA|protein;QSE60346|gvpA|protein;QSE68347|gvpA|protein;WFS11712|gvpA|protein;XKU35982|gvpA|protein	train
nat_4469cb3e6c41fb1309a3	4469cb3e6c41fb1309a310573d010aa354b164353318ad7adc1b75671a984659	cluster_038b08407425f0209cdb	148	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WSF00008|gvpA|protein;WSI15815|gvpA|protein;WSK26622|gvpA|protein;WSL31157|gvpA|protein;WSZ52034|gvpA|protein;WTG71017|gvpA|protein;WTH28259|gvpA|protein;WTP69884|gvpA|protein;WTT49445|gvpA|protein;WTV27114|gvpA|protein;WWM28407|gvpA|protein	train
nat_747d60b2bd9f9baa6cfc	747d60b2bd9f9baa6cfc25e72c691c86ac561a9e907c34cc5085913170b5fcb5	cluster_240500bb8aaece16c8a7	156	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WSI59594|gvpA|protein;WTI50344|gvpA|protein;WUB08205|gvpA|protein;WUJ94469|gvpA|protein	test
nat_8a4162d5996844339fef	8a4162d5996844339fefcc7949127c12b1face55cf3ba1afda2a99f8bb5ad3a5	cluster_0ccad4d436403131ae6a	135	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WUD64512|gvpA|protein	train
nat_e3ae3cb5783250fb742f	e3ae3cb5783250fb742fb71fd41788066eafe4e9503a858545a216b3b1c140a9	cluster_038b08407425f0209cdb	155	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WUD30313|gvpA|protein;WUD46820|gvpA|protein;WUE49684|gvpA|protein;WUE61046|gvpA|protein;WUF33684|gvpA|protein;WUK60174|gvpA|protein	train
nat_9c7fbca4e03cd6830bf2	9c7fbca4e03cd6830bf22f375f47a20a578d93a8f16380964946093df4e4685f	cluster_038b08407425f0209cdb	146	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WUC98569|gvpA|protein	train
nat_a781ed1499476fa04028	a781ed1499476fa04028456993ef07a195b09521cebe488ec92344ff87e2e2d5	cluster_038b08407425f0209cdb	151	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WUC31711|gvpA|protein	train
nat_8430c66867e7555de5e1	8430c66867e7555de5e15b2954a1ef6fecbe33c07883a824ca457f6cecf46e1f	cluster_240500bb8aaece16c8a7	155	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WUB84097|gvpA|protein	test
nat_29fc4eacaf44be490bad	29fc4eacaf44be490badeadbce3c4cd75afe1507fe0e57c73f835b331eeefd20	cluster_038b08407425f0209cdb	154	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WSZ66064|gvpA|protein;WTA31092|gvpA|protein;WUB21575|gvpA|protein	train
nat_6bd198e130544a8380c7	6bd198e130544a8380c7db1d2cbbf6fb92a84322fdf266b455cc5224aabe209b	cluster_05faae01597311327997	158	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WSD52786|gvpA|protein;WSI91778|gvpA|protein;WSL02768|gvpA|protein;WSN06565|gvpA|protein	train
nat_be1dac504153ecab385d	be1dac504153ecab385d6451585ae431c1a72f137cf109d97d662157c10dd226	cluster_038b08407425f0209cdb	154	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WSD94690|gvpA|protein;WSE03550|gvpA|protein;WSN64185|gvpA|protein;WSW29061|gvpA|protein;WTS07011|gvpA|protein;WTZ76905|gvpA|protein;WUK19742|gvpA|protein;WUP04468|gvpA|protein;WUW77079|gvpA|protein	train
nat_074f333dec93d43ec001	074f333dec93d43ec001ab5196dc8d9407e32e65e924082593fdfab9b32f9cc2	cluster_038b08407425f0209cdb	153	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WTL39756|gvpA|protein	train
nat_70cf8e4638ff311302cb	70cf8e4638ff311302cb5ca8bdaf2b05615557c2718837bce8b58329e68c16b3	cluster_038b08407425f0209cdb	157	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WSM30034|gvpA|protein;WSN15356|gvpA|protein	train
nat_b80283670de4d1ac6811	b80283670de4d1ac68117d77d77f5ad0da0d86aa1820dfb25d4d15984fb85944	cluster_101346775bd8fc719b54	155	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WSL57044|gvpA|protein	validation
nat_4b01b5214abfe7d6396a	4b01b5214abfe7d6396a3eb166a64cd0d4023bda7fada08d77ce4076434a441f	cluster_038b08407425f0209cdb	153	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WSL23219|gvpA|protein	train
nat_d71b202a146af4e5c40e	d71b202a146af4e5c40e1d8651f7c026298b5e7307054da065294585b1a2834f	cluster_038b08407425f0209cdb	157	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WSB73035|gvpA|protein;WSF73295|gvpA|protein;WTG16042|gvpA|protein;WTG30012|gvpA|protein	train
nat_f1843d79acb220241dfc	f1843d79acb220241dfcc797c35d9cdf333bd84f6a2cdf15949d578320dc0326	cluster_240500bb8aaece16c8a7	154	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WUW57915|gvpA|protein;WUW74399|gvpA|protein	test
nat_d69494036b1115ae54ae	d69494036b1115ae54ae393e4fc3b3c8b3154e29a8cc4f7d49c7bcabdaaca116	cluster_038b08407425f0209cdb	156	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WUW29278|gvpA|protein;WUW66585|gvpA|protein	train
nat_48a350d902c4c631f095	48a350d902c4c631f095b6d66737f2825d9eb62b9637b7f9290a69b11513f2c7	cluster_038b08407425f0209cdb	154	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WUW66212|gvpA|protein	train
nat_8d5392221648a605a7c2	8d5392221648a605a7c200c6891205f9bc7671101816b410142de5be6593b9ad	cluster_0ccad4d436403131ae6a	134	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WSF96774|gvpA|protein;WUV46274|gvpA|protein	train
nat_3997c1e8cae542beb07c	3997c1e8cae542beb07c015028a096879da4b6d8a654cba6edf95cbe386718b3	cluster_038b08407425f0209cdb	156	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WUU42325|gvpA|protein	train
nat_67d45ce3d0daa27e3aa3	67d45ce3d0daa27e3aa3c9478875543a71c41471e413409d150d415759cb9525	cluster_038b08407425f0209cdb	156	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WUU41922|gvpA|protein	train
nat_c7e8400b87d18c0ef7e0	c7e8400b87d18c0ef7e0fce724bd3e50a675687052b9b2896b89fa9dc2806374	cluster_038b08407425f0209cdb	152	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WUT59625|gvpA|protein	train
nat_45b0f1ea69baf732de14	45b0f1ea69baf732de14489d7621432c589f3147754cf2a724ee76af338459bf	cluster_038b08407425f0209cdb	147	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WUS95394|gvpA|protein	train
nat_33d8dbb5443a9dadf56d	33d8dbb5443a9dadf56dd26ec9768c6243bb1b51920d6d16f721c17ca4f06646	cluster_038b08407425f0209cdb	157	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WUN42592|gvpA|protein;WUO78520|gvpA|protein;WUS27179|gvpA|protein	train
nat_ff800aecb7c2e95dee99	ff800aecb7c2e95dee995632f38f39f4f8a9337144730532c4a4464e60a684bd	cluster_240500bb8aaece16c8a7	156	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WTJ02229|gvpA|protein	test
nat_9065be60727dc7f9b388	9065be60727dc7f9b38883de26c912c2e67f5ca2230e5b0a4fadad7b5578bff7	cluster_038b08407425f0209cdb	148	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WTP83072|gvpA|protein	train
nat_cefd53f493008d2ff90c	cefd53f493008d2ff90c013a3bef3626dafd83b20c3f35464070601743941cab	cluster_038b08407425f0209cdb	159	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WTP49231|gvpA|protein	train
nat_e3077655950eb8305d3c	e3077655950eb8305d3cf37e4839e30e88a91376f65493a909adb159a3d26f6b	cluster_038b08407425f0209cdb	153	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WUQ36349|gvpA|protein	train
nat_3bac021c5495186db378	3bac021c5495186db378739542247176693480f30681e1cab53b024b73311da3	cluster_101346775bd8fc719b54	150	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WUQ24581|gvpA|protein	validation
nat_d5cf1fda20a7d9852de3	d5cf1fda20a7d9852de3ff1cc9f71fe738c0a0ea7a9b9f88376dcdc5aca2492c	cluster_d5cf1fda20a7d9852de3	137	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WTP08398|gvpA|protein;WUP73825|gvpA|protein;WUP84382|gvpA|protein	validation
nat_47c6d3995b8146f9e99e	47c6d3995b8146f9e99e8398246c032f09511347b340131ac62fbd578b3785fd	cluster_038b08407425f0209cdb	155	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WUP38561|gvpA|protein	train
nat_51872cd8b900b7db59b4	51872cd8b900b7db59b4cb4c59f81cffbdf3d79cd890be22619e7a1259ad8788	cluster_51872cd8b900b7db59b4	153	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WTR74748|gvpA|protein;WTT12987|gvpA|protein;WTT47812|gvpA|protein;WTV19198|gvpA|protein;WUO67544|gvpA|protein	test
nat_9c754b1740d1977b7a29	9c754b1740d1977b7a29f9164e475cadaf302bb79ba19fbee1471c103818a6b9	cluster_038b08407425f0209cdb	155	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WUN95856|gvpA|protein	train
nat_0eb236c2a0a999a958fc	0eb236c2a0a999a958fc0e5ac90d917c24af942e904da8a6c29f20ec71e7cf1f	cluster_038b08407425f0209cdb	156	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WTZ13426|gvpA|protein;WUM80544|gvpA|protein	train
nat_1f2decc9d9629b127278	1f2decc9d9629b127278278a79c2631cfe1372e33fb9f7fa3062c90a64d8e731	cluster_1f2decc9d9629b127278	158	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WUK43022|gvpA|protein	test
nat_101346775bd8fc719b54	101346775bd8fc719b54979e083bfbf7f14d0836e1721babe826a6889b637cab	cluster_101346775bd8fc719b54	150	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WUL61904|gvpA|protein	validation
nat_d53262c07427087628bb	d53262c07427087628bb5a498703d5d97e379e19f0caa81d058eaa98a59eb751	cluster_038b08407425f0209cdb	155	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WUJ34042|gvpA|protein	train
nat_05faae01597311327997	05faae01597311327997dcaa18a986a0dcf6a39f96c69beb335d17057b021d9c	cluster_05faae01597311327997	155	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WUJ29488|gvpA|protein	train
nat_210e9a5f9b72676b9ce0	210e9a5f9b72676b9ce0414231b8690a99fbf64edbe8fd9feb7357e5592b915a	cluster_038b08407425f0209cdb	157	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WUI78559|gvpA|protein	train
nat_6ee0ebbf185af1c7d346	6ee0ebbf185af1c7d3460764754f389d48c1ea9ffab11a5e7f9dcc9084296705	cluster_0ccad4d436403131ae6a	135	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WUI34122|gvpA|protein	train
nat_6d257d8cbeb3f3af448a	6d257d8cbeb3f3af448a4055c1cecbeae018a2b575e09fa0c35fc7d6c4bef6ea	cluster_101346775bd8fc719b54	150	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WTR09837|gvpA|protein;WTY56775|gvpA|protein;WUH67075|gvpA|protein	validation
nat_31ec72d1a2119ce61d3a	31ec72d1a2119ce61d3ab1c9e881b91ab153f970f83c6bec9c667d411415707c	cluster_038b08407425f0209cdb	157	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WSV50811|gvpA|protein;WUF59764|gvpA|protein	train
nat_fd6df642808b7adaae7d	fd6df642808b7adaae7d2540069b145a548b9730b610a70e72cead707ae5250d	cluster_240500bb8aaece16c8a7	156	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WSK32890|gvpA|protein;WSX24912|gvpA|protein;WTN63753|gvpA|protein;WUF51925|gvpA|protein	test
nat_f5d47642f8821cca8f9a	f5d47642f8821cca8f9ae6329a4214c7befc7fa09fd18d127a835b12ef107cce	cluster_038b08407425f0209cdb	156	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WTZ12838|gvpA|protein	train
nat_fb2578ea0ecaed2ea0af	fb2578ea0ecaed2ea0af684106804e701bda55c6acad0db623d791b8fbbb5933	cluster_038b08407425f0209cdb	157	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WTX75655|gvpA|protein	train
