reference_id	source_path	source_record_index	source_id	source_accession	source_header	sequence_sha256	length	annotated_family	annotation_reasons	seed_eligible	reference_status	fold	cluster_id	pf00741_pass	pf00741_score	pf00741_coverage	family_status	best_family	family_margin	classification_reason
nat_4c15138491a9218d6eac	data/raw/t05/real_gvp.fasta	711	WP_429877811.1	WP_429877811	WP_429877811.1 gas vesicle protein GvpN [Fictibacillus sp. NRS-1165]	4c15138491a9218d6eaca0db8fb00b0648a1cea3cc10bc32e0e76ba6f55fd831	297	gvpn		True	other_gvp_negative_control	0	cluster_27aad6f6a553bce46f6c	False		0.0	other_gvp	gvpn		competitive_gvpn_support;no_reportable_runner_up;competitive_sequence_agreement
nat_b79546a2daa2d8e3cfe0	data/raw/t05/real_gvp.fasta	712	WP_280689865.1	WP_280689865	WP_280689865.1 gas vesicle protein GvpN [Umezakia ovalisporum]	b79546a2daa2d8e3cfe03ce6625f97481e5419945cbd7fe5da3e7e8a1c90853f	297	gvpn		True	other_gvp_negative_control	0	cluster_4866c0342df1711e5316	False		0.0	other_gvp	gvpn		competitive_gvpn_support;no_reportable_runner_up;competitive_sequence_agreement
nat_6576008730d58d93eed3	data/raw/t05/real_gvp.fasta	713	WP_218079501.1	WP_218079501	WP_218079501.1 gas vesicle protein GvpN [Anthocerotibacter panamensis]	6576008730d58d93eed33f57b203c29f61fa718211fbc1d7a7180a8e6c001c7f	297	gvpn		True	other_gvp_negative_control	0	cluster_6576008730d58d93eed3	False		0.0	other_gvp	gvpn		competitive_gvpn_support;no_reportable_runner_up;competitive_sequence_agreement
nat_5f4f748f5a3775c14ef8	data/raw/t05/real_gvp.fasta	714	WP_165916251.1	WP_165916251	WP_165916251.1 gas vesicle protein GvpN [Marinisporobacter balticus]	5f4f748f5a3775c14ef8c4a6524e1d311aaabca0f930eaf595a243e1f1971be0	297	gvpn		True	other_gvp_negative_control	1	cluster_5f4f748f5a3775c14ef8	False		0.0	other_gvp	gvpn		competitive_gvpn_support;no_reportable_runner_up;competitive_sequence_agreement
nat_d6ddc737a6a02349cc79	data/raw/t05/real_gvp.fasta	715	WP_160098653.1	WP_160098653	WP_160098653.1 gas vesicle protein GvpN [Pontibacillus sp. HMF3514]	d6ddc737a6a02349cc793221d0bc61b6f52188403ea423a67d9b83cf116a352d	297	gvpn		True	other_gvp_negative_control	2	cluster_d6ddc737a6a02349cc79	False		0.0	other_gvp	gvpn		competitive_gvpn_support;no_reportable_runner_up;competitive_sequence_agreement
nat_3b570d48315fa6eee660	data/raw/t05/real_gvp.fasta	716	WP_134699218.1	WP_134699218	WP_134699218.1 gas vesicle protein GvpN [Ammoniphilus sp. YIM 78166]	3b570d48315fa6eee6605a4b0f569a027ebe9d56ae097649b47726c2fff80a83	297	gvpn		True	other_gvp_negative_control	0	cluster_3b570d48315fa6eee660	False		0.0	other_gvp	gvpn		competitive_gvpn_support;no_reportable_runner_up;competitive_sequence_agreement
nat_0acc418a158f7c4abf47	data/raw/t05/real_gvp.fasta	717	WP_252487166.1	WP_252487166	WP_252487166.1 MULTISPECIES: gas vesicle protein GvpL [Natrialbaceae]	0acc418a158f7c4abf47a31f5a3c99d97ccb1567b638ee6023be57716eefef62	296	gvpl		True	other_gvp_negative_control	2	cluster_03528e1685b91151e0fe	False		0.0	other_gvp	gvpl	379.3	competitive_gvpl_support;competitive_sequence_agreement
nat_4a38ff9aea9ec8801260	data/raw/t05/real_gvp.fasta	718	WP_255167824.1	WP_255167824	WP_255167824.1 gas vesicle protein GvpL [Natrononativus amylolyticus]	4a38ff9aea9ec880126072f9a472a27d88c6f425f0c0f803fe4c5cd5692efa0c	296	gvpl		True	other_gvp_negative_control	1	cluster_4a38ff9aea9ec8801260	False		0.0	other_gvp	gvpl	398.3	competitive_gvpl_support;competitive_sequence_agreement
nat_fb5841aa8d78c29f15ce	data/raw/t05/real_gvp.fasta	719	WP_167937485.1	WP_167937485	WP_167937485.1 gas vesicle protein GvpL [Natronococcus sp. JC468]	fb5841aa8d78c29f15ce8ba5037ea46d25191137d8989090c32233650e46076f	296	gvpl		True	other_gvp_negative_control	2	cluster_03528e1685b91151e0fe	False		0.0	other_gvp	gvpl	375.2	competitive_gvpl_support;competitive_sequence_agreement
nat_71b28fb33ac62d4f545b	data/raw/t05/real_gvp.fasta	720	WP_430790272.1	WP_430790272	WP_430790272.1 gas vesicle protein GvpN [Virgibacillus flavescens]	71b28fb33ac62d4f545bcfd2d039bce53db15baa93317135ef7a4b131b20c38e	296	gvpn		True	other_gvp_negative_control	1	cluster_31455055e0d7642bcd7e	False		0.0	other_gvp	gvpn		competitive_gvpn_support;no_reportable_runner_up;competitive_sequence_agreement
nat_62e8e306973b3b12d1f2	data/raw/t05/real_gvp.fasta	721	WP_404455760.1	WP_404455760	WP_404455760.1 gas vesicle protein GvpN [Virgibacillus necropolis]	62e8e306973b3b12d1f268348ebbbc0af42736935a52ad1d844ff34799cccc21	296	gvpn		True	other_gvp_negative_control	1	cluster_31455055e0d7642bcd7e	False		0.0	other_gvp	gvpn		competitive_gvpn_support;no_reportable_runner_up;competitive_sequence_agreement
nat_14a0330fc0c66969c562	data/raw/t05/real_gvp.fasta	722	WP_289983209.1	WP_289983209	WP_289983209.1 gas vesicle protein GvpN [Paenibacillus sp. BSR1-1]	14a0330fc0c66969c562d05bdf49075478e29d14785ddce7e23ec82e4dd7c1f8	296	gvpn		True	other_gvp_negative_control	0	cluster_14a0330fc0c66969c562	False		0.0	other_gvp	gvpn	403.90000000000003	competitive_gvpn_support;competitive_sequence_agreement
nat_051100001158f9bfccc6	data/raw/t05/real_gvp.fasta	723	WP_283878889.1	WP_283878889	WP_283878889.1 gas vesicle protein GvpN [Neobacillus sp. SuZ13]	051100001158f9bfccc6cad5aa5091e02ff28796b25d2b4c07ebafbcefd2223f	296	gvpn		True	other_gvp_negative_control	1	cluster_051100001158f9bfccc6	False		0.0	other_gvp	gvpn		competitive_gvpn_support;no_reportable_runner_up;competitive_sequence_agreement
nat_e275c2c119cdedf35af1	data/raw/t05/real_gvp.fasta	724	WP_134218553.1	WP_134218553	WP_134218553.1 gas vesicle protein GvpN [Pelotomaculum sp. FP]	e275c2c119cdedf35af15f994279c1bc4c9393e1ecf7fdbef097bf2f0dda5a90	296	gvpn		True	other_gvp_negative_control	0	cluster_1066c516a611f0d3b670	False		0.0	other_gvp	gvpn		competitive_gvpn_support;no_reportable_runner_up;competitive_sequence_agreement
nat_c0d82e06313e16097f0a	data/raw/t05/real_gvp.fasta	725	WP_224270095.1	WP_224270095	WP_224270095.1 gas vesicle protein GvpL [Haloprofundus salinisoli]	c0d82e06313e16097f0aed77e1df57bde9db8a6f4d74e7968dda4fd44c9fa8da	295	gvpl		True	other_gvp_negative_control	0	cluster_598bde578495fbb688ee	False		0.0	other_gvp	gvpl	315.8	competitive_gvpl_support;competitive_sequence_agreement
nat_27aad6f6a553bce46f6c	data/raw/t05/real_gvp.fasta	726	WP_301165992.1	WP_301165992	WP_301165992.1 gas vesicle protein GvpN [Fictibacillus fluitans]	27aad6f6a553bce46f6c78d3df68460cc04a21865949c7878217cac204dabe4b	295	gvpn		True	other_gvp_negative_control	0	cluster_27aad6f6a553bce46f6c	False		0.0	other_gvp	gvpn		competitive_gvpn_support;no_reportable_runner_up;competitive_sequence_agreement
nat_58cc5366f525d6247254	data/raw/t05/real_gvp.fasta	727	WP_289475658.1	WP_289475658	WP_289475658.1 gas vesicle protein GvpN [Fictibacillus enclensis]	58cc5366f525d62472549108f9691bac828f60e39e74c115abf1fda688c15c41	295	gvpn		True	other_gvp_negative_control	0	cluster_27aad6f6a553bce46f6c	False		0.0	other_gvp	gvpn	390.5	competitive_gvpn_support;competitive_sequence_agreement
nat_4f69ec38a495fd9e0185	data/raw/t05/real_gvp.fasta	728	WP_407075652.1	WP_407075652	WP_407075652.1 gas vesicle protein GvpL [Natronococcus wangiae]	4f69ec38a495fd9e01851b48c38bbfa83d30fe1c3d8c3327893ec220a5a6fe38	294	gvpl		True	other_gvp_negative_control	2	cluster_03528e1685b91151e0fe	False		0.0	other_gvp	gvpl	375.3	competitive_gvpl_support;competitive_sequence_agreement
nat_30915012a8ec6f8f679b	data/raw/t05/real_gvp.fasta	729	WP_429889447.1	WP_429889447	WP_429889447.1 gas vesicle protein GvpN [Gottfriedia acidiceleris]	30915012a8ec6f8f679b937de1b57eb7b3c1dd2f3715cfac0c8861602b6de491	294	gvpn		True	other_gvp_negative_control	2	cluster_15c24d125497deacfd30	False		0.0	other_gvp	gvpn		competitive_gvpn_support;no_reportable_runner_up;competitive_sequence_agreement
nat_a53975b3cd2709186c1a	data/raw/t05/real_gvp.fasta	730	WP_414404483.1	WP_414404483	WP_414404483.1 MULTISPECIES: gas vesicle protein GvpN [unclassified Synechococcus]	a53975b3cd2709186c1ab3580a508b093d850fa317cd2d2ad400c0cbb2dd076b	294	gvpn		True	other_gvp_negative_control	0	cluster_15fd13404b3461247ca0	False		0.0	other_gvp	gvpn		competitive_gvpn_support;no_reportable_runner_up;competitive_sequence_agreement
nat_4427c56895f290d5ee95	data/raw/t05/real_gvp.fasta	731	WP_407312192.1	WP_407312192	WP_407312192.1 gas vesicle protein GvpN [Desulfosporosinus paludis]	4427c56895f290d5ee9501f34bae6bfddf07b11e264b4c6e3e15e7c1b41810de	294	gvpn		True	other_gvp_negative_control	1	cluster_356c54653106cd402fed	False		0.0	other_gvp	gvpn		competitive_gvpn_support;no_reportable_runner_up;competitive_sequence_agreement
nat_15c24d125497deacfd30	data/raw/t05/real_gvp.fasta	732	WP_353800310.1	WP_353800310	WP_353800310.1 gas vesicle protein GvpN [Gottfriedia acidiceleris]	15c24d125497deacfd303e6d0ce22d987a5301ab07d0950331f48f1df9060768	294	gvpn		True	other_gvp_negative_control	2	cluster_15c24d125497deacfd30	False		0.0	other_gvp	gvpn		competitive_gvpn_support;no_reportable_runner_up;competitive_sequence_agreement
nat_7417c2e6f2ab8024be93	data/raw/t05/real_gvp.fasta	733	WP_331223212.1	WP_331223212	WP_331223212.1 gas vesicle protein GvpN [Gottfriedia acidiceleris]	7417c2e6f2ab8024be939c0925ce0f220a7b2bb1ec025740c58ec6ea5cfe594f	294	gvpn		True	other_gvp_negative_control	1	cluster_7417c2e6f2ab8024be93	False		0.0	other_gvp	gvpn		competitive_gvpn_support;no_reportable_runner_up;competitive_sequence_agreement
nat_a43ef1c6d1999c99fad7	data/raw/t05/real_gvp.fasta	734	WP_252472778.1	WP_252472778	WP_252472778.1 gas vesicle protein GvpN [Desulfosporosinus nitroreducens]	a43ef1c6d1999c99fad700392619eb705fad135f3b55cd8a1c8e6cedbd86f0a7	294	gvpn		True	other_gvp_negative_control	1	cluster_356c54653106cd402fed	False		0.0	other_gvp	gvpn		competitive_gvpn_support;no_reportable_runner_up;competitive_sequence_agreement
nat_438a2803a10a7467a3a3	data/raw/t05/real_gvp.fasta	735	WP_098848625.1	WP_098848625	WP_098848625.1 gas vesicle protein GvpN [Bacillus sp. AFS055030]	438a2803a10a7467a3a3921657a982eadc6687a63aea219a1b56a171d4553904	294	gvpn		True	other_gvp_negative_control	2	cluster_15c24d125497deacfd30	False		0.0	other_gvp	gvpn		competitive_gvpn_support;no_reportable_runner_up;competitive_sequence_agreement
nat_71a18e5b7ee99a16fa9b	data/raw/t05/real_gvp.fasta	736	WP_098809848.1	WP_098809848	WP_098809848.1 gas vesicle protein GvpN [Bacillus sp. AFS041924]	71a18e5b7ee99a16fa9bb2fb921ffd82fae8ec5bd1bd090e9d404ae1835b5a91	294	gvpn		True	other_gvp_negative_control	2	cluster_15c24d125497deacfd30	False		0.0	other_gvp	gvpn		competitive_gvpn_support;no_reportable_runner_up;competitive_sequence_agreement
nat_d886fe7b9d022b3a41eb	data/raw/t05/real_gvp.fasta	737	WP_088228087.1	WP_088228087	WP_088228087.1 gas vesicle protein GvpN [Desulfosporosinus sp. FKB]	d886fe7b9d022b3a41eb8d83a7e995334933c3f369498b37caaf6dfa01515dbe	294	gvpn		True	other_gvp_negative_control	1	cluster_356c54653106cd402fed	False		0.0	other_gvp	gvpn		competitive_gvpn_support;no_reportable_runner_up;competitive_sequence_agreement
nat_356c54653106cd402fed	data/raw/t05/real_gvp.fasta	738	WP_068965378.1	WP_068965378	WP_068965378.1 gas vesicle protein GvpN [Desulfosporosinus sp. BG]	356c54653106cd402fed26cb110c6fb0fad59aecc6788a590aa70aaf9aad397e	294	gvpn		True	other_gvp_negative_control	1	cluster_356c54653106cd402fed	False		0.0	other_gvp	gvpn		competitive_gvpn_support;no_reportable_runner_up;competitive_sequence_agreement
nat_34fc7cd9485e6997d2bd	data/raw/t05/real_gvp.fasta	739	WP_052442180.1	WP_052442180	WP_052442180.1 gas vesicle protein GvpN [Mesobacillus selenatarsenatis]	34fc7cd9485e6997d2bdf0c0f6985b39bdb3c653a4684a86bdc8023d628e6b8d	294	gvpn		True	other_gvp_negative_control	0	cluster_34fc7cd9485e6997d2bd	False		0.0	other_gvp	gvpn		competitive_gvpn_support;no_reportable_runner_up;competitive_sequence_agreement
nat_d2201916dd658f390480	data/raw/t05/real_gvp.fasta	740	WP_034140475.1	WP_034140475	WP_034140475.1 gas vesicle protein GvpN [Desulfosporosinus sp. BICA1-9]	d2201916dd658f390480d7a80b613b4d40fc33cac1170385207475f3fe5713d2	294	gvpn		True	other_gvp_negative_control	1	cluster_356c54653106cd402fed	False		0.0	other_gvp	gvpn		competitive_gvpn_support;no_reportable_runner_up;competitive_sequence_agreement
nat_a9d1da80fcafe973adc5	data/raw/t05/real_gvp.fasta	741	WP_434686552.1	WP_434686552	WP_434686552.1 gas vesicle protein GvpN [Pseudanabaena minima]	a9d1da80fcafe973adc5f181e796d9d04742fa9cecd7d0c7054484993970aaea	293	gvpn		True	other_gvp_negative_control	0	cluster_15fd13404b3461247ca0	False		0.0	other_gvp	gvpn		competitive_gvpn_support;no_reportable_runner_up;competitive_sequence_agreement
nat_5ab8d9a8ca0ae976c14c	data/raw/t05/real_gvp.fasta	742	WP_370655876.1	WP_370655876	WP_370655876.1 gas vesicle protein GvpN, partial [Candidatus Deferrimicrobium sp.]	5ab8d9a8ca0ae976c14c191dcd8a67327a9d98efc3ebdb5b5269e7396677d052	293	gvpn	incomplete_or_provisional_annotation	False	excluded_or_unresolved			False		0.0	unsupported			incomplete_or_provisional_annotation
nat_efdc2424c09acf398858	data/raw/t05/real_gvp.fasta	743	WP_097009055.1	WP_097009055	WP_097009055.1 gas vesicle protein GvpL [Natronoarchaeum philippinense]	efdc2424c09acf398858dd48e145a93caa095311634e516a9c2b71762cbee50d	292	gvpl		True	other_gvp_negative_control	2	cluster_1e71a0923f759cc709c7	False		0.0	other_gvp	gvpl	328.8	competitive_gvpl_support;competitive_sequence_agreement
nat_4fecbd8ec7e51f46d8e8	data/raw/t05/real_gvp.fasta	744	WP_425217850.1	WP_425217850	WP_425217850.1 gas vesicle protein GvpN [Tumidithrix helvetica]	4fecbd8ec7e51f46d8e8d05dc5542dec37055ff3ff60d52434dda7d63770641e	292	gvpn		True	other_gvp_negative_control	0	cluster_15fd13404b3461247ca0	False		0.0	other_gvp	gvpn		competitive_gvpn_support;no_reportable_runner_up;competitive_sequence_agreement
nat_b8699f45a352e4861289	data/raw/t05/real_gvp.fasta	745	WP_015164083.1	WP_015164083	WP_015164083.1 gas vesicle protein GvpN [Thalassoporum mexicanum]	b8699f45a352e486128992f6bc111e7da9cf936e88de8188d82af74eb6ef1f6a	292	gvpn		True	other_gvp_negative_control	0	cluster_b8699f45a352e4861289	False		0.0	other_gvp	gvpn		competitive_gvpn_support;no_reportable_runner_up;competitive_sequence_agreement
nat_1cd344fb6ce324dce534	data/raw/t05/real_gvp.fasta	746	WP_019501599.1	WP_019501599	WP_019501599.1 gas vesicle protein GvpN [Pseudanabaena sp. PCC 6802]	1cd344fb6ce324dce53437c7a41b7f7aa8941758c720f3678df306f4c3c6204a	292	gvpn		True	other_gvp_negative_control	0	cluster_15fd13404b3461247ca0	False		0.0	other_gvp	gvpn	417.5	competitive_gvpn_support;competitive_sequence_agreement
nat_72a0b97a983affc4abd9	data/raw/t05/real_gvp.fasta	747	WP_015167038.1	WP_015167038	WP_015167038.1 gas vesicle protein GvpN [Synechococcus sp. PCC 7502]	72a0b97a983affc4abd972abf9c2d4da05b78dae836213e44ce1dc10b3097bea	292	gvpn		True	other_gvp_negative_control	2	cluster_72a0b97a983affc4abd9	False		0.0	other_gvp	gvpn		competitive_gvpn_support;no_reportable_runner_up;competitive_sequence_agreement
nat_29df8995a7c8279513ee	data/raw/t05/real_gvp.fasta	748	WP_426380803.1	WP_426380803	WP_426380803.1 gas vesicle protein GvpN [Desulfosporosinus sp. SYSU MS00001]	29df8995a7c8279513eebf67ae2721681a2f9998ab67db4023483ad3cedb8594	291	gvpn		True	other_gvp_negative_control	1	cluster_29df8995a7c8279513ee	False		0.0	other_gvp	gvpn		competitive_gvpn_support;no_reportable_runner_up;competitive_sequence_agreement
nat_955483f8bc06a18ea418	data/raw/t05/real_gvp.fasta	749	WP_409276242.1	WP_409276242	WP_409276242.1 gas vesicle protein GvpN [Neobacillus oceani]	955483f8bc06a18ea41894f8f3a3db4ba761b1380ca8514f8af2296b2095f45f	291	gvpn		True	other_gvp_negative_control	1	cluster_05cf56205d19f7127aeb	False		0.0	other_gvp	gvpn		competitive_gvpn_support;no_reportable_runner_up;competitive_sequence_agreement
nat_db93f29d25cdddad0ef3	data/raw/t05/real_gvp.fasta	750	WP_372960229.1	WP_372960229	WP_372960229.1 gas vesicle protein GvpN [Methanoregula sp.]	db93f29d25cdddad0ef375258ac064a03308e4c27723ec3d6aad2f29b5ccfe24	291	gvpn		True	other_gvp_negative_control	1	cluster_db93f29d25cdddad0ef3	False		0.0	other_gvp	gvpn		competitive_gvpn_support;no_reportable_runner_up;competitive_sequence_agreement
nat_597d68a86a65eb266484	data/raw/t05/real_gvp.fasta	751	WP_282432447.1	WP_282432447	WP_282432447.1 gas vesicle protein GvpN [Pelotomaculum schinkii]	597d68a86a65eb26648419983534d34558b2376d3cc773704f4c0621b29c502f	291	gvpn		True	other_gvp_negative_control	0	cluster_1066c516a611f0d3b670	False		0.0	other_gvp	gvpn		competitive_gvpn_support;no_reportable_runner_up;competitive_sequence_agreement
nat_71c4eaf80d5c340613c0	data/raw/t05/real_gvp.fasta	752	WP_250140811.1	WP_250140811	WP_250140811.1 gas vesicle protein GvpL [Halosolutus amylolyticus]	71c4eaf80d5c340613c0b98e5160c6fe0b0fe609180018873930c36a824c3329	290	gvpl		True	other_gvp_negative_control	0	cluster_71c4eaf80d5c340613c0	False		0.0	other_gvp	gvpl	383.6	competitive_gvpl_support;competitive_sequence_agreement
nat_7a8485bedf5ad8561f79	data/raw/t05/real_gvp.fasta	753	WP_092903611.1	WP_092903611	WP_092903611.1 gas vesicle protein GvpL [Halostagnicola kamekurae]	7a8485bedf5ad8561f792751b2aaccb1fdf47162c2a235128b0ed71caa6ab9f3	290	gvpl		True	other_gvp_negative_control	1	cluster_4cca1066084d420d9c60	False		0.0	other_gvp	gvpl	365.70000000000005	competitive_gvpl_support;competitive_sequence_agreement
nat_f9ed5273156498868a4d	data/raw/t05/real_gvp.fasta	754	WP_049924571.1	WP_049924571	WP_049924571.1 gas vesicle protein GvpL [Halopiger djelfimassiliensis]	f9ed5273156498868a4d32c9861aaab977ae96603b915977c6fbd779693187fe	290	gvpl		True	other_gvp_negative_control	0	cluster_04929645ec641fea858e	False		0.0	other_gvp	gvpl	390.9	competitive_gvpl_support;competitive_sequence_agreement
nat_0d3a44444fb3cfa6ea64	data/raw/t05/real_gvp.fasta	755	WP_015322030.1	WP_015322030	WP_015322030.1 gas vesicle protein GvpL [Natronococcus occultus]	0d3a44444fb3cfa6ea64410c899daff140b04ae64916ea8f1eb71e8531fe8cbb	290	gvpl		True	other_gvp_negative_control	2	cluster_03528e1685b91151e0fe	False		0.0	other_gvp	gvpl	378.90000000000003	competitive_gvpl_support;competitive_sequence_agreement
nat_4838ea3cca31fd2581c8	data/raw/t05/real_gvp.fasta	756	WP_430065895.1	WP_430065895	WP_430065895.1 gas vesicle protein GvpN [Neobacillus sp. NRS-1170]	4838ea3cca31fd2581c8e654badfd903a450be5aad17c31f729e37b3e3ba1bab	290	gvpn		True	other_gvp_negative_control	1	cluster_051100001158f9bfccc6	False		0.0	other_gvp	gvpn	412.6	competitive_gvpn_support;competitive_sequence_agreement
nat_2b04743426facfb60cfa	data/raw/t05/real_gvp.fasta	757	WP_379541730.1	WP_379541730	WP_379541730.1 gas vesicle protein GvpN [Teichococcus cervicalis]	2b04743426facfb60cfa242c928e19e27e4787b76d9489ef7d4124b961eaffbb	290	gvpn		True	other_gvp_negative_control	1	cluster_2b04743426facfb60cfa	False		0.0	other_gvp	gvpn		competitive_gvpn_support;no_reportable_runner_up;competitive_sequence_agreement
nat_7d84d0bdb7f12b66a583	data/raw/t05/real_gvp.fasta	758	WP_231507433.1	WP_231507433	WP_231507433.1 MULTISPECIES: gas vesicle protein GvpN [unclassified Flavobacterium]	7d84d0bdb7f12b66a583e1ea5f193032792a98951c68ec8cb959d426ed7d1ff0	290	gvpn		True	other_gvp_negative_control	1	cluster_2e69ec66879cf5e82204	False		0.0	other_gvp	gvpn		competitive_gvpn_support;no_reportable_runner_up;competitive_sequence_agreement
nat_26f12393040d80ef19bd	data/raw/t05/real_gvp.fasta	759	WP_310927100.1	WP_310927100	WP_310927100.1 gas vesicle protein GvpL [Halogeometricum luteum]	26f12393040d80ef19bd27800680d6d0d0466a144f51e05c2261d58fd8d23b05	289	gvpl		True	other_gvp_negative_control	2	cluster_26f12393040d80ef19bd	False		0.0	other_gvp	gvpl	319.6	competitive_gvpl_support;competitive_sequence_agreement
nat_46dfa99150a76ad6b330	data/raw/t05/real_gvp.fasta	760	WP_049898781.1	WP_049898781	WP_049898781.1 gas vesicle protein GvpL [Halococcus agarilyticus]	46dfa99150a76ad6b3300f9682958efac574e5f7d84f658f1a68ee301c9eee9f	289	gvpl		True	other_gvp_negative_control	2	cluster_46dfa99150a76ad6b330	False		0.0	other_gvp	gvpl	348.3	competitive_gvpl_support;competitive_sequence_agreement
nat_ec7e4b6fbb44ea6e5eff	data/raw/t05/real_gvp.fasta	761	WP_430140346.1	WP_430140346	WP_430140346.1 gas vesicle protein GvpN [Neobacillus pocheonensis]	ec7e4b6fbb44ea6e5eff2c3b6ca16e0f33379acd8f0df02ce5cd1c73b0d1c011	289	gvpn		True	other_gvp_negative_control	1	cluster_051100001158f9bfccc6	False		0.0	other_gvp	gvpn	405.0	competitive_gvpn_support;competitive_sequence_agreement
nat_f061d8bf614182df84fa	data/raw/t05/real_gvp.fasta	762	WP_363465203.1	WP_363465203	WP_363465203.1 gas vesicle protein GvpL [Halogeometricum borinquense]	f061d8bf614182df84fa4ce69dd32c7d73fad7db5813f4f995ec392fd5b4dae8	288	gvpl		True	other_gvp_negative_control	1	cluster_f061d8bf614182df84fa	False		0.0	other_gvp	gvpl	357.7	competitive_gvpl_support;competitive_sequence_agreement
nat_798e0478a1c671011eb9	data/raw/t05/real_gvp.fasta	763	WP_220580827.1	WP_220580827	WP_220580827.1 gas vesicle protein GvpL [Haloarcula nitratireducens]	798e0478a1c671011eb940b6665a3ad488091f35b469e781a24f253e7c9f240f	288	gvpl		True	other_gvp_negative_control	1	cluster_3a18122b3f94fa70d033	False		0.0	other_gvp	gvpl	331.6	competitive_gvpl_support;competitive_sequence_agreement
nat_b7915955b20ca9c0aa4e	data/raw/t05/real_gvp.fasta	764	WP_287276937.1	WP_287276937	WP_287276937.1 MULTISPECIES: gas vesicle protein GvpN [unclassified Okeania]	b7915955b20ca9c0aa4ed288ad21dd8063c84c9aa9fa718d3d13b001dc4c9445	287	gvpn		True	other_gvp_negative_control	0	cluster_7582ab44f4a5ea674099	False		0.0	other_gvp	gvpn		competitive_gvpn_support;no_reportable_runner_up;competitive_sequence_agreement
nat_8b728da9bc94157561e8	data/raw/t05/real_gvp.fasta	765	WP_423999121.1	WP_423999121	WP_423999121.1 gas vesicle protein GvpL [Haloarcula salina]	8b728da9bc94157561e8ae50c76b02d31b1f6566793a01149a4c6fa3fc8001af	285	gvpl		True	other_gvp_negative_control	2	cluster_509287832ecc4aacd239	False		0.0	other_gvp	gvpl	310.70000000000005	competitive_gvpl_support;competitive_sequence_agreement
nat_916c3bc7c5aeace2979b	data/raw/t05/real_gvp.fasta	766	WP_304447140.1	WP_304447140	WP_304447140.1 gas vesicle protein GvpL [Halomarina ordinaria]	916c3bc7c5aeace2979b0304307387b9ad6965bd7c10323d6b3b7a91475f0032	285	gvpl		True	other_gvp_negative_control	2	cluster_916c3bc7c5aeace2979b	False		0.0	other_gvp	gvpl		competitive_gvpl_support;no_reportable_runner_up;competitive_sequence_agreement
nat_ca242131f6ef5b732fcf	data/raw/t05/real_gvp.fasta	767	WP_228442433.1	WP_228442433	WP_228442433.1 gas vesicle protein GvpL [Natrarchaeobaculum sulfurireducens]	ca242131f6ef5b732fcff95114d7599e8e6caa89f84d2f8106ee970944f8f25a	285	gvpl		True	other_gvp_negative_control	0	cluster_04929645ec641fea858e	False		0.0	other_gvp	gvpl	369.3	competitive_gvpl_support;competitive_sequence_agreement
nat_509287832ecc4aacd239	data/raw/t05/real_gvp.fasta	768	WP_162413121.1	WP_162413121	WP_162413121.1 gas vesicle protein GvpL [Haloarcula salina]	509287832ecc4aacd23966bcf7240f511053367ab3c733122f2fdff9d80e7729	285	gvpl		True	other_gvp_negative_control	2	cluster_509287832ecc4aacd239	False		0.0	other_gvp	gvpl	310.2	competitive_gvpl_support;competitive_sequence_agreement
nat_fe7f89d5b48d6e6d7028	data/raw/t05/real_gvp.fasta	769	WP_089878768.1	WP_089878768	WP_089878768.1 gas vesicle protein GvpL [Halogeometricum limi]	fe7f89d5b48d6e6d7028c5f2f7d9dbcf013109fa315813fc5d445ccbd815993c	285	gvpl		True	other_gvp_negative_control	2	cluster_26f12393040d80ef19bd	False		0.0	other_gvp	gvpl	331.2	competitive_gvpl_support;competitive_sequence_agreement
nat_d8675dcca6583dc443d4	data/raw/t05/real_gvp.fasta	770	WP_223587734.1	WP_223587734	WP_223587734.1 gas vesicle protein GvpN [Neobacillus bataviensis]	d8675dcca6583dc443d4d8e7dfd8409ef51d7b2a40fb2acd3d588f01c3be365c	285	gvpn		True	other_gvp_negative_control	1	cluster_051100001158f9bfccc6	False		0.0	other_gvp	gvpn	389.09999999999997	competitive_gvpn_support;competitive_sequence_agreement
nat_9b7ed4f515de0180e861	data/raw/t05/real_gvp.fasta	771	WP_285265817.1	WP_285265817	WP_285265817.1 gas vesicle protein GvpC [Halobacterium salinarum]	9b7ed4f515de0180e861afcb46a24fdc67072571cf1a29b8c439b2e39b6a76c3	285	gvpc		True	excluded_or_unresolved	2	cluster_9b7ed4f515de0180e861	False		0.0	unsupported	gvpc	15.0	no_qualified_subfamily_hit
nat_ec9b5926f08ed0206fff	data/raw/t05/real_gvp.fasta	772	WP_435186735.1	WP_435186735	WP_435186735.1 gas vesicle protein GvpL [Halobellus sp. EA9]	ec9b5926f08ed0206fff91dd7e0729a770a890369ab34e423cee3ff322abc8ad	284	gvpl		True	other_gvp_negative_control	0	cluster_213008d40b0886a169f4	False		0.0	other_gvp	gvpl	368.7	competitive_gvpl_support;competitive_sequence_agreement
