reference_id	annotated_family	cluster_id	fold	reviewed_anchor	profile_representative
nat_2e48b321b528f593d735	gvpc	cluster_2e48b321b528f593d735	0	False	True
nat_07038320fd6e253de70b	gvpc	cluster_07038320fd6e253de70b	0	False	True
nat_8c0664f31a714d7a8aff	gvpc	cluster_8c0664f31a714d7a8aff	0	False	True
nat_09800a748cfbe77d8d9f	gvpc	cluster_09800a748cfbe77d8d9f	1	False	True
nat_674d4aede798293c370c	gvpc	cluster_09800a748cfbe77d8d9f	1	False	False
nat_7f0e9e38f80486cab386	gvpn	cluster_06347dffb70449f94f8b	0	False	False
nat_82e6288c889f798ef492	gvpn	cluster_2b37fb345f0eede20bf3	2	False	False
nat_7dde195cdd64956680f5	gvpn	cluster_5fd7f86add4de507494b	2	False	False
nat_3b38714f6cbc7137424f	gvpn	cluster_06347dffb70449f94f8b	0	False	False
nat_8c16a3a702fa704d18aa	gvpn	cluster_2479842a47e1e4877d8a	2	False	False
nat_37912e3e9ceb53157c77	gvpn	cluster_06347dffb70449f94f8b	0	False	False
nat_06347dffb70449f94f8b	gvpn	cluster_06347dffb70449f94f8b	0	False	True
nat_e2b8ba8e56f13e00095f	gvpc	cluster_07038320fd6e253de70b	0	False	False
nat_f7646abb94315cdcbbbe	gvpc	cluster_8c0664f31a714d7a8aff	0	False	False
nat_5ef8cfaf93da36fd8c08	gvpn	cluster_06347dffb70449f94f8b	0	False	False
nat_2479842a47e1e4877d8a	gvpn	cluster_2479842a47e1e4877d8a	2	False	True
nat_faa65ec09906ca98d41d	gvpn	cluster_224e649efb8f6afb890a	1	False	False
nat_2539103b6a4ebbaea38e	gvpn	cluster_2539103b6a4ebbaea38e	0	False	True
nat_4b4a5aaf02e1b879854c	gvpn	cluster_072b8a0fb869a02fb8e6	1	False	False
nat_34096e78626d08f58ede	gvpn	cluster_34096e78626d08f58ede	2	False	True
nat_d5447c0fcbbd0287cf2b	gvpc	cluster_2e48b321b528f593d735	0	False	False
nat_06abc3bcb23160f19a53	gvpn	cluster_06abc3bcb23160f19a53	0	False	True
nat_16c77cc1fdd241647b56	gvpn	cluster_16c77cc1fdd241647b56	2	False	True
nat_d8b0e73e1d04232131a7	gvpn	cluster_d8b0e73e1d04232131a7	2	False	True
nat_af61f3707e4227287fcd	gvpn	cluster_af61f3707e4227287fcd	0	False	True
nat_ea3e9ad58e17baf83b06	gvpn	cluster_2b37fb345f0eede20bf3	2	False	False
nat_3d198f54418d7b19c523	gvpn	cluster_3d198f54418d7b19c523	2	False	True
nat_18c3ff0aa63aa216bdf8	gvpn	cluster_06347dffb70449f94f8b	0	False	False
nat_7d2ca121c0ce9f1da982	gvpl	cluster_3cabc956bfd183de1f63	0	False	False
nat_545d493608c2e165bf9c	gvpl	cluster_144f47620afa1a7c4163	2	False	False
nat_b3d91f2883dd70cdee82	gvpn	cluster_b3d91f2883dd70cdee82	1	False	True
nat_595925e29b600b4eb760	gvpn	cluster_1027009e86e43030bf4d	2	False	False
nat_eb0642b0187063dd3efd	gvpn	cluster_eb0642b0187063dd3efd	2	False	True
nat_0d56c1f89c5746c47ef1	gvpn	cluster_0d56c1f89c5746c47ef1	0	False	True
nat_f2265e7f8920c8a4d6a4	gvpn	cluster_50b1fcd2e2e257364825	1	False	False
nat_8fb1c2c8465f6395bb08	gvpn	cluster_8fb1c2c8465f6395bb08	1	False	True
nat_332704d4ea19b30a9c70	gvpc	cluster_07038320fd6e253de70b	0	False	False
nat_d1fd698c577a1ad5b658	gvpc	cluster_d1fd698c577a1ad5b658	0	False	True
nat_2df69daa3558ff90d6d4	gvpl	cluster_2df69daa3558ff90d6d4	2	False	True
nat_74988e137075760b96c3	gvpl	cluster_3cabc956bfd183de1f63	0	False	False
nat_4e0a503796f0e3b773cb	gvpn	cluster_4e0a503796f0e3b773cb	0	False	True
nat_b94c94e12681e2de3c7f	gvpn	cluster_50b1fcd2e2e257364825	1	False	False
nat_fdbae9039fa3d4e1c4d0	gvpn	cluster_3d198f54418d7b19c523	2	False	False
nat_cad1eb46349cc94da814	gvpl	cluster_71c4eaf80d5c340613c0	0	False	False
nat_b909248a567abe20cdeb	gvpn	cluster_b909248a567abe20cdeb	1	False	True
nat_b2086dbcf693d17e3c7c	gvpn	cluster_b2086dbcf693d17e3c7c	0	False	True
nat_60d113e46f35310d4c7b	gvpn	cluster_60d113e46f35310d4c7b	1	False	True
nat_c5e1ab0948ceb49b94c1	gvpn	cluster_00857e373ba6458d2397	0	False	False
nat_e348ff5b2a1292d5975a	gvpn	cluster_2b37fb345f0eede20bf3	2	False	False
nat_14d79c7db0ddb78fd3b7	gvpn	cluster_14d79c7db0ddb78fd3b7	1	False	True
nat_3cabc956bfd183de1f63	gvpl	cluster_3cabc956bfd183de1f63	0	False	True
nat_73088f79686650723c36	gvpn	cluster_73088f79686650723c36	0	False	True
nat_685a42f11f71ff4e28cf	gvpn	cluster_685a42f11f71ff4e28cf	2	False	True
nat_fcb4fd2861d20deea778	gvpn	cluster_73088f79686650723c36	0	False	False
nat_65e58812da89f40aaebc	gvpn	cluster_2aeeb7204514959b4109	2	False	False
nat_843f29fe13cb1c442763	gvpn	cluster_1a4e419786810a96743b	0	False	False
nat_de738d3f133c0d26a7f4	gvpn	cluster_3c8a019d533f73867dad	1	False	False
nat_2b37fb345f0eede20bf3	gvpn	cluster_2b37fb345f0eede20bf3	2	False	True
nat_1a4e419786810a96743b	gvpn	cluster_1a4e419786810a96743b	0	False	True
nat_c8df5d1ec0a683e490d4	gvpn	cluster_3c8a019d533f73867dad	1	False	False
nat_dc27ebbf4ebecdfbc754	gvpn	cluster_dc27ebbf4ebecdfbc754	1	False	True
nat_2aeeb7204514959b4109	gvpn	cluster_2aeeb7204514959b4109	2	False	True
nat_3c8a019d533f73867dad	gvpn	cluster_3c8a019d533f73867dad	1	False	True
nat_1f13c088ac72f2d85e1f	gvpn	cluster_1f13c088ac72f2d85e1f	0	False	True
nat_144f47620afa1a7c4163	gvpl	cluster_144f47620afa1a7c4163	2	False	True
nat_75a033ca7183447c8e24	gvpl	cluster_144f47620afa1a7c4163	2	False	False
nat_2967a7722c0c27f9256c	gvpn	cluster_0d56c1f89c5746c47ef1	0	False	False
nat_3cb28dfb0fb4475c8300	gvpn	cluster_129b73d1f5929eb29158	1	False	False
nat_79e485b410be446395d0	gvpn	cluster_73088f79686650723c36	0	False	False
nat_3bdd2e4a8cfc279acbef	gvpl	cluster_3bdd2e4a8cfc279acbef	2	False	True
nat_f4ff162dd635f7a7df88	gvpn	cluster_224e649efb8f6afb890a	1	False	False
nat_93406b3ad796dc742fb6	gvpn	cluster_93406b3ad796dc742fb6	2	False	True
nat_2b02c6c6b3277ed0a16b	gvpn	cluster_2b02c6c6b3277ed0a16b	0	False	True
nat_f82e99068ca8b1106586	gvpn	cluster_2b02c6c6b3277ed0a16b	0	False	False
nat_5fd7f86add4de507494b	gvpn	cluster_5fd7f86add4de507494b	2	False	True
nat_e0bf342be5767405a16f	gvpn	cluster_e0bf342be5767405a16f	2	False	True
nat_a18da5d46cdaee2e1fef	gvpn	cluster_73088f79686650723c36	0	False	False
nat_1b01a6995022d32b2f22	gvpn	cluster_1b01a6995022d32b2f22	1	False	True
nat_8b9e6b66305e8c27f352	gvpc	cluster_8b9e6b66305e8c27f352	2	False	True
nat_a575c7521c67f51d5d35	gvpc	cluster_a575c7521c67f51d5d35	1	False	True
nat_ed6d1dbeb44aa9e7c7f5	gvpl	cluster_1d0c3bce91fc2c137fb1	1	False	False
nat_9667966bbf1f4d34340a	gvpn	cluster_00857e373ba6458d2397	0	False	False
nat_af8bd48dcfbff167e596	gvpn	cluster_1b6894c416dda31f5bf7	0	False	False
nat_50b1fcd2e2e257364825	gvpn	cluster_50b1fcd2e2e257364825	1	False	True
nat_ed04590ddb4f4b88a9ee	gvpn	cluster_83f7d9d27121e880de17	2	False	False
nat_7e313389d30c4624c36d	gvpn	cluster_7e313389d30c4624c36d	2	False	True
nat_860e5230b722d5861d90	gvpn	cluster_00857e373ba6458d2397	0	False	False
nat_58d5c8c5a9527e54e447	gvpn	cluster_58d5c8c5a9527e54e447	2	False	True
nat_1b6af661fda31bf1e196	gvpl	cluster_1b6af661fda31bf1e196	0	False	True
nat_7fc3d35f6609a93d0dd1	gvpl	cluster_03528e1685b91151e0fe	2	False	False
nat_99441ffbc2eca666e105	gvpn	cluster_99441ffbc2eca666e105	1	False	True
nat_702b258a80a816c75a81	gvpn	cluster_14d79c7db0ddb78fd3b7	1	False	False
nat_4c0552cd51a9b813cc70	gvpn	cluster_0d56c1f89c5746c47ef1	0	False	False
nat_2be3971a03cdb17a19a2	gvpn	cluster_2be3971a03cdb17a19a2	0	False	True
nat_18fb9cee097c3e965dd3	gvpn	cluster_18fb9cee097c3e965dd3	0	False	True
nat_c500111a61f53f446ae7	gvpl	cluster_c500111a61f53f446ae7	1	False	True
nat_9b5f9b7ef68b10434976	gvpl	cluster_03528e1685b91151e0fe	2	False	False
nat_182237e22095168ab3a7	gvpl	cluster_182237e22095168ab3a7	2	False	True
nat_1c83b7230e48b0f9f02d	gvpl	cluster_03528e1685b91151e0fe	2	False	False
nat_bb4ad0389d3d02787ebc	gvpn	cluster_36dec308d21652e0fe2b	2	False	False
nat_ebcd2a7f6128cf55e939	gvpl	cluster_03528e1685b91151e0fe	2	False	False
nat_11b2a80a41a28a82fe14	gvpl	cluster_03528e1685b91151e0fe	2	False	False
nat_6741f22002745c69f35f	gvpl	cluster_03528e1685b91151e0fe	2	False	False
nat_8033d574bb9b40ac0a39	gvpn	cluster_2b04743426facfb60cfa	1	False	False
nat_24779df4dad8b6c4a0b0	gvpn	cluster_24779df4dad8b6c4a0b0	1	False	True
nat_46199ccaadb803009175	gvpn	cluster_46199ccaadb803009175	2	False	True
nat_b6788780f8276706d4f8	gvpn	cluster_b6788780f8276706d4f8	2	False	True
nat_71c932e8fba7c6f5dfc0	gvpl	cluster_03528e1685b91151e0fe	2	False	False
nat_14bf89de72ffebc8daf2	gvpl	cluster_14bf89de72ffebc8daf2	0	False	True
nat_f9785b60713e991b45d7	gvpl	cluster_03528e1685b91151e0fe	2	False	False
nat_077e4a2d156e5a34861f	gvpn	cluster_077e4a2d156e5a34861f	2	False	True
nat_2022a6c27d72ff193c60	gvpn	cluster_2022a6c27d72ff193c60	2	False	True
nat_4a40e33f19f4a2a739e2	gvpn	cluster_4a40e33f19f4a2a739e2	0	False	True
nat_e1efdd292eddc458ef64	gvpn	cluster_0d56c1f89c5746c47ef1	0	False	False
nat_6ee31a02fdf1277873e8	gvpl	cluster_6ee31a02fdf1277873e8	2	False	True
nat_404fe3bd29de3572080f	gvpn	cluster_00857e373ba6458d2397	0	False	False
nat_e778f1c75487e219316a	gvpn	cluster_e778f1c75487e219316a	2	False	True
nat_a2e2c896faafb4632a0b	gvpl	cluster_04929645ec641fea858e	0	False	False
nat_334d7739f0f8b9783b70	gvpl	cluster_04929645ec641fea858e	0	False	False
nat_c599808be516a1f982a6	gvpl	cluster_c599808be516a1f982a6	2	False	True
nat_67a4fe5ef9ce1aeb2def	gvpn	cluster_0d56c1f89c5746c47ef1	0	False	False
nat_9831d0684a8c7d38552d	gvpn	cluster_46493994355e9e860e13	0	False	False
nat_a69301e4ba1c03b7790b	gvpl	cluster_03528e1685b91151e0fe	2	False	False
nat_3512bc187bf6b327c25b	gvpl	cluster_03528e1685b91151e0fe	2	False	False
nat_21d7ed4fbf6b3e9197c9	gvpl	cluster_03528e1685b91151e0fe	2	False	False
nat_28794773350b0e96f58a	gvpl	cluster_03528e1685b91151e0fe	2	False	False
nat_90aff439e5b13407840a	gvpl	cluster_03528e1685b91151e0fe	2	False	False
nat_a62b75f57dd811b31d67	gvpl	cluster_03528e1685b91151e0fe	2	False	False
nat_88b9978da1fe9dc46015	gvpl	cluster_6ee31a02fdf1277873e8	2	False	False
nat_bc1dfc529c118b23ed14	gvpn	cluster_2022a6c27d72ff193c60	2	False	False
nat_60128a3ac7012dbe340d	gvpn	cluster_60128a3ac7012dbe340d	0	False	True
nat_5624b7649cf855dfcd25	gvpc	cluster_5624b7649cf855dfcd25	2	False	True
nat_8963a103455e220442bf	gvpl	cluster_03528e1685b91151e0fe	2	False	False
nat_677fef9f35b54b8f59f4	gvpl	cluster_677fef9f35b54b8f59f4	0	False	True
nat_36dec308d21652e0fe2b	gvpn	cluster_36dec308d21652e0fe2b	2	False	True
nat_4474792873f2fcc039e2	gvpn	cluster_4474792873f2fcc039e2	0	False	True
nat_8d6eb3dba5f66ed00c36	gvpn	cluster_439080918fad233fe9bd	2	False	False
nat_1493db78136bf793d087	gvpn	cluster_1493db78136bf793d087	2	False	True
nat_2eaa8f0305bf63d204a7	gvpn	cluster_05cf56205d19f7127aeb	1	False	False
nat_38c4b7b40831450106bb	gvpl	cluster_04929645ec641fea858e	0	False	False
nat_bc9a679038febf60d01a	gvpl	cluster_03528e1685b91151e0fe	2	False	False
nat_51153cf6705a7b788462	gvpl	cluster_03528e1685b91151e0fe	2	False	False
nat_4bee481aaaf6d2cbaeaf	gvpl	cluster_03528e1685b91151e0fe	2	False	False
nat_dc4d448b28633f62a82f	gvpl	cluster_03528e1685b91151e0fe	2	False	False
nat_0f2157a7866f864b75fb	gvpn	cluster_0f2157a7866f864b75fb	2	False	True
nat_7b8317b973de3f845dc6	gvpn	cluster_7b8317b973de3f845dc6	1	False	True
nat_cc3b644590efb749343f	gvpl	cluster_03528e1685b91151e0fe	2	False	False
nat_1366f335f603b634243f	gvpl	cluster_03528e1685b91151e0fe	2	False	False
nat_404cf82aead1f9489e72	gvpl	cluster_404cf82aead1f9489e72	0	False	True
nat_2c9bf16622aacddb165e	gvpl	cluster_2c9bf16622aacddb165e	1	False	True
nat_6456c7962887f5ec8ec6	gvpl	cluster_598bde578495fbb688ee	0	False	False
nat_282cc75ff49edff67190	gvpl	cluster_03528e1685b91151e0fe	2	False	False
nat_966e28ed9f738f4867a4	gvpl	cluster_03528e1685b91151e0fe	2	False	False
nat_c94da6ff72ddadbf903d	gvpl	cluster_c94da6ff72ddadbf903d	1	False	True
nat_2b6741a82f5537860280	gvpl	cluster_03528e1685b91151e0fe	2	False	False
nat_9d224bc1f4e933e79668	gvpn	cluster_439080918fad233fe9bd	2	False	False
nat_4a12bab0db60e22a9e8e	gvpn	cluster_05cf56205d19f7127aeb	1	False	False
nat_050407e325dd39fb5a81	gvpl	cluster_03528e1685b91151e0fe	2	False	False
nat_1d0c3bce91fc2c137fb1	gvpl	cluster_1d0c3bce91fc2c137fb1	1	False	True
nat_de84dd334c6549477037	gvpn	cluster_7582ab44f4a5ea674099	0	False	False
nat_c49f755a56217cacd4cc	gvpn	cluster_654bf7b193f4cb7eb2d6	2	False	False
nat_4ec834b2dca7e0af0ba8	gvpn	cluster_169db323577b20f8e142	1	False	False
nat_7811f927e6870316ee32	gvpn	cluster_7811f927e6870316ee32	0	False	True
nat_b10dc8b14b1a71067498	gvpn	cluster_7811f927e6870316ee32	0	False	False
nat_9991c57c84ab88fd3e26	gvpn	cluster_9991c57c84ab88fd3e26	0	False	True
nat_7e883f72aaf412c24654	gvpl	cluster_4cca1066084d420d9c60	1	False	False
nat_f1f86bafc5822b26f19e	gvpl	cluster_f1f86bafc5822b26f19e	2	False	True
nat_71bff81d8046a5fb11a5	gvpn	cluster_5273bbeb242ad7f8fdeb	2	False	False
nat_f59e6ad0141b3890b3f2	gvpn	cluster_1b01a6995022d32b2f22	1	False	False
nat_a3da13347ba5e5c7ee2b	gvpn	cluster_a3da13347ba5e5c7ee2b	0	False	True
nat_7582ab44f4a5ea674099	gvpn	cluster_7582ab44f4a5ea674099	0	False	True
nat_98d8ecbaaf4dc079697a	gvpl	cluster_677fef9f35b54b8f59f4	0	False	False
nat_4c93a06e77c71495a074	gvpl	cluster_4c93a06e77c71495a074	0	False	True
nat_b82dca2b5693bc0bfdef	gvpl	cluster_5481768259de4485701e	1	False	False
nat_dad73ccbce99a61640ff	gvpn	cluster_dad73ccbce99a61640ff	0	False	True
nat_5d4e894d56f128b86f9e	gvpn	cluster_5d4e894d56f128b86f9e	1	False	True
nat_4e39ee716599aaf973b0	gvpn	cluster_31455055e0d7642bcd7e	1	False	False
nat_c58378832d10e041e802	gvpn	cluster_c58378832d10e041e802	1	False	True
nat_31455055e0d7642bcd7e	gvpn	cluster_31455055e0d7642bcd7e	1	False	True
nat_6baf6abd9a9510c8f68e	gvpl	cluster_03528e1685b91151e0fe	2	False	False
nat_4cca1066084d420d9c60	gvpl	cluster_4cca1066084d420d9c60	1	False	True
nat_d932ec0cc2819aabe2ee	gvpn	cluster_d932ec0cc2819aabe2ee	0	False	True
nat_2c094d9153401ac63170	gvpn	cluster_2c094d9153401ac63170	2	False	True
nat_d784af921bd64d7ae792	gvpn	cluster_d784af921bd64d7ae792	1	False	True
nat_35e665e79a99b45e3432	gvpn	cluster_2e69ec66879cf5e82204	1	False	False
nat_11facbeecd100c462542	gvpl	cluster_11facbeecd100c462542	1	False	True
nat_e6206d4d062bc49b3366	gvpl	cluster_04929645ec641fea858e	0	False	False
nat_598bde578495fbb688ee	gvpl	cluster_598bde578495fbb688ee	0	False	True
nat_e187f5b07b99b6b9b6f1	gvpl	cluster_03528e1685b91151e0fe	2	False	False
nat_67ae4c013d963c0fb979	gvpl	cluster_03528e1685b91151e0fe	2	False	False
nat_4c362963c87951503561	gvpn	cluster_4c362963c87951503561	2	False	True
nat_ef6609ac5b8de7e40221	gvpn	cluster_169db323577b20f8e142	1	False	False
nat_3ca9346dd16ad1aa7e7a	gvpn	cluster_05cf56205d19f7127aeb	1	False	False
nat_cf5f20b89a5128d5b056	gvpn	cluster_06088cadf5ba5ce036ac	2	False	False
nat_06088cadf5ba5ce036ac	gvpn	cluster_06088cadf5ba5ce036ac	2	False	True
nat_dc15fcc793f1ca8f4d30	gvpn	cluster_05cf56205d19f7127aeb	1	False	False
nat_6c2de231f155f8397657	gvpn	cluster_6c2de231f155f8397657	2	False	True
nat_439080918fad233fe9bd	gvpn	cluster_439080918fad233fe9bd	2	False	True
nat_dab7638412f3529daa14	gvpn	cluster_2e69ec66879cf5e82204	1	False	False
nat_3d56a8d57b96c9cc2c26	gvpn	cluster_05cf56205d19f7127aeb	1	False	False
nat_4ecdb7970e918374926f	gvpn	cluster_169db323577b20f8e142	1	False	False
nat_5549701c6952c38addff	gvpn	cluster_5549701c6952c38addff	0	False	True
nat_ff126a59b974bcf01f32	gvpn	cluster_e694963e6e3ce8d65199	0	False	False
nat_c36a1b8e67c713e3d739	gvpn	cluster_05cf56205d19f7127aeb	1	False	False
nat_5c452926f0423d326ea8	gvpn	cluster_2e69ec66879cf5e82204	1	False	False
nat_a93dbe148c2c4b1fa84f	gvpn	cluster_2e69ec66879cf5e82204	1	False	False
nat_5aa37250874540f82458	gvpl	cluster_5aa37250874540f82458	1	False	True
nat_ebc44a87237f68a7c915	gvpl	cluster_26f12393040d80ef19bd	2	False	False
nat_1c3160e54d662c49056f	gvpl	cluster_11facbeecd100c462542	1	False	False
nat_d01313533761e19dcf99	gvpn	cluster_169db323577b20f8e142	1	False	False
nat_f52c02d2bf8eb4b5a87c	gvpn	cluster_05cf56205d19f7127aeb	1	False	False
nat_169db323577b20f8e142	gvpn	cluster_169db323577b20f8e142	1	False	True
nat_c5b689ce2e87b953d988	gvpn	cluster_439080918fad233fe9bd	2	False	False
nat_f071c31e33c19a00c19b	gvpn	cluster_05cf56205d19f7127aeb	1	False	False
nat_45d949ebbb79a89f7fb5	gvpn	cluster_45d949ebbb79a89f7fb5	1	False	True
nat_bea1a0edbf185694afaa	gvpn	cluster_1bd1dbe69d1d10710aa0	1	False	False
nat_4cc7c78c2b205fd530da	gvpn	cluster_176746ff62efe3e4c3e2	0	False	False
nat_30ba3fccaeb1129e2995	gvpn	cluster_169db323577b20f8e142	1	False	False
nat_e4a8de7e5640998fd89f	gvpn	cluster_05cf56205d19f7127aeb	1	False	False
nat_91f953ee50e92d72b07b	gvpn	cluster_05cf56205d19f7127aeb	1	False	False
nat_407b9405c86af136e96b	gvpn	cluster_407b9405c86af136e96b	1	False	True
nat_abc745ebe41e8e165dcf	gvpl	cluster_abc745ebe41e8e165dcf	2	False	True
nat_228e5aa9fefc15a241e7	gvpl	cluster_03528e1685b91151e0fe	2	False	False
nat_8c82fe5fea12885eaa10	gvpl	cluster_598bde578495fbb688ee	0	False	False
nat_8793692830a9c68c1da1	gvpl	cluster_4cca1066084d420d9c60	1	False	False
nat_ecb4d5eaec8b7a272c78	gvpn	cluster_05cf56205d19f7127aeb	1	False	False
nat_89efae7ff1fb98e02024	gvpn	cluster_11bfff8c2b3a8002eab3	0	False	False
nat_e522535f2f553ce68d23	gvpn	cluster_05cf56205d19f7127aeb	1	False	False
nat_588bfcf02e619796569a	gvpn	cluster_05cf56205d19f7127aeb	1	False	False
nat_a6b964cbd630eb922e38	gvpn	cluster_05cf56205d19f7127aeb	1	False	False
nat_05cf56205d19f7127aeb	gvpn	cluster_05cf56205d19f7127aeb	1	False	True
nat_ce5ea2e02b05b6b9ccbf	gvpn	cluster_05cf56205d19f7127aeb	1	False	False
nat_79a098113009d37b9711	gvpn	cluster_05cf56205d19f7127aeb	1	False	False
nat_d47931a2d7755b24f2d5	gvpn	cluster_97acb735e6ff283d6890	2	False	False
nat_1bd1dbe69d1d10710aa0	gvpn	cluster_1bd1dbe69d1d10710aa0	1	False	True
nat_bc193b82fd1c1522ab7d	gvpn	cluster_bc193b82fd1c1522ab7d	0	False	True
nat_4ea0f5959aef820b13a5	gvpn	cluster_17bf7bb85a4623779dec	1	False	False
nat_6b1f77336fd46179c38e	gvpn	cluster_05cf56205d19f7127aeb	1	False	False
nat_c9400a0c714510d1c5db	gvpn	cluster_c9400a0c714510d1c5db	1	False	True
nat_50f526ada81d8351f3be	gvpn	cluster_10fd81dbb9ce99a2d13a	1	False	False
nat_40ac47de8a1fd2bdb394	gvpn	cluster_05cf56205d19f7127aeb	1	False	False
nat_654bf7b193f4cb7eb2d6	gvpn	cluster_654bf7b193f4cb7eb2d6	2	False	True
nat_e52f3b2a130c18d14ea3	gvpn	cluster_05cf56205d19f7127aeb	1	False	False
nat_5449879dda6b0d1f50c8	gvpn	cluster_17bf7bb85a4623779dec	1	False	False
nat_49fcc1391f66ed9d4009	gvpn	cluster_1b4fe83520162a442064	2	False	False
nat_4a97662eb1c68a2ceae4	gvpn	cluster_05cf56205d19f7127aeb	1	False	False
nat_97acf1a774d82008720b	gvpn	cluster_05cf56205d19f7127aeb	1	False	False
nat_ac2f4acc894990445a03	gvpn	cluster_05cf56205d19f7127aeb	1	False	False
nat_d1ce50bbd76f243ab9e0	gvpn	cluster_31455055e0d7642bcd7e	1	False	False
nat_f06f0d48b6355aff3d63	gvpn	cluster_10fd81dbb9ce99a2d13a	1	False	False
nat_a0c268810cbe681db67b	gvpn	cluster_05cf56205d19f7127aeb	1	False	False
nat_2e363c89b729cea992c9	gvpn	cluster_05cf56205d19f7127aeb	1	False	False
nat_43891639cbd0b187cd1d	gvpn	cluster_05cf56205d19f7127aeb	1	False	False
nat_bcb9e1eae66ab21697b9	gvpn	cluster_05cf56205d19f7127aeb	1	False	False
nat_5c2c6d85dfdc598a06ad	gvpn	cluster_05cf56205d19f7127aeb	1	False	False
nat_e20da7d5ac77292299bb	gvpl	cluster_26f12393040d80ef19bd	2	False	False
nat_744a9d49541c2fd7d2e2	gvpl	cluster_744a9d49541c2fd7d2e2	0	False	True
nat_7b982f3adbb743e270fc	gvpl	cluster_04929645ec641fea858e	0	False	False
nat_bf7cf80a9a6c52ca1732	gvpn	cluster_bf7cf80a9a6c52ca1732	2	False	True
nat_6a4e728dd1a2748c7a6b	gvpn	cluster_05cf56205d19f7127aeb	1	False	False
nat_fe370195324903d98258	gvpn	cluster_05cf56205d19f7127aeb	1	False	False
nat_02b312b341bceffcce29	gvpn	cluster_02b312b341bceffcce29	1	False	True
nat_ede8cbd94c7fc4460ed9	gvpn	cluster_05cf56205d19f7127aeb	1	False	False
nat_d9a321ed7844ae6c4c6b	gvpn	cluster_8d29dbea7dff784fdb6e	1	False	False
nat_62f5ef8377aa8023fccf	gvpn	cluster_1f877d52c71e6212dfea	1	False	False
nat_dad397d75593a205f9a3	gvpn	cluster_02b312b341bceffcce29	1	False	False
nat_11bfff8c2b3a8002eab3	gvpn	cluster_11bfff8c2b3a8002eab3	0	False	True
nat_63b42649f498d1929385	gvpn	cluster_05cf56205d19f7127aeb	1	False	False
nat_fb2d1c24d3abe7634d96	gvpn	cluster_bf7cf80a9a6c52ca1732	2	False	False
nat_2a1f151d8eb77a4a2e56	gvpn	cluster_05cf56205d19f7127aeb	1	False	False
nat_af0a3944c434d4553dcc	gvpn	cluster_1f877d52c71e6212dfea	1	False	False
nat_04929645ec641fea858e	gvpl	cluster_04929645ec641fea858e	0	False	True
nat_a88f584606c09ae4c4d8	gvpn	cluster_169db323577b20f8e142	1	False	False
nat_98996c9b3f5a3aaf3f7f	gvpn	cluster_98996c9b3f5a3aaf3f7f	0	False	True
nat_3be7715fb45effefa5fc	gvpn	cluster_05cf56205d19f7127aeb	1	False	False
nat_8c315ad23843e5bf095b	gvpn	cluster_17bf7bb85a4623779dec	1	False	False
nat_eb28da1d903c37355189	gvpn	cluster_05cf56205d19f7127aeb	1	False	False
nat_1b4fe83520162a442064	gvpn	cluster_1b4fe83520162a442064	2	False	True
nat_877b03e9bfab8022e070	gvpn	cluster_5d432b0aef3767463826	0	False	False
nat_66ad97d64837e66195b7	gvpn	cluster_0e3587f991470351545f	2	False	False
nat_607b0ae2146d71c2ecb9	gvpn	cluster_05cf56205d19f7127aeb	1	False	False
nat_6e621f47c2f9077b90dd	gvpn	cluster_169db323577b20f8e142	1	False	False
nat_f65a6bf82f515315678c	gvpn	cluster_98996c9b3f5a3aaf3f7f	0	False	False
nat_54729b2f1826b403b6dd	gvpn	cluster_54729b2f1826b403b6dd	2	False	True
nat_8a85013f34065225ec09	gvpn	cluster_8a85013f34065225ec09	1	False	True
nat_8d29dbea7dff784fdb6e	gvpn	cluster_8d29dbea7dff784fdb6e	1	False	True
nat_5820c53722d3b474221a	gvpn	cluster_05cf56205d19f7127aeb	1	False	False
nat_605c1fef9ad5f1db7c71	gvpn	cluster_05cf56205d19f7127aeb	1	False	False
nat_1f877d52c71e6212dfea	gvpn	cluster_1f877d52c71e6212dfea	1	False	True
nat_55b9f05be51ef0acc146	gvpn	cluster_1f877d52c71e6212dfea	1	False	False
nat_53977051d32bf0abf5f6	gvpn	cluster_53977051d32bf0abf5f6	1	False	True
nat_7443dc62e3c52dc9d6b7	gvpn	cluster_7443dc62e3c52dc9d6b7	2	False	True
nat_5d432b0aef3767463826	gvpn	cluster_5d432b0aef3767463826	0	False	True
nat_93333b22afd78b0c9c1b	gvpn	cluster_0e3587f991470351545f	2	False	False
nat_cc8fc786d37e36329f4a	gvpn	cluster_05cf56205d19f7127aeb	1	False	False
nat_0e3587f991470351545f	gvpn	cluster_0e3587f991470351545f	2	False	True
nat_bb531e143b46b0278894	gvpn	cluster_05cf56205d19f7127aeb	1	False	False
nat_ca49d4a05a5dd239660e	gvpn	cluster_1b4fe83520162a442064	2	False	False
nat_469f234ea442e352641f	gvpn	cluster_469f234ea442e352641f	1	False	True
nat_97acb735e6ff283d6890	gvpn	cluster_97acb735e6ff283d6890	2	False	True
nat_f420835f207d6db2e93c	gvpn	cluster_0e3587f991470351545f	2	False	False
nat_d1c703b7dbcfc689dee9	gvpn	cluster_05cf56205d19f7127aeb	1	False	False
nat_f0d086438337cd2de6bd	gvpn	cluster_05cf56205d19f7127aeb	1	False	False
nat_176746ff62efe3e4c3e2	gvpn	cluster_176746ff62efe3e4c3e2	0	False	True
