sequence_id	sequence_sha256	terminated_by_eos	hit_generation_cap	stop_reason	raw_token_length	length	standard_aa_only	duplicate_candidate	generation_cap_warning	low_complexity_warning	composition_outlier_checked	composition_js_divergence	composition_js_threshold	composition_outlier_warning	training_match_checked	exact_training_match	training_match_ids	reference_match_checked	exact_reference_match	reference_match_ids	hydrophobic_checked	hydrophobic_warning	hydrophobic_segments	homopolymer_checked	homopolymer_warning	homopolymer_segments	tandem_repeat_checked	tandem_repeat_warning	tandem_repeat_segments	qc_pass	qc_reasons	qc_warnings	qc_failures	pool	family_status	pf00741_status
vae_candidate_000556	0480009d242b3dff472b695bba0c92cc5f9e7763e17d2826da0195659c86eff1	True	False	eos	153	152	True	False	False	False	True	0.06255685440585448	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass
vae_candidate_000557	bec7f0dcc0f979e94866e38ab65c11bdfd2ffdc3ffa43a5e0a29767d9b15e196	True	False	eos	86	85	True	False	False	False	True	0.022937520164575634	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass
vae_candidate_000558	9208f5a87f7a037ec5f253be107ba2dddb4716f3c6a8330c14a35ff70d769dfc	True	False	eos	110	109	True	False	False	False	True	0.029045276988281764	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail
vae_candidate_000559	e71234d9f48b93f6fbb7618df62d0cf401337de4ff95444f91ba1767fdb248b0	True	False	eos	91	90	True	False	False	False	True	0.048609964442303276	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass
vae_candidate_000560	44b002954796311c462352d86008d642ca585ba0c7923d4ae337698d83729465	True	False	eos	85	84	True	False	False	False	True	0.04731139482525046	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass
vae_candidate_000561	e0eb00eafd84ed8595157bd0af774d8e67cf97180939fde6bb2e8211647c6117	True	False	eos	71	70	True	False	False	False	True	0.045563047901293965	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail
vae_candidate_000562	65a6bf2a979df403e091da0ae2c1d4a5bea0bc9fa823238a1d6114d5a01fc1d5	True	False	eos	135	134	True	False	False	False	True	0.027045819816782522	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass
vae_candidate_000563	dd7ea8a17357ffc5adbb578979111eb8aa45e222ad53ddcdaf737ce219eeac8b	True	False	eos	68	67	True	False	False	False	True	0.09155286635911314	0.06381829728796116	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning		excluded	unsupported	fail
vae_candidate_000564	4165d50566571fd6b665aa33970582189030366fc00ca0b7a395dff9b73b3b2b	True	False	eos	96	95	True	False	False	False	True	0.07518366445173541	0.06381829728796116	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning		excluded	unsupported	fail
vae_candidate_000565	17300e41f9718f65dcf650a1036d07505778c783ef68ba2be60757867acfc84e	True	False	eos	73	72	True	False	False	False	True	0.03677559171494471	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail
vae_candidate_000566	86353f3f4a48442d3601e76be629729b9246959b7cf2beb6f85f38be42566b24	True	False	eos	93	92	True	False	False	False	True	0.11819839069095796	0.06381829728796116	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning		excluded	unsupported	fail
vae_candidate_000567	02486214fcad533610132d613ce9eb042fbc9bbd4ae7c2e3d44488c1b876f143	True	False	eos	70	69	True	False	False	False	True	0.035211347675262836	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass
vae_candidate_000568	1448b3cb01c08c061458bd151ee8601dd796b43f7931f53c1799211a8131ea46	True	False	eos	89	88	True	False	False	False	True	0.05565140914254637	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail
vae_candidate_000569	e67e43356338b9360b6130f5b7553ad2ad20d676c85d365fb4cf6b4e6783ca6f	True	False	eos	113	112	True	False	False	False	True	0.022412048577677562	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				ambiguous_exploration	gvpa_gvpj_ambiguous	pass
vae_candidate_000570	0ed9bbb09fea7a4ecc8dfd45a1ae239d5fd6c3bce8d21e666144108f90d6880e	True	False	eos	118	117	True	False	False	False	True	0.035233782339277216	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass
vae_candidate_000571	1a154160e47661e05eaae5270950b06406f165a97d0a35f14067a7425ba96330	True	False	eos	76	75	True	False	False	False	True	0.023448112619806852	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail
vae_candidate_000572	f4801e8d1850a1d2995436a8f4f51f7f0b65b5cb88fe831f187ed6826632267d	True	False	eos	88	87	True	False	False	False	True	0.019108454688582993	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass
vae_candidate_000573	35cadaf418456f54ee33784cd776313bdd6369966ea05bede98a247f4effb08a	True	False	eos	88	87	True	False	False	False	True	0.03251018860078409	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail
vae_candidate_000574	23b6f03457cac32e64cd3593e50abd9ca62ce8075a3001f7ff9c744219e03a66	True	False	eos	95	94	True	False	False	False	True	0.014138409972830664	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass
vae_candidate_000575	6b806898a5299646c14a964e98e596a8122e634c88f917db1ede8d200f016a2e	True	False	eos	140	139	True	False	False	False	True	0.029457347469432536	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass
vae_candidate_000576	475000b0b0380ffc5534258175145f44d7c4eb6f2f4d2ed88a6887fdf9e2e20f	True	False	eos	128	127	True	False	False	False	True	0.03293024241318124	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	True	"[{""start"": 13, ""end"": 18, ""length"": 6, ""residue"": ""G""}]"	True	False	[]	True	homopolymer_warning	homopolymer_warning		excluded	unsupported	fail
vae_candidate_000577	ece83c6dff53a7ef56b4998ed1352ddb71d85daf5686daa7031c391f7f38e9ff	True	False	eos	99	98	True	False	False	False	True	0.028676500403085295	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail
vae_candidate_000578	86b11d991b34eb2ff42ab995785da7f90fcf1d0ef071de0d3f5951c89f111a10	True	False	eos	93	92	True	False	False	False	True	0.02709162464086036	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass
vae_candidate_000579	cb2bd6d86e601067792f47df1f91ab508ee9186aafb10508e476bfba52313c1e	True	False	eos	124	123	True	False	False	False	True	0.029772040186949282	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail
vae_candidate_000580	eb7c02872ed5178a0fd37cd6bf0cfb3a212f457d59ebb033068712818d42bd38	True	False	eos	118	117	True	False	False	False	True	0.026394154532448304	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				ambiguous_exploration	gvpa_gvpj_ambiguous	pass
vae_candidate_000581	da975e44b89f222b98059bb87201eeec40a33806af2cc6b9787e42b1d68d5636	True	False	eos	70	69	True	False	False	False	True	0.04266751904892836	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass
vae_candidate_000582	53112e9da4634e57b4252d683fc5b2f5974987ffed923842cac2b310487cdafa	True	False	eos	87	86	True	False	False	False	True	0.018414104457843954	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass
vae_candidate_000583	2892b52762d89f0b9c1c9e106e68f79375843cc89ebef47404b8b6cbed914730	True	False	eos	104	103	True	False	False	False	True	0.02042467062017843	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass
vae_candidate_000584	b7302680b203f4042854cf129d5fc49e8bfd96f36544ba749941fee33c7933a6	True	False	eos	97	96	True	False	False	False	True	0.01549766916650236	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass
vae_candidate_000585	03b372cbb741f1604ccf2762661da3b51cf875ce6ae22234af227d51401d6386	True	False	eos	80	79	True	False	False	False	True	0.07425236913330883	0.06381829728796116	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning		excluded	unsupported	fail
vae_candidate_000586	4d9aa407472e1e9676dcdc95e11a7cdf7ac1042d2441cbb32a35124d13b834f6	True	False	eos	115	114	True	False	False	False	True	0.02644558342254219	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass
vae_candidate_000587	901b80e00a893841ba99b2349d9839dd40f97453828ad3aab616dc54f9d0df67	True	False	eos	60	59	True	False	False	False	True	0.07578168999643398	0.06381829728796116	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning		excluded	unsupported	fail
vae_candidate_000588	dd111bef68824755ae99208d23b1c9cbb41ad5e7507b9d44ed02105bbbd638f8	True	False	eos	100	99	True	False	False	False	True	0.04167718498234314	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass
vae_candidate_000589	d92743cd4ae9a061d2e6af6c8a6d1f47002cd3ce477483b6c1eac4690100a1fd	True	False	eos	78	77	True	False	False	False	True	0.05027148726357819	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass
vae_candidate_000590	bfb023add46c64402ac3bc3765736347211964289380de4cc2d52031157bf09a	True	False	eos	92	91	True	False	False	False	True	0.016233158624413997	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass
vae_candidate_000591	a44b36092f9f5eb0d9fb6677d734c75644dcffc80a5b588518b668125c251a6f	True	False	eos	89	88	True	False	False	False	True	0.04999313063311063	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass
vae_candidate_000592	529ae5df0c01e17cad7cb200e9d1f8723a37c42faef71c91937ccfbeb572607d	True	False	eos	91	90	True	False	False	False	True	0.03392799197898016	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail
vae_candidate_000593	801b606aaf646c7c90dafeda72ed20c56205cd8dc4a9cf9bc9087c4b80379963	True	False	eos	125	124	True	False	False	False	True	0.056825401769513874	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass
vae_candidate_000594	d5a6435169b29fdda71913be8bc2615e6f6d7866250109c77171349948af7069	False	True	length_cap	180	180	True	False	True	False	True	0.03760209755071495	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	generation_cap_warning	generation_cap_warning		excluded	unsupported	pass
vae_candidate_000595	99c498ce8cbfd917f9c4a64cd672f3261ce8b382742d9150eb6f22a4bf3bb607	True	False	eos	75	74	True	False	False	False	True	0.03793327084629151	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail
vae_candidate_000596	e1dc8d14d9d9e1308a42f9eec9bf7148f2de50dade6e478998b773c9f942543a	True	False	eos	122	121	True	False	False	False	True	0.05212507085965505	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail
vae_candidate_000597	e5907ce161303546a7aa7fff90c48b28082f997676138c61822e0305afc5d3ed	True	False	eos	79	78	True	False	False	False	True	0.04978595650355398	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass
vae_candidate_000598	7518a0b61745860a85edb12a3f0feb56fa06f0f7e51d349b7f5d9fd28b63adb9	True	False	eos	95	94	True	False	False	False	True	0.01850026319241005	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass
vae_candidate_000599	2ccf7982c8054b89750e58691b3b6207ef04d7f2a2c68ad2c575646f47b888d0	True	False	eos	120	119	True	False	False	False	True	0.022313685798213245	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail
vae_candidate_000600	64a67524589912248cbc0047fd834fd1f336171d2f369ff0fe86370f3ebfd3fc	True	False	eos	80	79	True	False	False	False	True	0.041789065189399344	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail
vae_candidate_000601	2d0e7655a37682d85725626f3457eff77cedd070a7fa85eb51435943497a88a4	True	False	eos	92	91	True	False	False	False	True	0.03364557052498895	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				ambiguous_exploration	gvpa_gvpj_ambiguous	pass
vae_candidate_000602	6164adf122c8c60cd996f15a72107407f183efd87dcf219a71b32ead35ccdeab	True	False	eos	107	106	True	False	False	False	True	0.03125923069700514	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail
vae_candidate_000603	a9db44ec41ad839c3ba6877710046351190414ce5bb99a31fe2394a586ee6ca3	True	False	eos	88	87	True	False	False	False	True	0.05765936531745583	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail
vae_candidate_000604	2151510f28914796d0bd8bee622ce565c90926f23d869b9195f7f9c2cfd2b5a4	True	False	eos	101	100	True	False	False	False	True	0.06694065963925684	0.06381829728796116	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning		excluded	unsupported	fail
vae_candidate_000605	823061a35dc07ef4073c69d3114da558d17d6cab2033f3aac003ad437c33a2ad	True	False	eos	151	150	True	False	False	False	True	0.025845154571420885	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail
vae_candidate_000606	489ca12479405ddfd03db74ab12d36e09e1439264a699ab4d37f0aeea4763357	True	False	eos	86	85	True	False	False	False	True	0.06055970083312062	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail
vae_candidate_000607	69ea9df556cd9e706ebb907d2dba1aa72890751992b9f55d8f1b4fb6c0dcd130	True	False	eos	84	83	True	False	False	False	True	0.03557381516753376	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				ambiguous_exploration	gvpa_gvpj_ambiguous	pass
vae_candidate_000608	da82be8594659c59a0bed4d0a2ee397fdc47796c958fc53f6be015801471c59d	True	False	eos	87	86	True	False	False	False	True	0.043983552977947066	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail
vae_candidate_000609	9b0d749a6c829ccecf930729fdd42b6f834a6ded85ceea00f37cc2c433f927af	True	False	eos	93	92	True	False	False	False	True	0.040567294980214955	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail
vae_candidate_000610	03af29c7e40c6f3934a47921e6c3dd7c589342cadac0f8eeae0bd97db2d82b2f	True	False	eos	84	83	True	False	False	False	True	0.09833054906443842	0.06381829728796116	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning		excluded	unsupported	fail
vae_candidate_000611	f92af7b900e31bf00f99ac7b7b4bef6f8842664ccad215c4e741aed77ef17c73	True	False	eos	84	83	True	False	False	False	True	0.022660500625923705	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass
vae_candidate_000612	2af3e102bed543c7bd1335903f9e4aa84b12d3c47f99b95211da2454bdc49f33	False	True	length_cap	180	180	True	False	True	False	True	0.025003706090096955	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	generation_cap_warning	generation_cap_warning		excluded	unsupported	pass
vae_candidate_000613	d257e27e89d6b5aede32b438265d094c17876cf6b048c5ab8496667f7348d310	True	False	eos	100	99	True	False	False	False	True	0.10128999071506979	0.06381829728796116	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning		excluded	unsupported	fail
vae_candidate_000614	43bdc844672d78c171fd6c68259c7bb6c1f9ff33e102920ab2a23b6fdae16d5e	True	False	eos	85	84	True	False	False	False	True	0.06295802961413667	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail
vae_candidate_000615	f40d5398eaedf958b868d3586b0182d41e92956450d37106487badcc7fbbb64a	True	False	eos	93	92	True	False	False	False	True	0.03163114310651099	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass
vae_candidate_000616	b50bc478e043ac12515b39720fae76a4a42b1668396234e4f8984d833a8b0a4c	True	False	eos	67	66	True	False	False	False	True	0.07428692401539072	0.06381829728796116	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning		excluded	unsupported	fail
vae_candidate_000617	738191e528bafb0ea17cb7df23f39eef4546125820f9b5198f5b23125edd9cd0	True	False	eos	93	92	True	False	False	False	True	0.025943991369640533	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail
vae_candidate_000618	c50908e812ce9eb1076293f3c44239f62df5eaa2b3f58242d930d895276f12be	True	False	eos	96	95	True	False	False	False	True	0.02009846750047794	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass
vae_candidate_000619	c6432145a47ba80b9c3cfae7ff8057da7c242a40194908ab665bb47e94f6568d	True	False	eos	114	113	True	False	False	False	True	0.03569097805201378	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass
vae_candidate_000620	fe0e6ae29f189603d1fc20d13958f12819bea636b1ae3ee8266fcd27eb608fd6	True	False	eos	150	149	True	False	False	False	True	0.02206183225967317	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass
vae_candidate_000621	0e5a55e0ff5a752a4464e373f76926f519282f785cd29c5f297569ac86d0fa9b	True	False	eos	77	76	True	False	False	False	True	0.05092507025415666	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				ambiguous_exploration	gvpa_gvpj_ambiguous	pass
vae_candidate_000622	687a98349034cf3d71b18b33492478c9e9f3d76bdb5a46760e0d312bb6460021	True	False	eos	67	66	True	False	False	False	True	0.04276140767927117	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass
vae_candidate_000623	80b5c56178ba97e5622b6da029531bf9eabd793b3017226202bfbc9f57263578	True	False	eos	94	93	True	False	False	False	True	0.012884397598964977	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass
vae_candidate_000624	6bb6f71252c390b008fd2c2283718297ea367842e7c846f75a3d08aa68a406da	True	False	eos	87	86	True	False	False	False	True	0.02226627711457312	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass
vae_candidate_000625	fdb45f72754403a7ff4c7c8e1b286fbe0156973c5a719fd12eff8971ad06247d	True	False	eos	101	100	True	False	False	False	True	0.030849930612547802	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass
vae_candidate_000626	1ca2d00cd7b7bc560d914a854402b93b4f6561abc125a01b60955994ad194d79	True	False	eos	167	166	True	False	False	False	True	0.03558722868838357	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail
vae_candidate_000627	a5ccbbda7cb5bf3b459f0c698f53230b9aaae4b837b52b8d7fcda29974d74776	True	False	eos	91	90	True	False	False	False	True	0.012485236182813846	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass
vae_candidate_000628	604c7a6520f85dcfb5c91e2fb4a717c5400bcf7ac428e967b92de28e91eaf75a	True	False	eos	113	112	True	False	False	False	True	0.13122910371300645	0.06381829728796116	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning		excluded	unsupported	fail
vae_candidate_000629	68b99caae7321f1cd810bc4a1eebc30a8dc0a60e7d52b5f866646f225eb1bbfe	True	False	eos	51	50	True	False	False	False	True	0.08230752633252071	0.06381829728796116	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning		excluded	unsupported	fail
vae_candidate_000630	9e4c009e6bda71312eddee8136af4e9355987ccc427b58781604b68f59cb432c	True	False	eos	112	111	True	False	False	False	True	0.026255517514440857	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	True	"[{""start"": 6, ""end"": 11, ""length"": 6, ""residue"": ""G""}]"	True	False	[]	True	homopolymer_warning	homopolymer_warning		excluded	unsupported	fail
vae_candidate_000631	beded3742d320e76bf214e4fe537d8f2e1511da86c0dc1221d330360109e51ec	True	False	eos	116	115	True	False	False	False	True	0.024207191267887902	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass
vae_candidate_000632	1f8cb5909d2ce7b5f874be1476f8711645b48e2181ad6dbf8fe777bb75f87269	True	False	eos	126	125	True	False	False	False	True	0.052290585645268194	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail
vae_candidate_000633	afb6b4748aad8a36281584e1dad95ba42f4a7fbe947fb58621fcf54996be2c86	True	False	eos	100	99	True	False	False	False	True	0.011541473306628726	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass
vae_candidate_000634	9eccd02774533102c151e9e42f06e6bb6e399ae6fecb13dd2ef2b9965fbd3caa	True	False	eos	98	97	True	False	False	False	True	0.032941762305830506	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass
vae_candidate_000635	7b2c8269e84e7bb33fae6cd8d3780b01365b73305e754cafee6c195195a65cb3	True	False	eos	90	89	True	False	False	False	True	0.01469338969514877	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass
vae_candidate_000636	1fd1b81a224310a20bc68360fafd52b13464b58fbe1f2ad230065b8d284fca5f	True	False	eos	101	100	True	False	False	False	True	0.050146472406599474	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail
vae_candidate_000637	20ed6a1317427796bf1cdaa6283e818b68c18972b37d58bcf859a1e9ae63f1b5	False	True	length_cap	180	180	True	False	True	False	True	0.023661195591978053	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	generation_cap_warning	generation_cap_warning		excluded	unsupported	fail
vae_candidate_000638	a7a50b47d4a9a44506c4d7b38fb94d12bcfe96b96aa2f872b267336c89d1c597	True	False	eos	90	89	True	False	False	False	True	0.016957543174673843	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass
vae_candidate_000639	8b35d2c02e0fa5f04b46255762cb345fecee2527c584e5fe350aeac18d84a230	True	False	eos	90	89	True	False	False	False	True	0.014651071212499991	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				ambiguous_exploration	gvpa_gvpj_ambiguous	pass
vae_candidate_000640	69e6cdebc6761216e4585a76926746c3789e47f593be9887e61c638984864481	True	False	eos	86	85	True	False	False	False	True	0.04375176358556489	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass
vae_candidate_000641	ba25cf32dfb97956002ecd6d96fc867b45e9b4f8b045a821d89a6b06f66d3fad	True	False	eos	123	122	True	False	False	False	True	0.06953299513897869	0.06381829728796116	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning		excluded	unsupported	fail
vae_candidate_000642	115b19a1ced627ab332a861ee0f3ab3c25e8b6c8f7000502230f680b520750ad	True	False	eos	140	139	True	False	False	False	True	0.02363580860321267	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail
vae_candidate_000643	cbf55cfd9bcfd5a758b90ca364a7dbab20d407cd21f50c5706cb9adf2c936f75	True	False	eos	105	104	True	False	False	False	True	0.04914944232989325	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail
vae_candidate_000644	4c748574fa882146742113a531743854d4db4695737f0c0b60b8609d0c6e8370	True	False	eos	177	176	True	False	False	False	True	0.020477899564861478	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass
vae_candidate_000645	cd6f86bea5942efd527f580bae727d26c0bd1422a9de0dcb3a8ad3efe7857a61	True	False	eos	86	85	True	False	False	False	True	0.0290818409026133	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail
vae_candidate_000646	163ac79481e9f33a5be12848377117163af76d542f3bbc64c727f9f7e00d025b	True	False	eos	117	116	True	False	False	False	True	0.03902837827482339	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail
