sequence_id	sequence_sha256	terminated_by_eos	hit_generation_cap	stop_reason	raw_token_length	length	standard_aa_only	duplicate_candidate	generation_cap_warning	low_complexity_warning	composition_outlier_checked	composition_js_divergence	composition_js_threshold	composition_outlier_warning	training_match_checked	exact_training_match	training_match_ids	reference_match_checked	exact_reference_match	reference_match_ids	hydrophobic_checked	hydrophobic_warning	hydrophobic_segments	homopolymer_checked	homopolymer_warning	homopolymer_segments	tandem_repeat_checked	tandem_repeat_warning	tandem_repeat_segments	qc_pass	qc_reasons	qc_warnings	qc_failures	pool	family_status	pf00741_status	global_query_length	global_closest_reference_id	global_closest_reference_ids	global_closest_reference_tie_count	global_target_length	global_alignment_score	global_alignment_length	global_aligned_pairs	global_identical_residues	global_identity	global_query_coverage	global_target_coverage	global_effective_identity	global_distance	global_distance_status	global_distance_reason	global_reference_count	global_resolved_reference_count	manual_review
vae_candidate_000444	34901c3a9d0c1211d4e66eaf33f548b1218e9b51fa4b715235cf66ae74d36a02	True	False	eos	125	124	True	False	False	False	True	0.07254885868633504	0.06381829728796116	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning		excluded	unsupported	fail	124		[]	0											unresolved	no_reliable_reference	346	0	True
vae_candidate_000445	e92a5808091496651f803dd89f0cdb5eb4bc9996e986a86447133d663cf05571	True	False	eos	68	67	True	False	False	False	True	0.06752715459976466	0.06381829728796116	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning		excluded	unsupported	fail	67	nat_3cc2cb889cfdbbcaa17b	"[""nat_3cc2cb889cfdbbcaa17b"", ""nat_61a382d08777524701b3""]"	2	72	10.0	80	59	20	0.3389830508474576	0.8805970149253731	0.8194444444444444	0.2777777777777778	0.7222222222222222	resolved		346	30	True
vae_candidate_000446	e8104446d9ecf5706e3a45bfb8ede941f8e51883c7d9d021a8e57366fe9e9e5c	True	False	eos	91	90	True	False	False	False	True	0.06937630893683314	0.06381829728796116	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning		excluded	unsupported	fail	90	nat_d4ba65189ba86a477cc5	"[""nat_d4ba65189ba86a477cc5""]"	1	92	60.5	108	74	33	0.44594594594594594	0.8222222222222222	0.8043478260869565	0.358695652173913	0.6413043478260869	resolved		346	14	True
vae_candidate_000447	79b3200cb42f505a1d6dd3fbc41c31f061c80cc17248a3869728d4b2cf7396c1	True	False	eos	65	64	True	False	False	False	True	0.056475443111240906	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail	64		[]	0											unresolved	no_reliable_reference	346	0	True
vae_candidate_000448	fe1d3acf70c8f4baa3727d9cc1dee10f4b991be6a88aad21c370e25ece9495ac	True	False	eos	101	100	True	False	False	False	True	0.03178717003579758	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail	100	nat_833a1708482ad34125e2	"[""nat_833a1708482ad34125e2""]"	1	98	192.0	115	83	56	0.6746987951807228	0.83	0.8469387755102041	0.56	0.43999999999999995	resolved		346	130	True
vae_candidate_000449	66e554c9184696239f40e0717d8c7f26a6480ba3446b5ae1968857e45234d4a1	True	False	eos	74	73	True	False	False	False	True	0.04598179071816308	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail	73		[]	0											unresolved	no_reliable_reference	346	0	True
vae_candidate_000450	122ff4c7e3800023fed988e6dda227d405ac2d37e8f4eb249cb3b9df2b6248d8	True	False	eos	75	74	True	False	False	False	True	0.03443815503139557	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail	74	nat_39cf0fd21702af1ff2b1	"[""nat_39cf0fd21702af1ff2b1""]"	1	69	49.0	82	61	25	0.4098360655737705	0.8243243243243243	0.8840579710144928	0.33783783783783783	0.6621621621621622	resolved		346	21	True
vae_candidate_000451	70c7faa5bafdb3b490b5a0cffdfe17e62ac5745e87fbb94966421160fa899491	True	False	eos	114	113	True	False	False	False	True	0.021473336341077367	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				ambiguous_exploration	gvpa_gvpj_ambiguous	pass	113	nat_0077c6cbf903d0b80137	"[""nat_0077c6cbf903d0b80137"", ""nat_4b58b860e36e01bdb682"", ""nat_842bc418f0682cd2a9c8"", ""nat_8f3e753527c876cd94f0"", ""nat_a7791ad55c70e7fd3462"", ""nat_fca422d4ddd5dcd65605""]"	6	96	299.0	117	92	76	0.8260869565217391	0.8141592920353983	0.9583333333333334	0.672566371681416	0.327433628318584	resolved		346	111	True
vae_candidate_000452	adc2424742794fcf5adabc33066bd24de6c612ca512447884c44c980c6f0f6ba	True	False	eos	125	124	True	False	False	False	True	0.024653586397361184	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail	124	nat_43e7561c7d05facf2895	"[""nat_43e7561c7d05facf2895""]"	1	140	90.5	152	112	41	0.36607142857142855	0.9032258064516129	0.8	0.29285714285714287	0.7071428571428571	resolved		346	7	True
vae_candidate_000453	4efaaf3ed6593aa9675cbfa3f4db67b22085d2ee8767802d4a77fa2a00fa5bd6	True	False	eos	96	95	True	False	False	False	True	0.07794630896029389	0.06381829728796116	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning		excluded	unsupported	fail	95		[]	0											unresolved	no_reliable_reference	346	0	True
vae_candidate_000454	ef6880f849cf1ba3e0aacfe61fa63aa3ec532344e613e0c9640e89aeb3d3e3b1	True	False	eos	124	123	True	False	False	False	True	0.02071339175760091	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass	123		[]	0											unresolved	no_reliable_reference	346	0	True
vae_candidate_000455	fefe3035466e1c3f091247bc77ccf1ae16fff2442b037d0eba663de782e8dc77	True	False	eos	101	100	True	False	False	False	True	0.021440901838050176	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass	100	nat_0ae199fc6d044a2da135	"[""nat_0ae199fc6d044a2da135"", ""nat_4d4e00d31d935ed0527d"", ""nat_8d29ff35edf68fc809de"", ""nat_d07d112598796fe30d76"", ""nat_d5d6f3cedb33fb3328b6"", ""nat_dbcea97f4e8354ba3556""]"	6	95	240.5	104	91	59	0.6483516483516484	0.91	0.9578947368421052	0.59	0.41000000000000003	resolved		346	158	True
vae_candidate_000456	0ab3516c549bdcf27394ae98e3d9443cafb22364c1591e3e28a4ac007777d8f5	True	False	eos	94	93	True	False	False	False	True	0.022503193345311194	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail	93	nat_7d8f193406ee761e1417	"[""nat_7d8f193406ee761e1417""]"	1	95	255.5	102	86	66	0.7674418604651163	0.9247311827956989	0.9052631578947369	0.6947368421052632	0.3052631578947368	resolved		346	156	True
vae_candidate_000457	d49c81b8b45165cc8a62c47c82167954f751834942382ec2b19c620754bbc5e4	True	False	eos	86	85	True	False	False	False	True	0.036603745344691976	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass	85	nat_73e0b5aa88a198c56cae	"[""nat_73e0b5aa88a198c56cae""]"	1	87	241.0	101	71	59	0.8309859154929577	0.8352941176470589	0.8160919540229885	0.6781609195402298	0.32183908045977017	resolved		346	98	True
vae_candidate_000458	5ce156e46480e701b6deb68ade4b7ce92794f9c90caa4b13f03cfb394e1efa4d	True	False	eos	132	131	True	False	False	False	True	0.022244945770144478	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				ambiguous_exploration	gvpa_gvpj_ambiguous	pass	131	nat_e10062d88e50908c95d3	"[""nat_e10062d88e50908c95d3""]"	1	135	236.5	148	118	68	0.576271186440678	0.9007633587786259	0.8740740740740741	0.5037037037037037	0.49629629629629635	resolved		346	101	True
vae_candidate_000459	4227347fd420b706d58040d0edd275bd739e39be533e32f80dd90aed0a3664f3	True	False	eos	108	107	True	False	False	False	True	0.029503703086217397	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass	107	nat_74aacbad701be1598660	"[""nat_74aacbad701be1598660"", ""nat_78005b3dddedd0251b7e"", ""nat_7d8f193406ee761e1417"", ""nat_8f3e753527c876cd94f0"", ""nat_9fda348180c612303cdb""]"	5	95	302.0	113	89	75	0.8426966292134831	0.8317757009345794	0.9368421052631579	0.7009345794392523	0.2990654205607477	resolved		346	126	True
vae_candidate_000460	7f2c17c48bb327652e0d5484d6668350e792fcc7c513efa2f45be097161886cd	True	False	eos	102	101	True	False	False	False	True	0.03138967423403613	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail	101	nat_144165ea4d3ea8a64b2e	"[""nat_144165ea4d3ea8a64b2e""]"	1	95	168.5	107	89	50	0.5617977528089888	0.8811881188118812	0.9368421052631579	0.49504950495049505	0.504950495049505	resolved		346	141	True
vae_candidate_000461	c8c17b6add3bf99a9e7cca0da71e4f596bc0a77a39b8cd5b05e7e0793e3e4b4f	True	False	eos	106	105	True	False	False	False	True	0.019719694575510656	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail	105	nat_dc6aa26cbe06c32b68c2	"[""nat_dc6aa26cbe06c32b68c2""]"	1	94	275.0	115	84	68	0.8095238095238095	0.8	0.8936170212765957	0.6476190476190476	0.35238095238095235	resolved		346	87	True
vae_candidate_000462	56b87d925cc8710525b3fd7a20c665d2bfccb3c62453fd40aa6f5f0c69b80e61	True	False	eos	94	93	True	False	False	False	True	0.0285423148798565	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail	93	nat_461115b7000bfd74f566	"[""nat_461115b7000bfd74f566""]"	1	96	9.5	109	80	23	0.2875	0.8602150537634409	0.8333333333333334	0.23958333333333334	0.7604166666666666	resolved		346	3	True
vae_candidate_000464	d62e928b7952e3b59c744efecebd427180ad8b26ecdfc523a2763f912e10be15	True	False	eos	118	117	True	False	False	False	True	0.039085709857606024	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail	117	nat_dc2b0da282a1a334132b	"[""nat_dc2b0da282a1a334132b""]"	1	102	167.5	123	96	55	0.5729166666666666	0.8205128205128205	0.9411764705882353	0.4700854700854701	0.5299145299145299	resolved		346	6	True
vae_candidate_000465	bb461b48960f315d061ed290964b0942a0897e9feaec54e1014d959ce22d5ab2	True	False	eos	70	69	True	False	False	False	True	0.022654343910343606	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass	69	nat_ea5746ec582bf06f4e03	"[""nat_ea5746ec582bf06f4e03""]"	1	72	267.5	73	68	57	0.8382352941176471	0.9855072463768116	0.9444444444444444	0.7916666666666666	0.20833333333333337	resolved		346	84	True
vae_candidate_000466	4448658a5a9f0f858f74619c7712bda634edbb4ec68d89301b2b45ff7ca3f451	True	False	eos	102	101	True	False	False	False	True	0.03378182326683589	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail	101	nat_1f7ab0dfc808b4ef03c3	"[""nat_1f7ab0dfc808b4ef03c3"", ""nat_92d7d81f95603487cd9c"", ""nat_bda4e304d446361a159c""]"	3	95	195.0	115	81	52	0.6419753086419753	0.801980198019802	0.8526315789473684	0.5148514851485149	0.48514851485148514	resolved		346	56	True
vae_candidate_000467	8b0c7460ab2a6b30ea22c7ff4da0a36489e99527033205cf9c1d431e9c33a58a	True	False	eos	103	102	True	False	False	False	True	0.025042768869090154	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	102	nat_49d3875a5ef4bbb644f9	"[""nat_49d3875a5ef4bbb644f9"", ""nat_d1b057f953bd558c0457"", ""nat_dad443e0412ef646de5e""]"	3	95	411.0	102	95	87	0.9157894736842105	0.9313725490196079	1.0	0.8529411764705882	0.1470588235294118	resolved		346	158	True
vae_candidate_000468	6cb23a5488cab2cef86f4dda7ba512ef7d78d337c70e4b70018f2c0b1de05bce	True	False	eos	59	58	True	False	False	False	True	0.10031771390564043	0.06381829728796116	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning		excluded	unsupported	fail	58		[]	0											unresolved	no_reliable_reference	346	0	True
vae_candidate_000469	02ad16ea502185b7e8bc45c5d24e42963ca4776de235876e2a3e77ac24492ddf	True	False	eos	86	85	True	False	False	False	True	0.031237374015085084	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail	85		[]	0											unresolved	no_reliable_reference	346	0	True
vae_candidate_000470	5248b394ee32e978001e08b1bf819b58cf447021fb1ba3942aed4b3adc089d77	True	False	eos	134	133	True	False	False	False	True	0.060508530931598276	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	True	"[{""start"": 96, ""end"": 101, ""length"": 6, ""residue"": ""E""}]"	True	False	[]	True	homopolymer_warning	homopolymer_warning		excluded	unsupported	fail	133	nat_55802cc1c7918b91c298	"[""nat_55802cc1c7918b91c298""]"	1	139	155.0	151	121	50	0.4132231404958678	0.9097744360902256	0.8705035971223022	0.3597122302158273	0.6402877697841727	resolved		346	43	True
vae_candidate_000471	f78de2ea79597aed10e75c2d475f0fb92efc599fa7f9ab5cb7cbe4eee34f42aa	True	False	eos	74	73	True	False	False	False	True	0.12814903673748881	0.06381829728796116	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning		excluded	unsupported	fail	73		[]	0											unresolved	no_reliable_reference	346	0	True
vae_candidate_000472	1acb00b6574f8d9dba82c1d5a93c555a8c1b4ab3b4f95ca906ec367d558db9d5	False	True	length_cap	180	180	True	False	True	False	True	0.02844172019263313	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	generation_cap_warning	generation_cap_warning		excluded	unsupported	pass	180		[]	0											unresolved	no_reliable_reference	346	0	True
vae_candidate_000473	c4e112f577eaf9f0ee4979ccfa84af64d5292eb6d77e76ea1e99710df2ab4f35	True	False	eos	65	64	True	False	False	False	True	0.10951606508779312	0.06381829728796116	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning		excluded	unsupported	fail	64	nat_766d45336d56f5b42f24	"[""nat_766d45336d56f5b42f24""]"	1	79	3.0	79	64	18	0.28125	1.0	0.810126582278481	0.22784810126582278	0.7721518987341772	resolved		346	1	True
vae_candidate_000474	d5f0c0e77b34dfdd7478052ceac5883c317ed8b1fc6791ad2529ea186313a94e	True	False	eos	64	63	True	False	False	False	True	0.06176661473269038	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail	63	nat_0c143ad343586201fcf9	"[""nat_0c143ad343586201fcf9""]"	1	69	9.5	75	57	21	0.3684210526315789	0.9047619047619048	0.8260869565217391	0.30434782608695654	0.6956521739130435	resolved		346	20	True
vae_candidate_000475	2be70d02c5a1d7eac50a27cdd3599b5c33635e3d8a35b4ff6df721d93a26ad5e	True	False	eos	135	134	True	False	False	False	True	0.05152739531551338	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail	134	nat_2f6b62c5722bcacabd8e	"[""nat_2f6b62c5722bcacabd8e""]"	1	136	59.0	159	111	42	0.3783783783783784	0.8283582089552238	0.8161764705882353	0.3088235294117647	0.6911764705882353	resolved		346	12	True
vae_candidate_000476	e0729a65b3064dca3bdcaf16cfb4978a275875f3e1f0344c7aba9e29fa2b4816	True	False	eos	108	107	True	False	False	False	True	0.022210683110176817	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail	107	nat_38cb7bda240a833d36b3	"[""nat_38cb7bda240a833d36b3"", ""nat_4f76b230eb60279eb5dd"", ""nat_d6e9dabc7155ae370ddb""]"	3	95	191.5	112	90	59	0.6555555555555556	0.8411214953271028	0.9473684210526315	0.5514018691588785	0.44859813084112155	resolved		346	134	True
vae_candidate_000477	40267f3cc382df9007abb0fe8f122270f062a618764c92f32e654c1c238f9f14	True	False	eos	116	115	True	False	False	False	True	0.01653561877380274	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass	115		[]	0											unresolved	no_reliable_reference	346	0	True
vae_candidate_000478	e1798b62f77b8b75363ce00661fd78600215056639a52d90b29a46f718614c3c	True	False	eos	102	101	True	False	False	False	True	0.04991322814349813	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail	101	nat_833a1708482ad34125e2	"[""nat_833a1708482ad34125e2"", ""nat_fca422d4ddd5dcd65605""]"	2	98	63.5	114	85	35	0.4117647058823529	0.8415841584158416	0.8673469387755102	0.3465346534653465	0.6534653465346535	resolved		346	93	True
vae_candidate_000479	a62e5808c85e1e4671b28f8eb526d17224fb3a27fabcbbc82f1009464011f38c	False	True	length_cap	180	180	True	False	True	False	True	0.025411057561994126	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	generation_cap_warning	generation_cap_warning		excluded	unsupported	pass	180		[]	0											unresolved	no_reliable_reference	346	0	True
vae_candidate_000480	50192cb708432068a1d0d696d11dc865ffefc3644de8948e0fef0199901b10ee	True	False	eos	88	87	True	False	False	False	True	0.03160499155113124	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass	87	nat_0aeb545239a28bae61f9	"[""nat_0aeb545239a28bae61f9"", ""nat_cd0ec9cc83e20bd818b3""]"	2	86	175.5	99	74	51	0.6891891891891891	0.8505747126436781	0.8604651162790697	0.5862068965517241	0.4137931034482759	resolved		346	116	True
vae_candidate_000481	dd6c49ee2635be40ceb6c4615a750f637866e9b8b130f98d47c4ebe0c4a3cb00	True	False	eos	60	59	True	False	False	False	True	0.03354446782304643	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail	59	nat_0c143ad343586201fcf9	"[""nat_0c143ad343586201fcf9""]"	1	69	149.0	69	59	41	0.6949152542372882	1.0	0.855072463768116	0.5942028985507246	0.4057971014492754	resolved		346	33	True
vae_candidate_000482	9828ed27a61ec319dd9be68761dd3d34e9fe93c851ee1c43a1284026fc4cb13f	True	False	eos	108	107	True	False	False	False	True	0.03536935277056857	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				ambiguous_exploration	gvpa_gvpj_ambiguous	pass	107	nat_fca422d4ddd5dcd65605	"[""nat_fca422d4ddd5dcd65605""]"	1	96	196.0	114	89	51	0.5730337078651685	0.8317757009345794	0.9270833333333334	0.4766355140186916	0.5233644859813085	resolved		346	127	True
vae_candidate_000483	e459816bfca40d09d58a5951da82a2ab7ea603d99eb8b78037ab0111fb93b069	True	False	eos	60	59	True	False	False	False	True	0.03938343833293105	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail	59		[]	0											unresolved	no_reliable_reference	346	0	True
vae_candidate_000484	860ae2e6e54b09cc449bf47f30c4bd29602a3b7bcfc5e1fedc1e02bba780b1d1	True	False	eos	75	74	True	False	False	False	True	0.01684791853445374	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				ambiguous_exploration	gvpa_gvpj_ambiguous	pass	74	nat_e9d0d8807aee29d8e61c	"[""nat_e9d0d8807aee29d8e61c""]"	1	71	242.0	75	70	56	0.8	0.9459459459459459	0.9859154929577465	0.7567567567567568	0.2432432432432432	resolved		346	106	True
vae_candidate_000485	76165ffefb61306134731cfc203a1f761412d55c8a986bb09b9f1ed4f9af4ffd	True	False	eos	90	89	True	False	False	False	True	0.03469138435777933	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass	89	nat_766d45336d56f5b42f24	"[""nat_766d45336d56f5b42f24""]"	1	79	157.5	95	73	45	0.6164383561643836	0.8202247191011236	0.9240506329113924	0.5056179775280899	0.4943820224719101	resolved		346	164	True
vae_candidate_000486	5eb2a06fb77940d2873b48c3f39ca7cc2b06aae45f6bce006ebb6c046e2e6270	True	False	eos	98	97	True	False	False	False	True	0.06785067746649029	0.06381829728796116	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning		excluded	unsupported	fail	97		[]	0											unresolved	no_reliable_reference	346	0	True
vae_candidate_000487	88ac859bd1dce9c2f17c322e0823b6c6614613beccd39cd2d1ddb8f3a3b7cbf9	True	False	eos	91	90	True	False	False	False	True	0.09085609111889648	0.06381829728796116	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning		excluded	unsupported	fail	90	nat_0a6194eed91a047cb43e	"[""nat_0a6194eed91a047cb43e""]"	1	84	11.5	99	75	23	0.30666666666666664	0.8333333333333334	0.8928571428571429	0.25555555555555554	0.7444444444444445	resolved		346	8	True
vae_candidate_000488	5368af9dc80335e61d8d03b0e314c070fcf554273583f2830f3500927df55ab9	True	False	eos	155	154	True	False	False	False	True	0.10993814100004456	0.06381829728796116	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning		excluded	unsupported	fail	154	nat_25ee00a9c2b4e74f79dd	"[""nat_25ee00a9c2b4e74f79dd""]"	1	155	21.5	179	130	36	0.27692307692307694	0.8441558441558441	0.8387096774193549	0.23225806451612904	0.7677419354838709	resolved		346	1	True
vae_candidate_000489	5c699c8f3405e0784e364ef3e265467b2c87a2805fe57f4263424d6ecb1f3faa	True	False	eos	158	157	True	False	False	False	True	0.023974652583994623	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass	157	nat_6ec46415f5fc553cea18	"[""nat_6ec46415f5fc553cea18""]"	1	152	283.0	178	131	78	0.5954198473282443	0.8343949044585988	0.8618421052631579	0.4968152866242038	0.5031847133757962	resolved		346	89	True
vae_candidate_000490	5ea674964c8a1b8fed464276917bbe9d6c2de1b8fb53962b3bc845d191c773af	True	False	eos	83	82	True	False	False	False	True	0.048889889080704796	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass	82	nat_25fcb1b7b6c3c6f6f29d	"[""nat_25fcb1b7b6c3c6f6f29d"", ""nat_278c7a3fd12af0319695"", ""nat_e9d0d8807aee29d8e61c""]"	3	68	200.5	82	68	49	0.7205882352941176	0.8292682926829268	1.0	0.5975609756097561	0.4024390243902439	resolved		346	70	True
vae_candidate_000491	ca6277f91a5870408cd833d980fa569bdb2e0300f82a0a8c5cb2db0a18e8685a	True	False	eos	83	82	True	False	False	False	True	0.031081239073130457	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				ambiguous_exploration	gvpa_gvpj_ambiguous	pass	82	nat_13dff233b6dfd04cb79c	"[""nat_13dff233b6dfd04cb79c"", ""nat_1ed909a554bd91f8870f"", ""nat_2a93193629740c6b70af"", ""nat_32d58e5d24419efe5e0e"", ""nat_440c141d3d83ed043c33"", ""nat_cac8cf4903b24e69aca8"", ""nat_f5db5c4704d592f947d9""]"	7	76	217.5	83	75	51	0.68	0.9146341463414634	0.9868421052631579	0.6219512195121951	0.3780487804878049	resolved		346	219	True
vae_candidate_000492	bd0092b372bca838df0908c28e3e6631987d0e2a8f1120c4a73178a1f655b405	True	False	eos	68	67	True	False	False	False	True	0.04914943010532783	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass	67	nat_6cb2a4a67fad0b3f22b1	"[""nat_6cb2a4a67fad0b3f22b1"", ""nat_90e82772d308676c7556""]"	2	74	146.0	81	60	41	0.6833333333333333	0.8955223880597015	0.8108108108108109	0.5540540540540541	0.44594594594594594	resolved		346	56	True
vae_candidate_000494	ba49c6edcd829ce33bfae0aecce0e6db16170e95b8b7aad9b32521644411916f	True	False	eos	100	99	True	False	False	False	True	0.07625568739455102	0.06381829728796116	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning		excluded	unsupported	fail	99		[]	0											unresolved	no_reliable_reference	346	0	True
vae_candidate_000495	eac7308575c68abfd38508401baeafeae11dd5e8d4d169616e98c48e3354d28e	True	False	eos	63	62	True	False	False	False	True	0.10591473639919732	0.06381829728796116	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning		excluded	unsupported	fail	62	nat_39cf0fd21702af1ff2b1	"[""nat_39cf0fd21702af1ff2b1""]"	1	69	26.5	73	58	21	0.3620689655172414	0.9354838709677419	0.8405797101449275	0.30434782608695654	0.6956521739130435	resolved		346	20	True
vae_candidate_000496	804b2c8ac1a1fca6b3799d6bb46e50a621bf3fb1196fcd77c557208e587f9734	True	False	eos	70	69	True	False	False	False	True	0.038466683710591934	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail	69	nat_ea5746ec582bf06f4e03	"[""nat_ea5746ec582bf06f4e03""]"	1	72	231.0	76	65	54	0.8307692307692308	0.9420289855072463	0.9027777777777778	0.75	0.25	resolved		346	70	True
vae_candidate_000497	13dfea0077fb64ad22d782e2df58d35fccaa8dba314d30f573d929fcb8e95e87	True	False	eos	61	60	True	False	False	False	True	0.04385569922073404	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass	60	nat_0c143ad343586201fcf9	"[""nat_0c143ad343586201fcf9""]"	1	69	201.5	69	60	45	0.75	1.0	0.8695652173913043	0.6521739130434783	0.34782608695652173	resolved		346	38	True
vae_candidate_000498	ac748e5edd4a5272caa3fd4038875909346a62b71d5f51bdbb56de49520ea2e1	True	False	eos	83	82	True	False	False	False	True	0.03929304911646174	0.06381829728796116	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass	82	nat_ea5746ec582bf06f4e03	"[""nat_ea5746ec582bf06f4e03""]"	1	72	183.0	84	70	53	0.7571428571428571	0.8536585365853658	0.9722222222222222	0.6463414634146342	0.35365853658536583	resolved		346	213	True
