sequence_id	query_length	closest_reference_id	closest_reference_ids	closest_reference_tie_count	target_length	alignment_score	alignment_length	aligned_pairs	identical_residues	identity	query_coverage	target_coverage	effective_identity	distance	distance_status	distance_reason	reference_count	resolved_reference_count
vae_candidate_000490	82	nat_25fcb1b7b6c3c6f6f29d	"[""nat_25fcb1b7b6c3c6f6f29d"", ""nat_278c7a3fd12af0319695"", ""nat_e9d0d8807aee29d8e61c""]"	3	68	200.5	82	68	49	0.7205882352941176	0.8292682926829268	1.0	0.5975609756097561	0.4024390243902439	resolved		346	70
vae_candidate_000491	82	nat_13dff233b6dfd04cb79c	"[""nat_13dff233b6dfd04cb79c"", ""nat_1ed909a554bd91f8870f"", ""nat_2a93193629740c6b70af"", ""nat_32d58e5d24419efe5e0e"", ""nat_440c141d3d83ed043c33"", ""nat_cac8cf4903b24e69aca8"", ""nat_f5db5c4704d592f947d9""]"	7	76	217.5	83	75	51	0.68	0.9146341463414634	0.9868421052631579	0.6219512195121951	0.3780487804878049	resolved		346	219
vae_candidate_000492	67	nat_6cb2a4a67fad0b3f22b1	"[""nat_6cb2a4a67fad0b3f22b1"", ""nat_90e82772d308676c7556""]"	2	74	146.0	81	60	41	0.6833333333333333	0.8955223880597015	0.8108108108108109	0.5540540540540541	0.44594594594594594	resolved		346	56
vae_candidate_000493	91	nat_a36a3359d46f89a3e9c6	"[""nat_a36a3359d46f89a3e9c6""]"	1	93	363.5	94	90	81	0.9	0.989010989010989	0.967741935483871	0.8709677419354839	0.12903225806451613	resolved		346	186
vae_candidate_000494	99		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000495	62	nat_39cf0fd21702af1ff2b1	"[""nat_39cf0fd21702af1ff2b1""]"	1	69	26.5	73	58	21	0.3620689655172414	0.9354838709677419	0.8405797101449275	0.30434782608695654	0.6956521739130435	resolved		346	20
vae_candidate_000496	69	nat_ea5746ec582bf06f4e03	"[""nat_ea5746ec582bf06f4e03""]"	1	72	231.0	76	65	54	0.8307692307692308	0.9420289855072463	0.9027777777777778	0.75	0.25	resolved		346	70
vae_candidate_000497	60	nat_0c143ad343586201fcf9	"[""nat_0c143ad343586201fcf9""]"	1	69	201.5	69	60	45	0.75	1.0	0.8695652173913043	0.6521739130434783	0.34782608695652173	resolved		346	38
vae_candidate_000498	82	nat_ea5746ec582bf06f4e03	"[""nat_ea5746ec582bf06f4e03""]"	1	72	183.0	84	70	53	0.7571428571428571	0.8536585365853658	0.9722222222222222	0.6463414634146342	0.35365853658536583	resolved		346	213
vae_candidate_000499	66	nat_ac44a557fbffad89a437	"[""nat_ac44a557fbffad89a437"", ""nat_ea5746ec582bf06f4e03""]"	2	72	163.0	73	65	43	0.6615384615384615	0.9848484848484849	0.9027777777777778	0.5972222222222222	0.4027777777777778	resolved		346	65
vae_candidate_000500	105	nat_0145b7d0415b25474bf7	"[""nat_0145b7d0415b25474bf7"", ""nat_1f7ab0dfc808b4ef03c3"", ""nat_64b87c36790fe3acd4ba"", ""nat_7ee1d64f80049d71603c"", ""nat_82e4660fb87f57daff30"", ""nat_94cdaea6b1db7bfe983f"", ""nat_b47c8eec954491beb714"", ""nat_bf00fc1bb4a6bea076a5"", ""nat_c468502803b4ab5981f1"", ""nat_d5d6f3cedb33fb3328b6"", ""nat_edc787924d6392f7c1f5""]"	11	95	239.5	111	89	62	0.6966292134831461	0.8476190476190476	0.9368421052631579	0.5904761904761905	0.4095238095238095	resolved		346	130
vae_candidate_000501	90	nat_842bc418f0682cd2a9c8	"[""nat_842bc418f0682cd2a9c8"", ""nat_a7791ad55c70e7fd3462""]"	2	95	387.5	95	90	85	0.9444444444444444	1.0	0.9473684210526315	0.8947368421052632	0.10526315789473684	resolved		346	196
vae_candidate_000502	102	nat_c477483bf308ed286daf	"[""nat_c477483bf308ed286daf""]"	1	87	144.5	105	84	42	0.5	0.8235294117647058	0.9655172413793104	0.4117647058823529	0.5882352941176471	resolved		346	156
vae_candidate_000503	116	nat_a49cfe7d33cec22c3905	"[""nat_a49cfe7d33cec22c3905"", ""nat_ccd25408209dd226eaf9""]"	2	95	368.0	116	95	82	0.8631578947368421	0.8189655172413793	1.0	0.7068965517241379	0.2931034482758621	resolved		346	135
vae_candidate_000504	89	nat_4f76b230eb60279eb5dd	"[""nat_4f76b230eb60279eb5dd""]"	1	95	227.0	107	77	57	0.7402597402597403	0.8651685393258427	0.8105263157894737	0.6	0.4	resolved		346	146
vae_candidate_000505	82	nat_d4ba65189ba86a477cc5	"[""nat_d4ba65189ba86a477cc5""]"	1	92	260.0	96	78	64	0.8205128205128205	0.9512195121951219	0.8478260869565217	0.6956521739130435	0.30434782608695654	resolved		346	211
vae_candidate_000506	116	nat_fa2383cbfbff83286c61	"[""nat_fa2383cbfbff83286c61""]"	1	96	247.5	118	94	63	0.6702127659574468	0.8103448275862069	0.9791666666666666	0.5431034482758621	0.4568965517241379	resolved		346	94
vae_candidate_000507	119	nat_c74d6e1106797b3a3d0f	"[""nat_c74d6e1106797b3a3d0f""]"	1	133	67.0	142	110	37	0.33636363636363636	0.9243697478991597	0.8270676691729323	0.2781954887218045	0.7218045112781954	resolved		346	8
vae_candidate_000508	80	nat_ccd25408209dd226eaf9	"[""nat_ccd25408209dd226eaf9""]"	1	94	107.0	98	76	37	0.4868421052631579	0.95	0.8085106382978723	0.39361702127659576	0.6063829787234043	resolved		346	104
vae_candidate_000509	78	nat_39696a92cfeac6f208a2	"[""nat_39696a92cfeac6f208a2"", ""nat_ea5746ec582bf06f4e03""]"	2	78	8.0	92	64	23	0.359375	0.8205128205128205	0.8205128205128205	0.2948717948717949	0.7051282051282051	resolved		346	37
vae_candidate_000510	119	nat_e10062d88e50908c95d3	"[""nat_e10062d88e50908c95d3""]"	1	135	45.5	143	111	39	0.35135135135135137	0.9327731092436975	0.8222222222222222	0.28888888888888886	0.7111111111111111	resolved		346	10
vae_candidate_000511	128		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000512	145	nat_13ee99e71183bcf01114	"[""nat_13ee99e71183bcf01114""]"	1	156	56.5	167	134	46	0.34328358208955223	0.9241379310344827	0.8589743589743589	0.2948717948717949	0.7051282051282051	resolved		346	23
vae_candidate_000513	62	nat_e9d0d8807aee29d8e61c	"[""nat_e9d0d8807aee29d8e61c""]"	1	71	11.0	75	58	19	0.3275862068965517	0.9354838709677419	0.8169014084507042	0.2676056338028169	0.7323943661971831	resolved		346	3
vae_candidate_000514	66	nat_9f8db13e803cecc901b7	"[""nat_9f8db13e803cecc901b7"", ""nat_ffde9c8a0aa4cd762cfd""]"	2	70	23.0	78	58	22	0.3793103448275862	0.8787878787878788	0.8285714285714286	0.3142857142857143	0.6857142857142857	resolved		346	18
vae_candidate_000515	86	nat_4a610b8daff21e476288	"[""nat_4a610b8daff21e476288""]"	1	85	5.0	101	70	23	0.32857142857142857	0.813953488372093	0.8235294117647058	0.26744186046511625	0.7325581395348837	resolved		346	1
vae_candidate_000516	107		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000517	58	nat_ea5746ec582bf06f4e03	"[""nat_ea5746ec582bf06f4e03""]"	1	72	18.5	72	58	17	0.29310344827586204	1.0	0.8055555555555556	0.2361111111111111	0.7638888888888888	resolved		346	5
vae_candidate_000518	57		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000519	92	nat_1f956fdbc151f2ec0ffb	"[""nat_1f956fdbc151f2ec0ffb""]"	1	95	218.0	97	90	58	0.6444444444444445	0.9782608695652174	0.9473684210526315	0.6105263157894737	0.3894736842105263	resolved		346	187
vae_candidate_000520	73	nat_1ed909a554bd91f8870f	"[""nat_1ed909a554bd91f8870f"", ""nat_ea5746ec582bf06f4e03""]"	2	73	217.5	77	69	52	0.7536231884057971	0.9452054794520548	0.9452054794520548	0.7123287671232876	0.28767123287671237	resolved		346	103
vae_candidate_000521	149		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000522	155	nat_158c0216b95ce3304bfe	"[""nat_158c0216b95ce3304bfe"", ""nat_fd6df642808b7adaae7d""]"	2	156	209.5	185	126	64	0.5079365079365079	0.8129032258064516	0.8076923076923077	0.41025641025641024	0.5897435897435898	resolved		346	79
vae_candidate_000523	109	nat_69442765a7e1224b0435	"[""nat_69442765a7e1224b0435""]"	1	96	217.5	117	88	61	0.6931818181818182	0.8073394495412844	0.9166666666666666	0.5596330275229358	0.44036697247706424	resolved		346	115
vae_candidate_000524	98	nat_461115b7000bfd74f566	"[""nat_461115b7000bfd74f566"", ""nat_fa2383cbfbff83286c61""]"	2	96	127.5	115	79	40	0.5063291139240507	0.8061224489795918	0.8229166666666666	0.40816326530612246	0.5918367346938775	resolved		346	22
vae_candidate_000525	91	nat_200ecff40f6b83ca60f9	"[""nat_200ecff40f6b83ca60f9""]"	1	93	63.5	103	81	31	0.38271604938271603	0.8901098901098901	0.8709677419354839	0.3333333333333333	0.6666666666666667	resolved		346	13
vae_candidate_000526	156	nat_13ee99e71183bcf01114	"[""nat_13ee99e71183bcf01114""]"	1	156	130.5	185	127	62	0.4881889763779528	0.8141025641025641	0.8141025641025641	0.3974358974358974	0.6025641025641026	resolved		346	4
vae_candidate_000527	93	nat_94cdaea6b1db7bfe983f	"[""nat_94cdaea6b1db7bfe983f""]"	1	95	351.0	99	89	79	0.8876404494382022	0.956989247311828	0.9368421052631579	0.8315789473684211	0.16842105263157892	resolved		346	177
vae_candidate_000528	80	nat_73e0b5aa88a198c56cae	"[""nat_73e0b5aa88a198c56cae""]"	1	87	172.0	92	75	49	0.6533333333333333	0.9375	0.8620689655172413	0.5632183908045977	0.4367816091954023	resolved		346	182
vae_candidate_000529	100	nat_1eda5f35014077cd8e25	"[""nat_1eda5f35014077cd8e25"", ""nat_461115b7000bfd74f566"", ""nat_81de2b78d291d512c1e2"", ""nat_833a1708482ad34125e2""]"	4	94	278.0	100	94	66	0.7021276595744681	0.94	1.0	0.66	0.33999999999999997	resolved		346	158
vae_candidate_000530	71	nat_1ed909a554bd91f8870f	"[""nat_1ed909a554bd91f8870f""]"	1	73	245.0	77	67	52	0.7761194029850746	0.9436619718309859	0.9178082191780822	0.7123287671232876	0.28767123287671237	resolved		346	84
vae_candidate_000531	72	nat_ea5746ec582bf06f4e03	"[""nat_ea5746ec582bf06f4e03""]"	1	72	240.5	77	67	54	0.8059701492537313	0.9305555555555556	0.9305555555555556	0.75	0.25	resolved		346	96
vae_candidate_000532	90	nat_200ecff40f6b83ca60f9	"[""nat_200ecff40f6b83ca60f9""]"	1	93	107.5	108	75	44	0.5866666666666667	0.8333333333333334	0.8064516129032258	0.4731182795698925	0.5268817204301075	resolved		346	43
vae_candidate_000533	101	nat_9fda348180c612303cdb	"[""nat_9fda348180c612303cdb""]"	1	95	393.5	101	95	87	0.9157894736842105	0.9405940594059405	1.0	0.8613861386138614	0.13861386138613863	resolved		346	158
vae_candidate_000534	83		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000535	92	nat_fa2383cbfbff83286c61	"[""nat_fa2383cbfbff83286c61""]"	1	96	357.0	97	91	77	0.8461538461538461	0.9891304347826086	0.9479166666666666	0.8020833333333334	0.19791666666666663	resolved		346	189
vae_candidate_000536	88	nat_ee10b37a92559cba1989	"[""nat_ee10b37a92559cba1989""]"	1	92	304.0	94	86	68	0.7906976744186046	0.9772727272727273	0.9347826086956522	0.7391304347826086	0.26086956521739135	resolved		346	198
vae_candidate_000537	58		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000538	73	nat_448d52f7c380acd65350	"[""nat_448d52f7c380acd65350"", ""nat_a4ce46bc0db75edd2892""]"	2	76	20.0	83	66	24	0.36363636363636365	0.9041095890410958	0.868421052631579	0.3157894736842105	0.6842105263157895	resolved		346	25
vae_candidate_000539	91	nat_74aacbad701be1598660	"[""nat_74aacbad701be1598660"", ""nat_b47c8eec954491beb714""]"	2	95	238.0	100	86	59	0.686046511627907	0.945054945054945	0.9052631578947369	0.6210526315789474	0.3789473684210526	resolved		346	187
vae_candidate_000540	91	nat_73e0b5aa88a198c56cae	"[""nat_73e0b5aa88a198c56cae""]"	1	87	213.0	97	81	60	0.7407407407407407	0.8901098901098901	0.9310344827586207	0.6593406593406593	0.34065934065934067	resolved		346	176
vae_candidate_000541	100	nat_dca06c4ca76aafac96e9	"[""nat_dca06c4ca76aafac96e9"", ""nat_f49fe3672d6fdfda7cc7""]"	2	97	182.0	114	83	54	0.6506024096385542	0.83	0.8556701030927835	0.54	0.45999999999999996	resolved		346	145
vae_candidate_000542	158	nat_ae1ae553d673be7a537f	"[""nat_ae1ae553d673be7a537f"", ""nat_f7d9d7742f0844e679ec""]"	2	157	174.0	180	135	70	0.5185185185185185	0.8544303797468354	0.8598726114649682	0.4430379746835443	0.5569620253164558	resolved		346	72
vae_candidate_000543	180	nat_8bf5071aed606f94333c	"[""nat_8bf5071aed606f94333c"", ""nat_d71b202a146af4e5c40e""]"	2	157	70.0	191	146	44	0.3013698630136986	0.8111111111111111	0.9299363057324841	0.24444444444444444	0.7555555555555555	resolved		346	3
vae_candidate_000544	122	nat_4a87fc740463a61b2d05	"[""nat_4a87fc740463a61b2d05"", ""nat_b28a6bed955c267791e6""]"	2	109	237.0	132	99	55	0.5555555555555556	0.8114754098360656	0.908256880733945	0.45081967213114754	0.5491803278688525	resolved		346	3
vae_candidate_000545	95	nat_0101bc590c89813c161a	"[""nat_0101bc590c89813c161a"", ""nat_4482775e0979509e45d2"", ""nat_4b58b860e36e01bdb682"", ""nat_94cdaea6b1db7bfe983f""]"	4	94	386.0	95	94	82	0.8723404255319149	0.9894736842105263	1.0	0.8631578947368421	0.13684210526315788	resolved		346	175
vae_candidate_000546	101	nat_4d722634e257d2a7d133	"[""nat_4d722634e257d2a7d133"", ""nat_a9c10692b45d32f772b4"", ""nat_c0d8f1302fa41452efbc""]"	3	95	258.5	111	85	70	0.8235294117647058	0.8415841584158416	0.8947368421052632	0.693069306930693	0.306930693069307	resolved		346	124
vae_candidate_000547	100	nat_a8908cb0d732ddf5c6d4	"[""nat_a8908cb0d732ddf5c6d4""]"	1	96	291.5	108	88	72	0.8181818181818182	0.88	0.9166666666666666	0.72	0.28	resolved		346	155
vae_candidate_000548	146		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000549	122	nat_c7cb28cf54b6a88ff785	"[""nat_c7cb28cf54b6a88ff785""]"	1	99	280.0	122	99	65	0.6565656565656566	0.8114754098360656	1.0	0.5327868852459017	0.4672131147540983	resolved		346	21
vae_candidate_000550	65	nat_ea5746ec582bf06f4e03	"[""nat_ea5746ec582bf06f4e03""]"	1	72	218.0	76	61	49	0.8032786885245902	0.9384615384615385	0.8472222222222222	0.6805555555555556	0.3194444444444444	resolved		346	58
vae_candidate_000551	108	nat_74aacbad701be1598660	"[""nat_74aacbad701be1598660"", ""nat_b47c8eec954491beb714"", ""nat_edc787924d6392f7c1f5"", ""nat_fa2383cbfbff83286c61""]"	4	95	234.0	109	94	62	0.6595744680851063	0.8703703703703703	0.9894736842105263	0.5740740740740741	0.42592592592592593	resolved		346	125
vae_candidate_000552	55		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000553	96	nat_a49cfe7d33cec22c3905	"[""nat_a49cfe7d33cec22c3905"", ""nat_a7791ad55c70e7fd3462""]"	2	95	190.5	111	80	55	0.6875	0.8333333333333334	0.8421052631578947	0.5729166666666666	0.42708333333333337	resolved		346	144
vae_candidate_000554	83	nat_340bf83afc765d1b00fd	"[""nat_340bf83afc765d1b00fd""]"	1	78	174.5	89	72	47	0.6527777777777778	0.8674698795180723	0.9230769230769231	0.5662650602409639	0.4337349397590361	resolved		346	95
vae_candidate_000555	155		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000556	152	nat_038b08407425f0209cdb	"[""nat_038b08407425f0209cdb""]"	1	157	194.0	182	127	65	0.5118110236220472	0.8355263157894737	0.8089171974522293	0.4140127388535032	0.5859872611464968	resolved		346	65
vae_candidate_000557	85	nat_c468502803b4ab5981f1	"[""nat_c468502803b4ab5981f1""]"	1	95	234.5	100	80	59	0.7375	0.9411764705882353	0.8421052631578947	0.6210526315789474	0.3789473684210526	resolved		346	216
vae_candidate_000558	109	nat_fa2383cbfbff83286c61	"[""nat_fa2383cbfbff83286c61""]"	1	96	168.0	117	88	50	0.5681818181818182	0.8073394495412844	0.9166666666666666	0.45871559633027525	0.5412844036697247	resolved		346	3
vae_candidate_000559	90	nat_0a6194eed91a047cb43e	"[""nat_0a6194eed91a047cb43e"", ""nat_d9b751580230ca0e5773""]"	2	84	176.5	93	81	44	0.5432098765432098	0.9	0.9642857142857143	0.4888888888888889	0.5111111111111111	resolved		346	190
vae_candidate_000560	84	nat_0a6194eed91a047cb43e	"[""nat_0a6194eed91a047cb43e"", ""nat_440c141d3d83ed043c33"", ""nat_4f811102c58fb8e77080""]"	3	84	107.5	95	73	39	0.5342465753424658	0.8690476190476191	0.8690476190476191	0.4642857142857143	0.5357142857142857	resolved		346	103
vae_candidate_000561	70	nat_f7dbe09f7bde0afd3543	"[""nat_f7dbe09f7bde0afd3543""]"	1	76	50.5	85	61	22	0.36065573770491804	0.8714285714285714	0.8026315789473685	0.2894736842105263	0.7105263157894737	resolved		346	1
vae_candidate_000562	134	nat_45b0f1ea69baf732de14	"[""nat_45b0f1ea69baf732de14""]"	1	147	314.5	155	126	80	0.6349206349206349	0.9402985074626866	0.8571428571428571	0.54421768707483	0.45578231292517	resolved		346	112
vae_candidate_000563	67		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000564	95	nat_76418c5d471b2873e6bf	"[""nat_76418c5d471b2873e6bf""]"	1	86	73.0	99	82	32	0.3902439024390244	0.8631578947368421	0.9534883720930233	0.3368421052631579	0.6631578947368422	resolved		346	18
vae_candidate_000565	72		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000566	92	nat_873dfd59523575571c0b	"[""nat_873dfd59523575571c0b"", ""nat_d9b751580230ca0e5773""]"	2	85	4.5	96	81	22	0.2716049382716049	0.8804347826086957	0.9529411764705882	0.2391304347826087	0.7608695652173914	resolved		346	3
vae_candidate_000567	69	nat_25fcb1b7b6c3c6f6f29d	"[""nat_25fcb1b7b6c3c6f6f29d""]"	1	68	223.0	70	67	53	0.7910447761194029	0.9710144927536232	0.9852941176470589	0.7681159420289855	0.23188405797101452	resolved		346	78
vae_candidate_000568	88	nat_d9b751580230ca0e5773	"[""nat_d9b751580230ca0e5773""]"	1	85	26.0	101	72	28	0.3888888888888889	0.8181818181818182	0.8470588235294118	0.3181818181818182	0.6818181818181819	resolved		346	18
vae_candidate_000569	112	nat_7ee1d64f80049d71603c	"[""nat_7ee1d64f80049d71603c"", ""nat_bf5abb4d953e0d6aaa1f"", ""nat_d80e058d93177215aa4b""]"	3	95	238.0	117	90	62	0.6888888888888889	0.8035714285714286	0.9473684210526315	0.5535714285714286	0.4464285714285714	resolved		346	92
vae_candidate_000570	117	nat_6ee0ebbf185af1c7d346	"[""nat_6ee0ebbf185af1c7d346""]"	1	135	263.5	143	109	72	0.6605504587155964	0.9316239316239316	0.8074074074074075	0.5333333333333333	0.4666666666666667	resolved		346	31
vae_candidate_000571	75	nat_27cf1e5aac6ec3dd931d	"[""nat_27cf1e5aac6ec3dd931d""]"	1	76	123.5	89	62	39	0.6290322580645161	0.8266666666666667	0.8157894736842105	0.5131578947368421	0.48684210526315785	resolved		346	16
vae_candidate_000572	87	nat_73e0b5aa88a198c56cae	"[""nat_73e0b5aa88a198c56cae""]"	1	87	275.5	91	83	67	0.8072289156626506	0.9540229885057471	0.9540229885057471	0.7701149425287356	0.22988505747126442	resolved		346	189
vae_candidate_000573	87	nat_30c8db5b2a48ec02340b	"[""nat_30c8db5b2a48ec02340b"", ""nat_3e6bf91c590be6684eed"", ""nat_ccd25408209dd226eaf9""]"	3	94	235.0	99	82	66	0.8048780487804879	0.9425287356321839	0.8723404255319149	0.7021276595744681	0.2978723404255319	resolved		346	156
vae_candidate_000574	94	nat_1f7ab0dfc808b4ef03c3	"[""nat_1f7ab0dfc808b4ef03c3"", ""nat_92d7d81f95603487cd9c""]"	2	95	407.0	97	92	89	0.967391304347826	0.9787234042553191	0.968421052631579	0.9368421052631579	0.06315789473684208	resolved		346	184
vae_candidate_000575	139	nat_2f6b62c5722bcacabd8e	"[""nat_2f6b62c5722bcacabd8e""]"	1	136	178.5	157	118	53	0.4491525423728814	0.8489208633093526	0.8676470588235294	0.381294964028777	0.618705035971223	resolved		346	5
vae_candidate_000576	127		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000577	98	nat_30c8db5b2a48ec02340b	"[""nat_30c8db5b2a48ec02340b""]"	1	94	186.5	103	89	47	0.5280898876404494	0.9081632653061225	0.9468085106382979	0.47959183673469385	0.5204081632653061	resolved		346	157
vae_candidate_000578	92	nat_b5ccff48f879b7cc34ad	"[""nat_b5ccff48f879b7cc34ad""]"	1	92	227.0	103	81	60	0.7407407407407407	0.8804347826086957	0.8804347826086957	0.6521739130434783	0.34782608695652173	resolved		346	181
vae_candidate_000579	123	nat_6ee0ebbf185af1c7d346	"[""nat_6ee0ebbf185af1c7d346""]"	1	135	102.5	148	110	49	0.44545454545454544	0.8943089430894309	0.8148148148148148	0.362962962962963	0.6370370370370371	resolved		346	23
vae_candidate_000580	117	nat_833a1708482ad34125e2	"[""nat_833a1708482ad34125e2""]"	1	98	227.0	119	96	59	0.6145833333333334	0.8205128205128205	0.9795918367346939	0.5042735042735043	0.49572649572649574	resolved		346	23
vae_candidate_000581	69	nat_e9d0d8807aee29d8e61c	"[""nat_e9d0d8807aee29d8e61c""]"	1	71	171.5	73	67	40	0.5970149253731343	0.9710144927536232	0.9436619718309859	0.5633802816901409	0.43661971830985913	resolved		346	83
vae_candidate_000582	86	nat_05d62502987d9405b8af	"[""nat_05d62502987d9405b8af"", ""nat_4dc9c1477d3d6b181da7""]"	2	95	344.0	96	85	79	0.9294117647058824	0.9883720930232558	0.8947368421052632	0.8315789473684211	0.16842105263157892	resolved		346	212
vae_candidate_000583	103	nat_48f4fc548c0153a5775e	"[""nat_48f4fc548c0153a5775e"", ""nat_7ee1d64f80049d71603c"", ""nat_a8908cb0d732ddf5c6d4""]"	3	96	321.0	103	96	68	0.7083333333333334	0.9320388349514563	1.0	0.6601941747572816	0.3398058252427184	resolved		346	155
vae_candidate_000584	96	nat_1564401f2a553c444667	"[""nat_1564401f2a553c444667"", ""nat_1aef09f774a1818b7e24""]"	2	96	330.5	100	92	77	0.8369565217391305	0.9583333333333334	0.9583333333333334	0.8020833333333334	0.19791666666666663	resolved		346	162
vae_candidate_000585	79	nat_27cf1e5aac6ec3dd931d	"[""nat_27cf1e5aac6ec3dd931d""]"	1	76	1.5	91	64	27	0.421875	0.810126582278481	0.8421052631578947	0.34177215189873417	0.6582278481012658	resolved		346	23
vae_candidate_000586	114		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000587	59	nat_d565583d15eb6f192c57	"[""nat_d565583d15eb6f192c57""]"	1	67	63.0	72	54	27	0.5	0.9152542372881356	0.8059701492537313	0.40298507462686567	0.5970149253731343	resolved		346	29
vae_candidate_000588	99	nat_fca422d4ddd5dcd65605	"[""nat_fca422d4ddd5dcd65605""]"	1	96	256.5	103	92	64	0.6956521739130435	0.9292929292929293	0.9583333333333334	0.6464646464646465	0.3535353535353535	resolved		346	158
vae_candidate_000589	77	nat_39cf0fd21702af1ff2b1	"[""nat_39cf0fd21702af1ff2b1""]"	1	69	149.5	84	62	40	0.6451612903225806	0.8051948051948052	0.8985507246376812	0.5194805194805194	0.48051948051948057	resolved		346	18
vae_candidate_000590	91	nat_fe2e069c7d192a9aa4be	"[""nat_fe2e069c7d192a9aa4be""]"	1	92	266.0	96	87	63	0.7241379310344828	0.9560439560439561	0.9456521739130435	0.6847826086956522	0.3152173913043478	resolved		346	185
vae_candidate_000591	88	nat_7ee1d64f80049d71603c	"[""nat_7ee1d64f80049d71603c"", ""nat_9fda348180c612303cdb"", ""nat_acb38079c01f07d0de6f"", ""nat_b47c8eec954491beb714""]"	4	95	276.5	97	86	66	0.7674418604651163	0.9772727272727273	0.9052631578947369	0.6947368421052632	0.3052631578947368	resolved		346	197
vae_candidate_000592	90		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000593	124	nat_8d5392221648a605a7c2	"[""nat_8d5392221648a605a7c2""]"	1	134	187.0	141	117	53	0.452991452991453	0.9435483870967742	0.8731343283582089	0.39552238805970147	0.6044776119402986	resolved		346	13
vae_candidate_000594	180		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000595	74	nat_c477483bf308ed286daf	"[""nat_c477483bf308ed286daf""]"	1	87	164.5	91	70	47	0.6714285714285714	0.9459459459459459	0.8045977011494253	0.5402298850574713	0.45977011494252873	resolved		346	41
vae_candidate_000596	121		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000597	78	nat_766d45336d56f5b42f24	"[""nat_766d45336d56f5b42f24""]"	1	79	182.0	83	74	48	0.6486486486486487	0.9487179487179487	0.9367088607594937	0.6075949367088608	0.3924050632911392	resolved		346	177
vae_candidate_000598	94	nat_4b58b860e36e01bdb682	"[""nat_4b58b860e36e01bdb682""]"	1	95	390.0	96	93	85	0.9139784946236559	0.9893617021276596	0.9789473684210527	0.8947368421052632	0.10526315789473684	resolved		346	181
vae_candidate_000599	119	nat_833a1708482ad34125e2	"[""nat_833a1708482ad34125e2""]"	1	98	326.0	120	97	74	0.7628865979381443	0.8151260504201681	0.9897959183673469	0.6218487394957983	0.37815126050420167	resolved		346	6
vae_candidate_000600	79	nat_873dfd59523575571c0b	"[""nat_873dfd59523575571c0b""]"	1	85	86.5	96	68	32	0.47058823529411764	0.8607594936708861	0.8	0.3764705882352941	0.6235294117647059	resolved		346	84
vae_candidate_000601	91	nat_4132d6e9996d37d7483a	"[""nat_4132d6e9996d37d7483a""]"	1	92	212.0	96	87	52	0.5977011494252874	0.9560439560439561	0.9456521739130435	0.5652173913043478	0.4347826086956522	resolved		346	189
vae_candidate_000602	106		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000603	87	nat_7d1d4ec0845163a487d6	"[""nat_7d1d4ec0845163a487d6"", ""nat_970873de163a6ff8ee05""]"	2	88	40.5	102	73	27	0.3698630136986301	0.8390804597701149	0.8295454545454546	0.3068181818181818	0.6931818181818181	resolved		346	44
vae_candidate_000604	100	nat_3d7fc725cd17cf23a73c	"[""nat_3d7fc725cd17cf23a73c""]"	1	97	37.0	117	80	29	0.3625	0.8	0.8247422680412371	0.29	0.71	resolved		346	17
vae_candidate_000605	150	nat_945d9af2ef988f085e3c	"[""nat_945d9af2ef988f085e3c""]"	1	151	331.0	171	130	88	0.676923076923077	0.8666666666666667	0.8609271523178808	0.5827814569536424	0.41721854304635764	resolved		346	99
vae_candidate_000606	85	nat_4a610b8daff21e476288	"[""nat_4a610b8daff21e476288"", ""nat_873dfd59523575571c0b""]"	2	85	23.5	102	68	24	0.35294117647058826	0.8	0.8	0.2823529411764706	0.7176470588235294	resolved		346	44
vae_candidate_000607	83	nat_340bf83afc765d1b00fd	"[""nat_340bf83afc765d1b00fd""]"	1	78	182.0	93	68	44	0.6470588235294118	0.8192771084337349	0.8717948717948718	0.5301204819277109	0.4698795180722891	resolved		346	57
vae_candidate_000608	86		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000609	92	nat_fb877ea45a36f28c6227	"[""nat_fb877ea45a36f28c6227""]"	1	87	101.5	103	76	39	0.5131578947368421	0.8260869565217391	0.8735632183908046	0.42391304347826086	0.5760869565217391	resolved		346	137
