sequence_id	generator_type	model_checkpoint	checkpoint_sha256	reference_release_id	split_manifest_sha256	vocabulary_sha256	generation_seed	sample_index	temperature	top_k	top_p	latent_id	raw_token_length	terminated_by_eos	hit_generation_cap	stop_reason	sequence_length	sequence_sha256
vae_candidate_000554	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	553	1.0	0	1.0	553	84	true	false	eos	83	92e29ef03d47d94444707261d17f084200f6c0bd2cc869435569bb8ce94865d3
vae_candidate_000555	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	554	1.0	0	1.0	554	156	true	false	eos	155	a2cf84f077620b2d50b515f05b2ee556fdd75eb901fe0a860d671dfd8c7e7242
vae_candidate_000556	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	555	1.0	0	1.0	555	153	true	false	eos	152	0480009d242b3dff472b695bba0c92cc5f9e7763e17d2826da0195659c86eff1
vae_candidate_000557	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	556	1.0	0	1.0	556	86	true	false	eos	85	bec7f0dcc0f979e94866e38ab65c11bdfd2ffdc3ffa43a5e0a29767d9b15e196
vae_candidate_000558	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	557	1.0	0	1.0	557	110	true	false	eos	109	9208f5a87f7a037ec5f253be107ba2dddb4716f3c6a8330c14a35ff70d769dfc
vae_candidate_000559	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	558	1.0	0	1.0	558	91	true	false	eos	90	e71234d9f48b93f6fbb7618df62d0cf401337de4ff95444f91ba1767fdb248b0
vae_candidate_000560	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	559	1.0	0	1.0	559	85	true	false	eos	84	44b002954796311c462352d86008d642ca585ba0c7923d4ae337698d83729465
vae_candidate_000561	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	560	1.0	0	1.0	560	71	true	false	eos	70	e0eb00eafd84ed8595157bd0af774d8e67cf97180939fde6bb2e8211647c6117
vae_candidate_000562	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	561	1.0	0	1.0	561	135	true	false	eos	134	65a6bf2a979df403e091da0ae2c1d4a5bea0bc9fa823238a1d6114d5a01fc1d5
vae_candidate_000563	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	562	1.0	0	1.0	562	68	true	false	eos	67	dd7ea8a17357ffc5adbb578979111eb8aa45e222ad53ddcdaf737ce219eeac8b
vae_candidate_000564	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	563	1.0	0	1.0	563	96	true	false	eos	95	4165d50566571fd6b665aa33970582189030366fc00ca0b7a395dff9b73b3b2b
vae_candidate_000565	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	564	1.0	0	1.0	564	73	true	false	eos	72	17300e41f9718f65dcf650a1036d07505778c783ef68ba2be60757867acfc84e
vae_candidate_000566	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	565	1.0	0	1.0	565	93	true	false	eos	92	86353f3f4a48442d3601e76be629729b9246959b7cf2beb6f85f38be42566b24
vae_candidate_000567	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	566	1.0	0	1.0	566	70	true	false	eos	69	02486214fcad533610132d613ce9eb042fbc9bbd4ae7c2e3d44488c1b876f143
vae_candidate_000568	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	567	1.0	0	1.0	567	89	true	false	eos	88	1448b3cb01c08c061458bd151ee8601dd796b43f7931f53c1799211a8131ea46
vae_candidate_000569	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	568	1.0	0	1.0	568	113	true	false	eos	112	e67e43356338b9360b6130f5b7553ad2ad20d676c85d365fb4cf6b4e6783ca6f
vae_candidate_000570	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	569	1.0	0	1.0	569	118	true	false	eos	117	0ed9bbb09fea7a4ecc8dfd45a1ae239d5fd6c3bce8d21e666144108f90d6880e
vae_candidate_000571	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	570	1.0	0	1.0	570	76	true	false	eos	75	1a154160e47661e05eaae5270950b06406f165a97d0a35f14067a7425ba96330
vae_candidate_000572	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	571	1.0	0	1.0	571	88	true	false	eos	87	f4801e8d1850a1d2995436a8f4f51f7f0b65b5cb88fe831f187ed6826632267d
vae_candidate_000573	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	572	1.0	0	1.0	572	88	true	false	eos	87	35cadaf418456f54ee33784cd776313bdd6369966ea05bede98a247f4effb08a
vae_candidate_000574	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	573	1.0	0	1.0	573	95	true	false	eos	94	23b6f03457cac32e64cd3593e50abd9ca62ce8075a3001f7ff9c744219e03a66
vae_candidate_000575	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	574	1.0	0	1.0	574	140	true	false	eos	139	6b806898a5299646c14a964e98e596a8122e634c88f917db1ede8d200f016a2e
vae_candidate_000576	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	575	1.0	0	1.0	575	128	true	false	eos	127	475000b0b0380ffc5534258175145f44d7c4eb6f2f4d2ed88a6887fdf9e2e20f
vae_candidate_000577	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	576	1.0	0	1.0	576	99	true	false	eos	98	ece83c6dff53a7ef56b4998ed1352ddb71d85daf5686daa7031c391f7f38e9ff
vae_candidate_000578	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	577	1.0	0	1.0	577	93	true	false	eos	92	86b11d991b34eb2ff42ab995785da7f90fcf1d0ef071de0d3f5951c89f111a10
vae_candidate_000579	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	578	1.0	0	1.0	578	124	true	false	eos	123	cb2bd6d86e601067792f47df1f91ab508ee9186aafb10508e476bfba52313c1e
vae_candidate_000580	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	579	1.0	0	1.0	579	118	true	false	eos	117	eb7c02872ed5178a0fd37cd6bf0cfb3a212f457d59ebb033068712818d42bd38
vae_candidate_000581	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	580	1.0	0	1.0	580	70	true	false	eos	69	da975e44b89f222b98059bb87201eeec40a33806af2cc6b9787e42b1d68d5636
vae_candidate_000582	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	581	1.0	0	1.0	581	87	true	false	eos	86	53112e9da4634e57b4252d683fc5b2f5974987ffed923842cac2b310487cdafa
vae_candidate_000583	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	582	1.0	0	1.0	582	104	true	false	eos	103	2892b52762d89f0b9c1c9e106e68f79375843cc89ebef47404b8b6cbed914730
vae_candidate_000584	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	583	1.0	0	1.0	583	97	true	false	eos	96	b7302680b203f4042854cf129d5fc49e8bfd96f36544ba749941fee33c7933a6
vae_candidate_000585	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	584	1.0	0	1.0	584	80	true	false	eos	79	03b372cbb741f1604ccf2762661da3b51cf875ce6ae22234af227d51401d6386
vae_candidate_000586	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	585	1.0	0	1.0	585	115	true	false	eos	114	4d9aa407472e1e9676dcdc95e11a7cdf7ac1042d2441cbb32a35124d13b834f6
vae_candidate_000587	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	586	1.0	0	1.0	586	60	true	false	eos	59	901b80e00a893841ba99b2349d9839dd40f97453828ad3aab616dc54f9d0df67
vae_candidate_000588	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	587	1.0	0	1.0	587	100	true	false	eos	99	dd111bef68824755ae99208d23b1c9cbb41ad5e7507b9d44ed02105bbbd638f8
vae_candidate_000589	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	588	1.0	0	1.0	588	78	true	false	eos	77	d92743cd4ae9a061d2e6af6c8a6d1f47002cd3ce477483b6c1eac4690100a1fd
vae_candidate_000590	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	589	1.0	0	1.0	589	92	true	false	eos	91	bfb023add46c64402ac3bc3765736347211964289380de4cc2d52031157bf09a
vae_candidate_000591	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	590	1.0	0	1.0	590	89	true	false	eos	88	a44b36092f9f5eb0d9fb6677d734c75644dcffc80a5b588518b668125c251a6f
vae_candidate_000592	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	591	1.0	0	1.0	591	91	true	false	eos	90	529ae5df0c01e17cad7cb200e9d1f8723a37c42faef71c91937ccfbeb572607d
vae_candidate_000593	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	592	1.0	0	1.0	592	125	true	false	eos	124	801b606aaf646c7c90dafeda72ed20c56205cd8dc4a9cf9bc9087c4b80379963
vae_candidate_000594	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	593	1.0	0	1.0	593	180	false	true	length_cap	180	d5a6435169b29fdda71913be8bc2615e6f6d7866250109c77171349948af7069
vae_candidate_000595	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	594	1.0	0	1.0	594	75	true	false	eos	74	99c498ce8cbfd917f9c4a64cd672f3261ce8b382742d9150eb6f22a4bf3bb607
vae_candidate_000596	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	595	1.0	0	1.0	595	122	true	false	eos	121	e1dc8d14d9d9e1308a42f9eec9bf7148f2de50dade6e478998b773c9f942543a
vae_candidate_000597	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	596	1.0	0	1.0	596	79	true	false	eos	78	e5907ce161303546a7aa7fff90c48b28082f997676138c61822e0305afc5d3ed
vae_candidate_000598	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	597	1.0	0	1.0	597	95	true	false	eos	94	7518a0b61745860a85edb12a3f0feb56fa06f0f7e51d349b7f5d9fd28b63adb9
vae_candidate_000599	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	598	1.0	0	1.0	598	120	true	false	eos	119	2ccf7982c8054b89750e58691b3b6207ef04d7f2a2c68ad2c575646f47b888d0
vae_candidate_000600	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	599	1.0	0	1.0	599	80	true	false	eos	79	64a67524589912248cbc0047fd834fd1f336171d2f369ff0fe86370f3ebfd3fc
vae_candidate_000601	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	600	1.0	0	1.0	600	92	true	false	eos	91	2d0e7655a37682d85725626f3457eff77cedd070a7fa85eb51435943497a88a4
vae_candidate_000602	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	601	1.0	0	1.0	601	107	true	false	eos	106	6164adf122c8c60cd996f15a72107407f183efd87dcf219a71b32ead35ccdeab
vae_candidate_000603	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	602	1.0	0	1.0	602	88	true	false	eos	87	a9db44ec41ad839c3ba6877710046351190414ce5bb99a31fe2394a586ee6ca3
vae_candidate_000604	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	603	1.0	0	1.0	603	101	true	false	eos	100	2151510f28914796d0bd8bee622ce565c90926f23d869b9195f7f9c2cfd2b5a4
vae_candidate_000605	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	604	1.0	0	1.0	604	151	true	false	eos	150	823061a35dc07ef4073c69d3114da558d17d6cab2033f3aac003ad437c33a2ad
vae_candidate_000606	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	605	1.0	0	1.0	605	86	true	false	eos	85	489ca12479405ddfd03db74ab12d36e09e1439264a699ab4d37f0aeea4763357
vae_candidate_000607	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	606	1.0	0	1.0	606	84	true	false	eos	83	69ea9df556cd9e706ebb907d2dba1aa72890751992b9f55d8f1b4fb6c0dcd130
