sequence_id	sequence_sha256	sequence_length	pf00741_status	pf00741_score	pf00741_sequence_score	pf00741_coverage	best_family	best_family_score	second_family	second_family_score	family_margin	best_model_coverage	best_query_coverage	family_status	classification_reason	gvpa_score	gvpj_score	control_type	expected_family	fold	parent_id
nat_86af9eceed0fad9d4e41	86af9eceed0fad9d4e412b8b77e460cfc8efa6c56de7ea09cd7ad732693179f8	111	fail			0.0	gvpk	93.4	gvpj	0.9	92.5	0.9696969696969697	0.918918918918919	other_gvp	competitive_gvpk_support	0.0	0.9	natural_heldout	gvpk	1	nat_86af9eceed0fad9d4e41
nat_ce6587aeb16990c43df0	ce6587aeb16990c43df06ce89d9d133a35905f04bdb962b5882d22a307ad9fa0	111	fail	7.1	7.9	0.2564102564102564			gvpk	57.2		0.0	0.0	unsupported	no_qualified_subfamily_hit		13.4	natural_heldout	gvpk	1	nat_ce6587aeb16990c43df0
nat_f41f39c57e294fe1a02f	f41f39c57e294fe1a02fa8ca4e4bdc92cfdd683c129658bd2511f087117bd510	110	pass	60.1	60.9	1.0	gvpj	90.7	gvpa	63.3	27.400000000000006	0.7642276422764228	0.9272727272727272	other_gvp	competitive_gvpj_support	63.3	90.7	natural_heldout	gvpj	1	nat_f41f39c57e294fe1a02f
nat_185744979d00560dee6b	185744979d00560dee6be243a7ebd3df6217ecaa3bc867b71349d590160af35e	110	pass	60.1	60.5	1.0	gvpj	102.1	gvpa	70.6	31.5	0.7154471544715447	0.9090909090909091	other_gvp	competitive_gvpj_support	70.6	102.1	natural_heldout	gvpj	1	nat_185744979d00560dee6b
nat_2a43ec8cc7979782d2b6	2a43ec8cc7979782d2b67ee085e8b130d3ce937c40c1c925dd01f73b66435f09	110	pass	58.7	59.0	1.0	gvpj	97.9	gvpa	57.7	40.2	0.7398373983739838	0.9090909090909091	other_gvp	competitive_gvpj_support	57.7	97.9	natural_heldout	gvpj	1	nat_2a43ec8cc7979782d2b6
nat_7afd227c19d88f493be5	7afd227c19d88f493be59065ec0ee4c44e4e3a4b985da1ce08cbdac96fb3b4f6	110	pass	48.0	48.5	0.9743589743589743	gvpj	72.9	gvpa	50.0	22.900000000000006	0.6504065040650406	0.7363636363636363	other_gvp	competitive_gvpj_support	50.0	72.9	natural_heldout	gvpj	1	nat_7afd227c19d88f493be5
nat_b7b2dc53fd89ba68dfe9	b7b2dc53fd89ba68dfe92bf7077462590e78f084ca02473e6a6e595cc4eb2400	110	pass	44.2	44.7	0.9743589743589743			gvpa	101.2		0.0	0.0	unsupported	no_qualified_subfamily_hit	101.2	79.1	natural_heldout	gvpj	1	nat_b7b2dc53fd89ba68dfe9
nat_df5704c469ac5f164e3a	df5704c469ac5f164e3a777a3c1e54596ccb43c328e4af980e24644b217e1884	110	pass	59.3	59.7	1.0	gvpj	103.3	gvpa	70.7	32.599999999999994	0.7073170731707317	0.8454545454545455	other_gvp	competitive_gvpj_support	70.7	103.3	natural_heldout	gvpj	1	nat_df5704c469ac5f164e3a
nat_00f078f1a0eafd9ea851	00f078f1a0eafd9ea851b47d43f9ec33bd8934efc58a4c3a4c22dc6eb06b99fc	110	pass	44.7	45.1	0.9743589743589743			gvpa	97.6		0.0	0.0	unsupported	no_qualified_subfamily_hit	97.6	74.3	natural_heldout	gvpj	1	nat_00f078f1a0eafd9ea851
nat_caab2da04cf4baba5880	caab2da04cf4baba5880875b07a7317540c20b9ae194990a7475e1c8fb15dae0	109	pass	58.6	58.9	1.0	gvpj	102.1	gvpa	65.9	36.19999999999999	0.7398373983739838	0.9174311926605505	other_gvp	competitive_gvpj_support	65.9	102.1	natural_heldout	gvpj	1	nat_caab2da04cf4baba5880
nat_f6319f5f160f5a18b334	f6319f5f160f5a18b334a300c3fe50280eac6ac493b2396b0e78141189c0c900	109	pass	50.7	51.2	1.0	gvpa	120.7	gvpj	88.8	31.900000000000006	0.6014492753623188	0.7522935779816514	supported_gvpa	pf00741_and_competitive_gvpa_support	120.7	88.8	natural_heldout	gvpj	1	nat_f6319f5f160f5a18b334
nat_5388e98c468816cc13cf	5388e98c468816cc13cf43604ec1c0b820e7aa637080a13f377af034610fa7ed	109	pass	49.6	50.0	0.9487179487179487			gvpj	90.1		0.0	0.0	unsupported	no_qualified_subfamily_hit	60.6	90.1	natural_heldout	gvpj	1	nat_5388e98c468816cc13cf
nat_31e361e3c2b319df0670	31e361e3c2b319df0670a962baa15a8f8d5ad3d34c1a45dd25118c26148c6424	109	fail			0.0	gvpk	92.9	gvpl	2.3	90.60000000000001	0.9797979797979798	0.944954128440367	other_gvp	competitive_gvpk_support		0.4	natural_heldout	gvpk	1	nat_31e361e3c2b319df0670
nat_e7fa43c2e619fa329682	e7fa43c2e619fa32968233af3328060675b8a98cb8f61d399d14dbbe68a5c960	109	fail			0.0	gvpk	84.8	gvpv	3.9	80.89999999999999	0.797979797979798	0.7431192660550459	other_gvp	competitive_gvpk_support		2.1	natural_heldout	gvpk	1	nat_e7fa43c2e619fa329682
nat_6e6ce758d8c4852aa4fa	6e6ce758d8c4852aa4fafc011c3341ab4ae4ed29e90e4923f97978743af7c8bb	108	pass	48.5	49.0	0.9743589743589743			gvpa	98.1		0.0	0.0	unsupported	no_qualified_subfamily_hit	98.1	79.2	natural_heldout	gvpj	1	nat_6e6ce758d8c4852aa4fa
nat_08693a219f8e2c8ad83d	08693a219f8e2c8ad83daea7e2447f3d4e5dac425719ba0e700a714b4738c551	108	pass	61.6	62.0	1.0	gvpj	104.6	gvpa	72.6	32.0	0.7235772357723578	0.9166666666666666	other_gvp	competitive_gvpj_support	72.6	104.6	natural_heldout	gvpj	1	nat_08693a219f8e2c8ad83d
nat_18031ddd50aae696a324	18031ddd50aae696a324f284a05138ecefdd078fc8bc0e68aebf8d730976bcd9	108	pass	60.1	60.7	1.0	gvpj	104.6	gvpa	72.1	32.5	0.7723577235772358	0.9537037037037037	other_gvp	competitive_gvpj_support	72.1	104.6	natural_heldout	gvpj	1	nat_18031ddd50aae696a324
nat_05708ca69ef57e384a38	05708ca69ef57e384a38523bfbca85c3545c3e17fdef1a0d91d872f16237dc57	108	pass	61.8	62.2	1.0	gvpj	106.4	gvpa	72.3	34.10000000000001	0.7560975609756098	0.9351851851851852	other_gvp	competitive_gvpj_support	72.3	106.4	natural_heldout	gvpj	1	nat_05708ca69ef57e384a38
nat_69e482373852c8d89d8f	69e482373852c8d89d8f500dc576afce24ebf051e1c535ccf5e73d9e781f3296	108	pass	61.8	62.4	1.0	gvpj	107.9	gvpa	73.0	34.900000000000006	0.7398373983739838	0.9351851851851852	other_gvp	competitive_gvpj_support	73.0	107.9	natural_heldout	gvpj	1	nat_69e482373852c8d89d8f
nat_21c04a400fa9dc9f9308	21c04a400fa9dc9f9308890748b2ed64b30dd6d585bce010c3d01407fc161923	108	pass	60.3	60.7	1.0	gvpj	106.0	gvpa	72.2	33.8	0.7154471544715447	0.8703703703703703	other_gvp	competitive_gvpj_support	72.2	106.0	natural_heldout	gvpj	1	nat_21c04a400fa9dc9f9308
nat_bab08881e7a072b3f11f	bab08881e7a072b3f11f959bd09f0137169b95ba08448f21c4a237be521bea0f	108	pass	47.3	47.8	0.9743589743589743			gvpa	97.1		0.0	0.0	unsupported	no_qualified_subfamily_hit	97.1	79.1	natural_heldout	gvpj	1	nat_bab08881e7a072b3f11f
nat_9347e512b923af873132	9347e512b923af873132f1e3b18be1881feb912e7eec239d945cf0c857be0b27	108	pass	47.3	47.7	0.9743589743589743			gvpa	97.3		0.0	0.0	unsupported	no_qualified_subfamily_hit	97.3	79.7	natural_heldout	gvpj	1	nat_9347e512b923af873132
nat_04c084aa7034f2b0643c	04c084aa7034f2b0643ccb89b640bf12c71114185a9905dcd639bbadee814075	108	pass	60.1	60.6	1.0	gvpj	105.9	gvpa	71.2	34.7	0.7642276422764228	0.9629629629629629	other_gvp	competitive_gvpj_support	71.2	105.9	natural_heldout	gvpj	1	nat_04c084aa7034f2b0643c
nat_75dc6e04d78110911214	75dc6e04d78110911214e83e2379fb8af2f8cdc2d38b618f7afb62d57cb066b0	108	fail			0.0	gvpk	103.7	gvpj	5.3	98.4	0.9090909090909091	0.8888888888888888	other_gvp	competitive_gvpk_support	1.0	5.3	natural_heldout	gvpk	1	nat_75dc6e04d78110911214
nat_a52d6209dd2de857b094	a52d6209dd2de857b0941e8f40a87e88303313ef8619fb66794275b2ed554078	108	fail			0.0	gvpv	64.9	gvpk	12.3	52.60000000000001	0.8715596330275229	0.8148148148148148	other_gvp	competitive_gvpv_support	2.8	4.6	natural_heldout	gvpv	1	nat_a52d6209dd2de857b094
nat_96a553e6661e35871697	96a553e6661e358716976b266a2174afcdc29d94776099a7897d0ccbb2a0926f	108	fail			0.0	gvpv	67.9	gvpk	11.5	56.400000000000006	0.8715596330275229	0.8148148148148148	other_gvp	competitive_gvpv_support	1.9	3.4	natural_heldout	gvpv	1	nat_96a553e6661e35871697
nat_3b723aaeacc6bb57b98b	3b723aaeacc6bb57b98b5cdbe6ae1ced783797a96f36ffc293cfc4c2d938cb77	107	pass	60.8	61.3	1.0	gvpj	85.8	gvpa	58.1	27.699999999999996	0.6504065040650406	0.8317757009345794	other_gvp	competitive_gvpj_support	58.1	85.8	natural_heldout	gvpj	1	nat_3b723aaeacc6bb57b98b
nat_59adc5339e1e4cde4f85	59adc5339e1e4cde4f85156a65f51e2e8b9459a4ddd2bff2453bbe8d3454c541	107	pass	58.5	58.5	1.0	gvpj	86.8	gvpa	66.6	20.200000000000003	0.6910569105691057	0.8878504672897196	other_gvp	competitive_gvpj_support	66.6	86.8	natural_heldout	gvpj	1	nat_59adc5339e1e4cde4f85
nat_8e116b0b90509f56bbdd	8e116b0b90509f56bbddd6686d8a319e654a2c440b923f72296aaaed539d5d35	107	fail			0.0	gvpk	124.8	gvpf	4.5	120.3	0.8686868686868687	0.8037383177570093	other_gvp	competitive_gvpk_support		0.0	natural_heldout	gvpk	1	nat_8e116b0b90509f56bbdd
nat_891be5bf182f6f47b42f	891be5bf182f6f47b42fd15ddcfa00b01d73ef8e8bc605e9622171fb8f850a27	107	fail			0.0	gvpk	90.3	gvpj	3.2	87.1	0.9696969696969697	0.9532710280373832	other_gvp	competitive_gvpk_support	1.1	3.2	natural_heldout	gvpk	1	nat_891be5bf182f6f47b42f
nat_c3e07fb5ea5af421370c	c3e07fb5ea5af421370c0b3019d90ca27b9ccab65994b31221ae5d9e733380d1	107	fail			0.0	gvpk	83.4	gvpj	4.0	79.4	0.9191919191919192	0.9532710280373832	other_gvp	competitive_gvpk_support	0.6	4.0	natural_heldout	gvpk	1	nat_c3e07fb5ea5af421370c
nat_a5ecf4f0152b64075fbe	a5ecf4f0152b64075fbe92929b6c8a19c6b400fa622e9414e13a8a35e86ea5b4	107	fail	0.8	1.2	0.23076923076923078	gvpk	93.3	gvpj	2.3	91.0	0.9696969696969697	0.9532710280373832	other_gvp	competitive_gvpk_support	0.5	2.3	natural_heldout	gvpk	1	nat_a5ecf4f0152b64075fbe
nat_98c17a9a67d3ec5e7355	98c17a9a67d3ec5e73559d2f24c2c198545c9eaf5edb330dd2890903990be1ab	106	pass	61.6	62.0	1.0	gvpj	103.5	gvpa	72.9	30.599999999999994	0.6991869918699187	0.8679245283018868	other_gvp	competitive_gvpj_support	72.9	103.5	natural_heldout	gvpj	1	nat_98c17a9a67d3ec5e7355
nat_1dbd7a4a41de9f640af1	1dbd7a4a41de9f640af14e6cd63a0b465b122a6b9b2188aba7fbe2e34fdeb50d	106	pass	52.6	52.9	0.9743589743589743	gvpj	92.9	gvpa	69.2	23.700000000000003	0.6422764227642277	0.8113207547169812	other_gvp	competitive_gvpj_support	69.2	92.9	natural_heldout	gvpj	1	nat_1dbd7a4a41de9f640af1
nat_f886548319deb0533ee3	f886548319deb0533ee360bd7c1e575ef66652968c2f3482e507ef5c7dfaa004	106	fail			0.0			gvpk	50.2		0.0	0.0	unsupported	no_qualified_subfamily_hit			natural_heldout	gvpk	1	nat_f886548319deb0533ee3
nat_d861bfe11a962861f3d4	d861bfe11a962861f3d4bd4cb551d604296666b5899ed01b90d4caa4a3659da5	106	fail			0.0	gvpk	100.4	gvpj	5.1	95.30000000000001	0.898989898989899	0.8773584905660378	other_gvp	competitive_gvpk_support	0.8	5.1	natural_heldout	gvpk	1	nat_d861bfe11a962861f3d4
nat_423e7db658438d5646a8	423e7db658438d5646a8b6bad92af058f93e77096f32ec4a8a59ebde4bb4ca6b	105	pass	49.5	49.9	0.9743589743589743			gvpa	101.3		0.0	0.0	unsupported	no_qualified_subfamily_hit	101.3	82.4	natural_heldout	gvpj	1	nat_423e7db658438d5646a8
nat_fb5c50128dbd5c384bba	fb5c50128dbd5c384bba2ee781b3eddcd7cec0241a0fc7bb18a8c37f2d9f9495	105	pass	59.4	60.0	1.0	gvpj	82.9	gvpa	63.9	19.000000000000007	0.7154471544715447	0.8666666666666667	other_gvp	competitive_gvpj_support	63.9	82.9	natural_heldout	gvpj	1	nat_fb5c50128dbd5c384bba
nat_3ed9bc4471e8c5d8a73f	3ed9bc4471e8c5d8a73f7aa8795feaa700733f2bb49df5e55bd30a303e922184	105	pass	43.7	44.0	0.9743589743589743			gvpa	83.9		0.0	0.0	unsupported	no_qualified_subfamily_hit	83.9	67.3	natural_heldout	gvpj	1	nat_3ed9bc4471e8c5d8a73f
nat_99b0e6ac4f74262c1bb2	99b0e6ac4f74262c1bb28e9e923dd641a723c927b0eb277c9ec25ab6108fed09	105	pass	44.2	44.9	0.9743589743589743			gvpa	98.7		0.0	0.0	unsupported	no_qualified_subfamily_hit	98.7	78.8	natural_heldout	gvpj	1	nat_99b0e6ac4f74262c1bb2
nat_5b46a6cc850e61a43326	5b46a6cc850e61a433264c1010d6d7080214205ee851bb72470deafeee478953	105	fail			0.0	gvpk	115.6	gvpl	3.7	111.89999999999999	0.8686868686868687	0.819047619047619	other_gvp	competitive_gvpk_support	1.4	1.2	natural_heldout	gvpk	1	nat_5b46a6cc850e61a43326
nat_1c074545fa887812c40d	1c074545fa887812c40d4a89970253b6aa3e4a415bf5d809521e676eb7f30614	105	fail			0.0	gvpk	102.6	gvpj	5.3	97.3	0.9090909090909091	0.9238095238095239	other_gvp	competitive_gvpk_support	0.9	5.3	natural_heldout	gvpk	1	nat_1c074545fa887812c40d
nat_64647356df86f4d6c504	64647356df86f4d6c50408199cb26bb4d9e9eb33c13c4ae135c204a85f783d88	105	fail			0.0	gvpk	100.9	gvpj	3.9	97.0	0.9090909090909091	0.8761904761904762	other_gvp	competitive_gvpk_support	0.1	3.9	natural_heldout	gvpk	1	nat_64647356df86f4d6c504
nat_5af1dad025fd9ae899db	5af1dad025fd9ae899db41ad7b8dc1623c1abbe95043034d41c967efc99e469b	105	fail			0.0			gvpv	14.5		0.0	0.0	unsupported	no_qualified_subfamily_hit	2.0	5.3	natural_heldout	gvpv	1	nat_5af1dad025fd9ae899db
nat_b72075109bbb6320c712	b72075109bbb6320c7127716ba5530d22e39907a5c667db921f60f9e41133fba	104	pass	61.8	62.2	1.0	gvpj	106.5	gvpa	74.0	32.5	0.7479674796747967	0.9423076923076923	other_gvp	competitive_gvpj_support	74.0	106.5	natural_heldout	gvpj	1	nat_b72075109bbb6320c712
nat_8a813f6e8cd834c61935	8a813f6e8cd834c61935db1a8dec162ada0ec5ee484db4ff8b8af5d0d33ba2c4	104	pass	49.5	49.9	0.9743589743589743			gvpa	103.3		0.0	0.0	unsupported	no_qualified_subfamily_hit	103.3	84.0	natural_heldout	gvpj	1	nat_8a813f6e8cd834c61935
nat_4481f660bcc30bb1d9c4	4481f660bcc30bb1d9c4b2949aa8d715d04f74b9f70c4c0201ad3329198d2465	104	pass	58.8	58.8	1.0	gvpj	90.3	gvpa	71.4	18.89999999999999	0.7317073170731707	0.8942307692307693	other_gvp	competitive_gvpj_support	71.4	90.3	natural_heldout	gvpj	1	nat_4481f660bcc30bb1d9c4
nat_33c9d4d613592534daca	33c9d4d613592534daca7edf95eb3b0d0d151ac475f16802dbf7e60ed6db7278	104	fail			0.0	gvpk	117.7	gvpl	2.7	115.0	0.898989898989899	0.8557692307692307	other_gvp	competitive_gvpk_support			natural_heldout	gvpk	1	nat_33c9d4d613592534daca
nat_0d4146f6304fb405a11b	0d4146f6304fb405a11beba44c58456c630caf5a595dad3459a34d4d19fe8676	104	fail	0.1	1.2	0.358974358974359	gvpk	94.4	gvpv	6.9	87.5	0.8484848484848485	0.8173076923076923	other_gvp	competitive_gvpk_support		3.4	natural_heldout	gvpk	1	nat_0d4146f6304fb405a11b
nat_a016c083356c8037a132	a016c083356c8037a13292c78a098411747a541ba29861c12b59b7e0ec813c1c	104	fail			0.0	gvpk	71.9	gvpv	5.4	66.5	0.9191919191919192	0.9423076923076923	other_gvp	competitive_gvpk_support	2.4	0.9	natural_heldout	gvpk	1	nat_a016c083356c8037a132
nat_b25f81ae8808e6ebc176	b25f81ae8808e6ebc1762de7811c53e676ddbf9e2e492e885f522c53f0df7ed5	104	fail			0.0	gvpk	101.1	gvpj	6.4	94.69999999999999	0.8888888888888888	0.8653846153846154	other_gvp	competitive_gvpk_support	0.9	6.4	natural_heldout	gvpk	1	nat_b25f81ae8808e6ebc176
nat_b85d6d93ba4c4fac8738	b85d6d93ba4c4fac87381a7f4f4c0c7fe4e56ec2b1ac4ec9372273947706f9ac	103	pass	58.9	59.2	1.0	gvpj	100.4	gvpa	61.9	38.50000000000001	0.7154471544715447	0.941747572815534	other_gvp	competitive_gvpj_support	61.9	100.4	natural_heldout	gvpj	1	nat_b85d6d93ba4c4fac8738
nat_ad7c1bb463ca288e04ea	ad7c1bb463ca288e04ea49bbec3dd294b45f0e373e160e9ad287c075a14bdb85	103	pass	60.2	60.6	1.0	gvpj	103.9	gvpa	73.0	30.900000000000006	0.7235772357723578	0.9611650485436893	other_gvp	competitive_gvpj_support	73.0	103.9	natural_heldout	gvpj	1	nat_ad7c1bb463ca288e04ea
nat_c5837586dc76623d7498	c5837586dc76623d7498dc4abc8d137f0debd58fbb389e126ba07df7e038cf34	103	pass	60.3	60.6	1.0	gvpj	104.5	gvpa	70.5	34.0	0.6910569105691057	0.883495145631068	other_gvp	competitive_gvpj_support	70.5	104.5	natural_heldout	gvpj	1	nat_c5837586dc76623d7498
nat_dfd554c04446a4377ab5	dfd554c04446a4377ab537ff9ed2c0025dfb31896b894a8983fbe966805e9456	103	pass	49.3	49.6	0.9743589743589743			gvpa	87.7		0.0	0.0	unsupported	no_qualified_subfamily_hit	87.7	74.2	natural_heldout	gvpj	1	nat_dfd554c04446a4377ab5
nat_31e3d15096bef9cf7798	31e3d15096bef9cf7798cc6bd9e5f415697f66e546123e4c0d6bb531a5e62f3f	103	pass	58.1	58.4	1.0			gvpj	93.2		0.0	0.0	unsupported	no_qualified_subfamily_hit	70.3	93.2	natural_heldout	gvpj	1	nat_31e3d15096bef9cf7798
nat_25c8b136d03361e120af	25c8b136d03361e120af777ebb9131dcd324f5a227818e32d526382876d93f3d	103	fail	3.2	1.4	0.20512820512820512	gvpk	75.3	gvpv	2.7	72.6	0.9393939393939394	0.9805825242718447	other_gvp	competitive_gvpk_support	0.9	1.0	natural_heldout	gvpk	1	nat_25c8b136d03361e120af
nat_18f34224f39837d53eec	18f34224f39837d53eec2efb67044f4cf32ced37dbc5ce1269c6f6d3969194ae	102	pass	61.9	62.3	1.0			gvpj	95.9		0.0	0.0	unsupported	no_qualified_subfamily_hit	73.5	95.9	natural_heldout	gvpj	1	nat_18f34224f39837d53eec
nat_c7a61c64d45a104467ff	c7a61c64d45a104467ff5a7eedd220b853a5b95b38275019cf4ec09a9a3cd933	102	pass	48.4	48.8	0.9743589743589743			gvpj	76.2		0.0	0.0	unsupported	no_qualified_subfamily_hit	18.4	76.2	natural_heldout	gvpj	1	nat_c7a61c64d45a104467ff
nat_851698785dae5c558dd3	851698785dae5c558dd37ca0f8417a3d47922b979f7f9693fbc1f1cb675af9a6	102	pass	38.0	38.3	1.0	gvpj	82.0	gvpa	115.2	-33.2	0.6504065040650406	0.7549019607843137	gvpa_gvpj_ambiguous	insufficient_competitive_margin	115.2	82.0	natural_heldout	gvpj	1	nat_851698785dae5c558dd3
nat_dfcd4d5922ac3741b10b	dfcd4d5922ac3741b10b31d004a4ca2c4d9cf88ae871de67ac4ccaca89c7d7fb	102	pass	42.8	43.2	0.9743589743589743			gvpj	46.1		0.0	0.0	unsupported	no_qualified_subfamily_hit	12.9	46.1	natural_heldout	gvpj	1	nat_dfcd4d5922ac3741b10b
nat_702dead02f3ae53b187b	702dead02f3ae53b187b959a0ebab62b780481a268ff7d97cba1d91a0958c25a	102	pass	52.7	53.0	0.9743589743589743			gvpj	89.6		0.0	0.0	unsupported	no_qualified_subfamily_hit	68.8	89.6	natural_heldout	gvpj	1	nat_702dead02f3ae53b187b
nat_675665fb4942fba8ca99	675665fb4942fba8ca999128cb5d272a1df0d7866d9da0c50c3ad34a0b644b67	102	fail			0.0	gvpk	126.1	gvpv	5.6	120.5	0.8787878787878788	0.8529411764705882	other_gvp	competitive_gvpk_support		0.2	natural_heldout	gvpk	1	nat_675665fb4942fba8ca99
nat_b363302af55ca0deaf4a	b363302af55ca0deaf4a25a23613e5162d876e5654b0ef8a17a0108e2ced3dad	102	fail			0.0	gvpk	78.8	gvpa	1.8	77.0	0.9595959595959596	0.9901960784313726	other_gvp	competitive_gvpk_support	1.8		natural_heldout	gvpk	1	nat_b363302af55ca0deaf4a
nat_4dd27faa1e6ec7300c76	4dd27faa1e6ec7300c76093bdb9b0b9d41c40d4d3b7c688ff175204edfdedce5	101	pass	38.0	38.3	1.0	gvpj	78.9	gvpa	112.5	-33.599999999999994	0.6422764227642277	0.7524752475247525	gvpa_gvpj_ambiguous	insufficient_competitive_margin	112.5	78.9	natural_heldout	gvpj	1	nat_4dd27faa1e6ec7300c76
nat_1de0bb420c43b6a81f73	1de0bb420c43b6a81f7354473593d59c5b8be0b59d2c12cf63e953f6f52eef55	101	pass	28.6	29.5	0.9743589743589743			gvpa	68.3		0.0	0.0	unsupported	no_qualified_subfamily_hit	68.3	51.8	natural_heldout	gvpj	1	nat_1de0bb420c43b6a81f73
nat_5f9abedf20fee61c54e6	5f9abedf20fee61c54e694566462b78e8521f10ecfedc99948b77a916605a9a8	101	pass	65.8	66.2	1.0	gvpj	98.6	gvpa	78.8	19.799999999999997	0.6910569105691057	0.900990099009901	other_gvp	competitive_gvpj_support	78.8	98.6	natural_heldout	gvpj	1	nat_5f9abedf20fee61c54e6
nat_a0d0faf59b37918c6cc5	a0d0faf59b37918c6cc50f0695c496594a0c6e9b30bbad3ea0e2343f135a4a86	101	fail			0.0	gvpk	121.4	gvpl	2.4	119.0	0.898989898989899	0.8811881188118812	other_gvp	competitive_gvpk_support		0.4	natural_heldout	gvpk	1	nat_a0d0faf59b37918c6cc5
nat_04ce3ef0cebc48437e9d	04ce3ef0cebc48437e9dab45331fa8b489d598f7ea93b3de202a5f96baadeb22	101	fail			0.0	gvpv	71.6	gvpc	7.2	64.39999999999999	0.981651376146789	0.9603960396039604	other_gvp	competitive_gvpv_support	0.4	1.0	natural_heldout	gvpv	1	nat_04ce3ef0cebc48437e9d
nat_9e075611002980f0bdd1	9e075611002980f0bdd1b538f9fd6ea1e6932df9cb24d42b2a4f859bcb40545c	101	fail			0.0	gvpv	75.2	gvpc	7.6	67.60000000000001	0.981651376146789	0.9603960396039604	other_gvp	competitive_gvpv_support	0.7	1.0	natural_heldout	gvpv	1	nat_9e075611002980f0bdd1
nat_b06966010b381d82d4cd	b06966010b381d82d4cda0a1e26d5de6099b636228f6ce80b0ec4567e70d57a6	100	pass	53.5	53.8	1.0			gvpj	76.5		0.0	0.0	unsupported	no_qualified_subfamily_hit	50.4	76.5	natural_heldout	gvpj	1	nat_b06966010b381d82d4cd
nat_3062abb6a6afc7917c3a	3062abb6a6afc7917c3af854710dcb3bb30d9740b5af590293f23051f8e58fe7	100	pass	48.7	49.1	0.9743589743589743			gvpj	74.9		0.0	0.0	unsupported	no_qualified_subfamily_hit	49.9	74.9	natural_heldout	gvpj	1	nat_3062abb6a6afc7917c3a
nat_4814a0d12e58e5e9beba	4814a0d12e58e5e9beba70f0c6cbbe0af6a17fa1312e3b0dd8e52b1544a092a8	100	pass	47.8	48.3	0.9743589743589743	gvpj	90.6	gvpa	122.5	-31.900000000000006	0.6910569105691057	0.83	gvpa_gvpj_ambiguous	insufficient_competitive_margin	122.5	90.6	natural_heldout	gvpj	1	nat_4814a0d12e58e5e9beba
nat_17858e67067c36a2a936	17858e67067c36a2a936df67d72604ca7c0407cbdb7d4a5b683d1ab062573476	100	pass	48.1	48.5	0.9743589743589743			gvpa	97.2		0.0	0.0	unsupported	no_qualified_subfamily_hit	97.2	79.8	natural_heldout	gvpj	1	nat_17858e67067c36a2a936
nat_d77f2785267c8b1305ed	d77f2785267c8b1305edccf30b585bc59cd91ef06cdab9acd99cd8f1ec66a8c1	100	pass	48.5	48.9	0.9743589743589743			gvpa	99.9		0.0	0.0	unsupported	no_qualified_subfamily_hit	99.9	81.0	natural_heldout	gvpj	1	nat_d77f2785267c8b1305ed
nat_56a08e61cb35ab8bf932	56a08e61cb35ab8bf932615775975e048d28760148af1c4d5642cf14bb9e761e	100	pass	50.7	51.0	0.9743589743589743	gvpj	76.1	gvpa	48.2	27.89999999999999	0.6260162601626016	0.85	other_gvp	competitive_gvpj_support	48.2	76.1	natural_heldout	gvpj	1	nat_56a08e61cb35ab8bf932
nat_a70182d8c535b764bc30	a70182d8c535b764bc30acdf608fbbce245757f3e24727a3ee67afba73914277	100	fail			0.0	gvpk	120.4				0.8282828282828283	0.82	other_gvp	competitive_gvpk_support;no_reportable_runner_up			natural_heldout	gvpk	1	nat_a70182d8c535b764bc30
nat_fdb0b9a351d4c4c08841	fdb0b9a351d4c4c08841e476cb915571344f77e14b2812f5a838aceb3a126648	99	pass	49.3	49.8	0.9743589743589743			gvpj	74.6		0.0	0.0	unsupported	no_qualified_subfamily_hit	19.8	74.6	natural_heldout	gvpj	1	nat_fdb0b9a351d4c4c08841
nat_a58d5e6d6e3756336d95	a58d5e6d6e3756336d95055fd995f48ad9f6d5bb7a3ee237a74df8100e1edf59	99	pass	58.0	58.6	0.9743589743589743	gvpj	101.2	gvpa	71.3	29.900000000000006	0.6910569105691057	0.9191919191919192	other_gvp	competitive_gvpj_support	71.3	101.2	natural_heldout	gvpj	1	nat_a58d5e6d6e3756336d95
nat_a9b81aca9b85a9dd31fc	a9b81aca9b85a9dd31fc9230a5cae5af49188360147937c8d51eb3d24a8511cb	99	pass	60.6	60.9	1.0			gvpj	94.6		0.0	0.0	unsupported	no_qualified_subfamily_hit	66.4	94.6	natural_heldout	gvpj	1	nat_a9b81aca9b85a9dd31fc
nat_2ddb34aa2bfe89121c6e	2ddb34aa2bfe89121c6e5e8982486c8619cd7bbcb9e8d5f37abd84009fe1d753	97	pass	50.0	50.3	1.0			gvpj	83.4		0.0	0.0	unsupported	no_qualified_subfamily_hit	23.9	83.4	natural_heldout	gvpj	1	nat_2ddb34aa2bfe89121c6e
nat_08095d9387557239b7fa	08095d9387557239b7faeb9086d89d26738bc3d2fc091ce53f384cc56c0c1ec1	97	pass	43.0	43.3	0.9743589743589743			gvpj	45.7		0.0	0.0	unsupported	no_qualified_subfamily_hit	12.9	45.7	natural_heldout	gvpj	1	nat_08095d9387557239b7fa
nat_63fdb44f0206ff540bb1	63fdb44f0206ff540bb14ab57dbe14a78a831f1817c46044494b90a8703880c5	96	fail			0.0	gvpk	130.2	gvpv	7.1	123.1	0.8787878787878788	0.90625	other_gvp	competitive_gvpk_support			natural_heldout	gvpk	1	nat_63fdb44f0206ff540bb1
