sequence_id	sequence_sha256	cluster_id	length	release_status	reasons	source_accessions
nat_193a805604225b70bf9b	193a805604225b70bf9bc1f62baee1c0a20bc1bab4c8d87149ab2e36e52f70a1	cluster_10816d30b94e7e319ed1	90	quarantined	mixed_annotation_cluster;nearest_gvpa_to_unresolved_negative_cluster	WP_293160100.1;WP_293160100|gvpA|protein
nat_483476b5bde91cbf3a74	483476b5bde91cbf3a74f1c315847ab317de2944d9b90dd6cefb7cd4eb9d8ddc	cluster_10816d30b94e7e319ed1	90	quarantined	mixed_annotation_cluster;nearest_gvpa_to_unresolved_negative_cluster	WP_293126616.1;WP_293126616|gvpA|protein
nat_fd56bd8ca14d2ea7647f	fd56bd8ca14d2ea7647f290be8b1edb2369bcfca88d88fa3e71f73703a94129c	cluster_044b97bbcc6fc75d19af	72	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_293124005.1;WP_293124005|gvpA|protein
nat_22ac9928a6c3fbaf8f7c	22ac9928a6c3fbaf8f7c8dae481ee31de9db75644aa3346d57ce80383dbdf4d6	cluster_10816d30b94e7e319ed1	89	quarantined	mixed_annotation_cluster;nearest_gvpa_to_unresolved_negative_cluster	WP_293100807.1;WP_293100807|gvpA|protein
nat_607f897bd5b7dd1b1fbe	607f897bd5b7dd1b1fbe8a536309e7984377382c6445bb1164342f9298ee574c	cluster_10816d30b94e7e319ed1	90	quarantined	mixed_annotation_cluster;nearest_gvpa_to_unresolved_negative_cluster	WP_293061633.1;WP_293061633|gvpA|protein
nat_0c143ad343586201fcf9	0c143ad343586201fcf9a3504764a20810d30e8d1de52807930145512c74f4c8	cluster_02e83ad46b86e8eaf5e7	69	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_291003874.1;WP_291003874|gvpA|protein
nat_ed971bf96974483cf1a5	ed971bf96974483cf1a58b8e6709b204cbc1eaef21cea873ae25620378ddb316	cluster_044b97bbcc6fc75d19af	72	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_190553740.1;WP_190553740|gvpA|protein
nat_63042e294eae0d141b5c	63042e294eae0d141b5c2883dc58873a4850b5a7ac4fd2bddfe220e7ceec9eab	cluster_044b97bbcc6fc75d19af	72	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_163833110.1;WP_163833110|gvpA|protein
nat_2f457cd3e21794d77204	2f457cd3e21794d7720477e14ef21b463dec89f8fc2edf315a7f973c9d51295a	cluster_044b97bbcc6fc75d19af	68	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_287703642|gvpA|protein
nat_66d41021d88e3bf58bdc	66d41021d88e3bf58bdc5253af151a5177a49b38fef6d6e436acc727d44a35db	cluster_044b97bbcc6fc75d19af	71	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_287674806.1;WP_287674806|gvpA|protein
nat_5601498c9a93902562db	5601498c9a93902562dbe611c5f41da9acf56aa8cf535802ef5a687a6a3351bc	cluster_044b97bbcc6fc75d19af	71	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_287627019.1;WP_287627019|gvpA|protein
nat_fa70cf643277a18d9353	fa70cf643277a18d935304889b37715601a4c4d526cd2d051282507269ca3e0a	cluster_1589f15763a3b3a0bf84	63	quarantined	mixed_annotation_cluster	WP_287973455|gvpA|protein
nat_0ba4bde6653115be1dd4	0ba4bde6653115be1dd4ecf31dd944288d9302b06a4eb7109abd4386bc4e28f6	cluster_044b97bbcc6fc75d19af	72	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_287280996.1;WP_287280996|gvpA|protein
nat_cb58ba6802b0f699eec6	cb58ba6802b0f699eec63a9ac0dc87bf4b9d2ad2e5912e9f70a9a019ed1c42c4	cluster_044b97bbcc6fc75d19af	72	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_052562317.1;WP_052562317|gvpA|protein
nat_ec1d66f4985b18dd0226	ec1d66f4985b18dd022643b17cee09b8a11441bc394c817d409b1c43b43b7833	cluster_044b97bbcc6fc75d19af	72	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_052562316.1;WP_052562316|gvpA|protein
nat_668321baf55f7bfbdc1b	668321baf55f7bfbdc1bee20fef9252620fb0636f55bb6ea2d0270fc58855c37	cluster_044b97bbcc6fc75d19af	72	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	BDV34915|gvpA|protein;UZX10565|gvpA|protein;WP_165053833.1;WP_165053833|gvpA|protein
nat_6166ab1a17ac507a42bf	6166ab1a17ac507a42bf2742e59eb2fe7c145df2825dd7f29f5a819b362fb620	cluster_044b97bbcc6fc75d19af	72	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_271944488.1;WP_271944488|gvpA|protein
nat_646d43372f49b1be4f56	646d43372f49b1be4f561d502ed08bd9b4bee0104bba22dc9998d9d831069bc5	cluster_00eda75e8d86c0000a3e	92	quarantined	mixed_annotation_cluster;nearest_gvpa_to_unresolved_negative_cluster;unresolved_negative_cluster	WP_281974780.1;WP_281974780|gvpA|protein
nat_6fee2e0959e28f7ad2d6	6fee2e0959e28f7ad2d6a6b8e1a180ea8cf86b5d7f2e7d0625a0d9b4d1c7c3b5	cluster_00eda75e8d86c0000a3e	96	quarantined	mixed_annotation_cluster;nearest_gvpa_to_unresolved_negative_cluster;unresolved_negative_cluster	WP_281658544.1;WP_281658544|gvpA|protein
nat_9587ffd39bd2d85bd5ef	9587ffd39bd2d85bd5ef1b9a5ae86d45dd30e6a82d024d71e35f3b6b7b313f1e	cluster_00eda75e8d86c0000a3e	83	quarantined	mixed_annotation_cluster;nearest_gvpa_to_unresolved_negative_cluster;unresolved_negative_cluster	WP_225064982.1;WP_225064982|gvpA|protein
nat_2708b2500f3eefced6c0	2708b2500f3eefced6c03a2e849c6957074512fb0f014e8343be33cf184f5066	cluster_02e83ad46b86e8eaf5e7	69	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_097650585.1;WP_097650585|gvpA|protein
nat_444b2346dad8b8d36df2	444b2346dad8b8d36df26a3c5f4c05fe76772f974e7bcd020fa19b6132e0ca44	cluster_02e83ad46b86e8eaf5e7	71	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_011316976.1;WP_011316976|gvpA|protein
nat_d1ffe3160c1f85b8feb9	d1ffe3160c1f85b8feb9318303c3242b1b3f5affb5de3b3a2fc2ab8444879755	cluster_044b97bbcc6fc75d19af	68	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_068866927.1;WP_068866927|gvpA|protein
nat_d1371fd7814fe8dbe69e	d1371fd7814fe8dbe69eebdaac7dc0d6ec9407eaf3a1e47a77080b7271904c05	cluster_00eda75e8d86c0000a3e	86	quarantined	mixed_annotation_cluster;nearest_gvpa_to_unresolved_negative_cluster;unresolved_negative_cluster	WEA42585|gvpA|protein;WP_275036028.1;WP_275036028|gvpA|protein
nat_e6ab93f7efc7fc3ffe18	e6ab93f7efc7fc3ffe18f7c1b0f81b303e89607fc39babd5044a943fc09e239c	cluster_044b97bbcc6fc75d19af	72	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_274691980.1;WP_274691980|gvpA|protein
nat_2132a9e0b250f93ef073	2132a9e0b250f93ef0736ebabe690b8824688eaa43ca2b5f13031813d3be336a	cluster_044b97bbcc6fc75d19af	71	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_272092571.1;WP_272092571|gvpA|protein
nat_9b4ea9dc72fc9d6476a6	9b4ea9dc72fc9d6476a60eecf72e56bd632d462e769dd90487b525a2b38d7cbc	cluster_044b97bbcc6fc75d19af	71	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_272074942.1;WP_272074942|gvpA|protein
nat_2684144e3e1bc2f66f34	2684144e3e1bc2f66f34bd3471bdb834271f9c778f2e790ef6ac290001111f5f	cluster_044b97bbcc6fc75d19af	71	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_271933955.1;WP_271933955|gvpA|protein
nat_1589f15763a3b3a0bf84	1589f15763a3b3a0bf84fa15f5e9fc045cbb657d2ccfbf4019554b877d7df49c	cluster_1589f15763a3b3a0bf84	61	quarantined	mixed_annotation_cluster	WP_271795298|gvpA|protein
nat_6eb103ed851a261f0454	6eb103ed851a261f0454e5c7b5e46eddc554e5c21ab07bb46777bd1462e56f2c	cluster_044b97bbcc6fc75d19af	69	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_213698146.1;WP_213698146|gvpA|protein
nat_1833721e1724827de2bb	1833721e1724827de2bbb52fb85e65c97bb94592de7b309d46c4c68f6e8d83e3	cluster_044b97bbcc6fc75d19af	71	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_272058300.1;WP_272058300|gvpA|protein
nat_561df1cd0484632cdef6	561df1cd0484632cdef61edba8ed8260b6efcc92409542cfb77187c7e22588b6	cluster_1589f15763a3b3a0bf84	66	quarantined	mixed_annotation_cluster	WP_271806167|gvpA|protein
nat_09f47a4c9a94b657ae7d	09f47a4c9a94b657ae7d1fd6a904d0e1860e493a6747ea8b5847a6bee1457ba9	cluster_09f47a4c9a94b657ae7d	87	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_265409472.1;WP_265409472|gvpA|protein
nat_51d4aa4718d4ddd20574	51d4aa4718d4ddd20574d29630496ae709e65d5bca511963ce0250a9c5527def	cluster_00eda75e8d86c0000a3e	85	quarantined	mixed_annotation_cluster;nearest_gvpa_to_unresolved_negative_cluster;unresolved_negative_cluster	WP_261131333.1;WP_261131333|gvpA|protein
nat_9c6b2526a0bb2c4a36c1	9c6b2526a0bb2c4a36c1e2117cf4711ff4b2b937b14c53f1e3da2df9ee87de56	cluster_00eda75e8d86c0000a3e	92	quarantined	mixed_annotation_cluster;nearest_gvpa_to_unresolved_negative_cluster;unresolved_negative_cluster	UTR09786|gvpA|protein;WP_255242257.1;WP_255242257|gvpA|protein
nat_f6ebacfa83a4d005159e	f6ebacfa83a4d005159e272ad7f53fde298c79600bbb46fde8ccdfb6f03f9f61	cluster_044b97bbcc6fc75d19af	72	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_254567340.1;WP_254567340|gvpA|protein
nat_cace8f7ec0f10f4823d0	cace8f7ec0f10f4823d0ae9dea12552172553751f3f14cb0f92c2a762afd5089	cluster_00eda75e8d86c0000a3e	86	quarantined	mixed_annotation_cluster;nearest_gvpa_to_unresolved_negative_cluster;unresolved_negative_cluster	USL40763|gvpA|protein;WP_252284046.1;WP_252284046|gvpA|protein
nat_b57aea053dff80c6482c	b57aea053dff80c6482c73ae4d65951ad92817758d08bbac48f2486c643f6b1d	cluster_00eda75e8d86c0000a3e	96	quarantined	mixed_annotation_cluster;nearest_gvpa_to_unresolved_negative_cluster;unresolved_negative_cluster	UOQ44150|gvpA|protein;WP_244709876.1;WP_244709876|gvpA|protein
nat_1c3f16a0fdc7b319cfc7	1c3f16a0fdc7b319cfc790d2f90570d448332245bedff19b9985cdb064da006e	cluster_044b97bbcc6fc75d19af	72	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_238625541.1;WP_238625541|gvpA|protein
nat_50dda88e67458b1e7169	50dda88e67458b1e7169cf63df9f4a9573847ffb6e704b8865356239023fc0a5	cluster_044b97bbcc6fc75d19af	72	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_238618220.1;WP_238618220|gvpA|protein
nat_4fb6b9391abe691f2baa	4fb6b9391abe691f2baad498dcd90c96aa08fa3d5b40099b2c0cb556e59cae84	cluster_00eda75e8d86c0000a3e	85	quarantined	mixed_annotation_cluster;nearest_gvpa_to_unresolved_negative_cluster;unresolved_negative_cluster	WP_236332920.1;WP_236332920|gvpA|protein
nat_31320e152ba1b4cfe0c5	31320e152ba1b4cfe0c578adc3bc71faebcf564d308a23d5fe331d1623dab72a	cluster_044b97bbcc6fc75d19af	72	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_235277851.1;WP_235277851|gvpA|protein
nat_8b714e1325cbfdfacd93	8b714e1325cbfdfacd939fe7c98c8dc650c90f4f53ee18e3c84bf6021011671d	cluster_044b97bbcc6fc75d19af	74	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_234067215.1;WP_234067215|gvpA|protein
nat_b5963311e20bf490cf4c	b5963311e20bf490cf4c5833a96b65a615bf913be133dd296a6f4fd2b9dd8aef	cluster_0844cfaee9f234d540b5	86	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_230500926.1;WP_230500926|gvpA|protein
nat_5d6c7bd3713afa1895ab	5d6c7bd3713afa1895abe6ae329714a578b15ee9382769ce7e3f16678daedbea	cluster_044b97bbcc6fc75d19af	72	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	UBF25234|gvpA|protein;WP_224341338.1;WP_224341338|gvpA|protein
nat_2b57a127896613be0c56	2b57a127896613be0c567c3e6e1bd21928d29b1de9c410605a650ef834f57699	cluster_044b97bbcc6fc75d19af	73	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_224249737.1;WP_224249737|gvpA|protein
nat_df27c6cb10b51229e5ef	df27c6cb10b51229e5ef6fb5a6948eea04d4f6703b5d0e0ebc4be5ec98ddec28	cluster_044b97bbcc6fc75d19af	74	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_223643714.1;WP_223643714|gvpA|protein
nat_edef782f11b8c7eacb34	edef782f11b8c7eacb3496dc87b615068b7e7be32f3550a413356d8d4de95c45	cluster_00eda75e8d86c0000a3e	85	quarantined	mixed_annotation_cluster;nearest_gvpa_to_unresolved_negative_cluster;unresolved_negative_cluster	WP_221567459.1;WP_221567459|gvpA|protein
nat_5fb53d83d56d48c68c10	5fb53d83d56d48c68c10c69bbbc1d2674a8448de312e77544dac1fbb63c5f949	cluster_02e83ad46b86e8eaf5e7	71	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_220598475.1;WP_220598475|gvpA|protein
nat_7987b4f5a99061af67e9	7987b4f5a99061af67e90b3643f244abbd71cc8e9a26261c2cc8f3c85f45c2c9	cluster_0283d587032de178b666	97	quarantined	mixed_annotation_cluster;nearest_gvpa_to_unresolved_negative_cluster;unresolved_negative_cluster	WP_220584226.1;WP_220584226|gvpA|protein
nat_033157a4d26d86912677	033157a4d26d86912677f3bbdc709764136df52b7907318179702c277c3c7f0c	cluster_00eda75e8d86c0000a3e	86	quarantined	mixed_annotation_cluster;nearest_gvpa_to_unresolved_negative_cluster;unresolved_negative_cluster	WDL86577|gvpA|protein;WP_216144691.1;WP_216144691|gvpA|protein
nat_2e924180e7ec30a66746	2e924180e7ec30a6674687b1fffadb3985fab4556a88fa6d0d47da09af19a742	cluster_00eda75e8d86c0000a3e	88	quarantined	mixed_annotation_cluster;nearest_gvpa_to_unresolved_negative_cluster;unresolved_negative_cluster	WP_211077784.1;WP_211077784|gvpA|protein
nat_70501e44d62eb76e66dd	70501e44d62eb76e66ddc809eae55ad4d35f7427a66686c78618db14d874a65f	cluster_00eda75e8d86c0000a3e	86	quarantined	mixed_annotation_cluster;nearest_gvpa_to_unresolved_negative_cluster;unresolved_negative_cluster	WKU25619|gvpA|protein;WP_208733210.1;WP_208733210|gvpA|protein
nat_aef0e900ff08f50b5105	aef0e900ff08f50b51050dde6bb5f7243d00e9254cf676e0689045da47b7d7a4	cluster_27cfc6c7874687adce98	75	quarantined	mixed_annotation_cluster	WP_207648199.1;WP_207648199|gvpA|protein
nat_dec5fa293ad4eeaffa6f	dec5fa293ad4eeaffa6f9b9b68a2b16f1c63a3ac47b7654fe352ecb185f5881e	cluster_0283d587032de178b666	98	quarantined	mixed_annotation_cluster;nearest_gvpa_to_unresolved_negative_cluster;unresolved_negative_cluster	WP_205090101.1;WP_205090101|gvpA|protein
nat_81e16e28c5b6ae6c687e	81e16e28c5b6ae6c687edf26d1131e81f064e78832c4adcc34b641fd643a0d3a	cluster_044b97bbcc6fc75d19af	71	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_204152466.1;WP_204152466|gvpA|protein
nat_d4535c05655d38b67932	d4535c05655d38b6793226a1d23a25c56906808389ddcfab5e4bfda317918e57	cluster_044b97bbcc6fc75d19af	71	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	GHO49116|gvpA|protein;GHO80842|gvpA|protein;WP_201392536.1;WP_201392536|gvpA|protein
nat_dd1c249d0891ddb7284f	dd1c249d0891ddb7284f0f9c047e5891ce47556dd767e6235b9e039efc5e7d8f	cluster_02e83ad46b86e8eaf5e7	71	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	GHO58862|gvpA|protein;GHO70895|gvpA|protein;WP_201375104.1;WP_201375104|gvpA|protein
nat_90d11bccd2cb7147c1fe	90d11bccd2cb7147c1fee47f2b0f358a197ba3bdfa1c9c5d2188fb199722c527	cluster_10816d30b94e7e319ed1	75	quarantined	mixed_annotation_cluster;nearest_gvpa_to_unresolved_negative_cluster	WP_201320714.1;WP_201320714|gvpA|protein
nat_96074fbc1c013ecec913	96074fbc1c013ecec913fd6d727f8fb9ce191eaf5c13455284d6261afb06de81	cluster_044b97bbcc6fc75d19af	71	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	QOV23459|gvpA|protein;WP_200989004.1;WP_200989004|gvpA|protein
nat_42c893463fb64a324e03	42c893463fb64a324e0329fe17ac8680ed28500bc84d8ca81fd4e667fa6627e9	cluster_044b97bbcc6fc75d19af	72	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_200348319.1;WP_200348319|gvpA|protein
nat_b210eed1ce4ece76342b	b210eed1ce4ece76342b0d73984857ae46c94c81715fcf6e4aeb612f57a90326	cluster_044b97bbcc6fc75d19af	72	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_200245878.1;WP_200245878|gvpA|protein
nat_d2440e6d37d33df171fe	d2440e6d37d33df171fe01f57e543b1b8dee111fd57f9374a4bd9c967cc46d30	cluster_0283d587032de178b666	86	quarantined	mixed_annotation_cluster;nearest_gvpa_to_unresolved_negative_cluster;unresolved_negative_cluster	QTL47844|gvpA|protein;WP_195782579.1;WP_195782579|gvpA|protein
nat_ec09e260540587684c1e	ec09e260540587684c1e3d9fe9e3637bb1adc3247e4a9067aa55daa390cc3d04	cluster_044b97bbcc6fc75d19af	71	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_194056178.1;WP_194056178|gvpA|protein
nat_25fcb1b7b6c3c6f6f29d	25fcb1b7b6c3c6f6f29d297ffe5e8ee45369c0012ecf179b3592855f1435475b	cluster_02e83ad46b86e8eaf5e7	68	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_194056176|gvpA|protein
nat_ac3fec2dc9e749e499b3	ac3fec2dc9e749e499b3e4a092b2209cd258b594be45b2722243983cf6668fdb	cluster_044b97bbcc6fc75d19af	71	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_193959329.1;WP_193959329|gvpA|protein
nat_a99ea42aba6e85ef549b	a99ea42aba6e85ef549b7d8e416359a466d46ce659926a89bdc4ab5ad66466dd	cluster_044b97bbcc6fc75d19af	71	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_193955741.1;WP_193955741|gvpA|protein
nat_f3ffcf9688b666fefb41	f3ffcf9688b666fefb41b15728857b3a6e39c845812a4c51303b911c0e97691c	cluster_044b97bbcc6fc75d19af	71	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_193897365.1;WP_193897365|gvpA|protein
nat_69d5fc3c411ad66493e6	69d5fc3c411ad66493e683f263ee3611aa1ce48ec7ae2bab25d8c7bd382557f5	cluster_1589f15763a3b3a0bf84	72	quarantined	mixed_annotation_cluster	WP_193875962.1;WP_193875962|gvpA|protein
nat_41c81011f9e8389dd829	41c81011f9e8389dd829259c7b6bcd460f706545f4fe7fa745aa5fb59e250d56	cluster_0844cfaee9f234d540b5	86	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_193422258.1;WP_193422258|gvpA|protein
nat_147b949dc21dd0206855	147b949dc21dd0206855041420faca8e32520d15d14330d7bc86cf6d33d5f357	cluster_044b97bbcc6fc75d19af	72	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_190828481.1;WP_190828481|gvpA|protein
nat_d6412c6847666b43092f	d6412c6847666b43092f09700057b7028e8a6ce267e669cf08a36f2c9b317164	cluster_044b97bbcc6fc75d19af	72	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_190804824.1;WP_190804824|gvpA|protein
nat_a742950a1415bf5dc582	a742950a1415bf5dc5826e948cd1ca2bce0b191f6b93af6d7679f7196e44033c	cluster_044b97bbcc6fc75d19af	72	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_190775818.1;WP_190775818|gvpA|protein
nat_ac6b927c7781d88d4813	ac6b927c7781d88d481326c81640d4117b05bd63e1bc06fccae7cb04a5d8f13c	cluster_044b97bbcc6fc75d19af	72	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_190774558.1;WP_190774558|gvpA|protein
nat_41e20b6f7b2c95cf431a	41e20b6f7b2c95cf431aa42cc4d8174ac8d4e3e222df57046d9cb5654f2f63c6	cluster_044b97bbcc6fc75d19af	72	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_190627385.1;WP_190627385|gvpA|protein
nat_af304bea340b7ec20d1e	af304bea340b7ec20d1ebeedba7a97b6fb9a4988341d22c278d967bbeea464ab	cluster_044b97bbcc6fc75d19af	72	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_190503885.1;WP_190503885|gvpA|protein
nat_d4359a01f2d63626acd8	d4359a01f2d63626acd85ed3599deb77a66e4425fc81900bae59e0664858541b	cluster_044b97bbcc6fc75d19af	72	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_190483017.1;WP_190483017|gvpA|protein
nat_1593c2fcfad25e37eeb4	1593c2fcfad25e37eeb44401e0a9eb7a01d85e8743bf7bffe2f10465f9841503	cluster_044b97bbcc6fc75d19af	71	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_190387978.1;WP_190387978|gvpA|protein
nat_dcefec45b0e834bbd113	dcefec45b0e834bbd1136c1bbb8b0429271afa94f2d470875d28280221668c7d	cluster_044b97bbcc6fc75d19af	76	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	GGC23505|gvpA|protein;WP_188484346.1;WP_188484346|gvpA|protein
nat_ffde9c8a0aa4cd762cfd	ffde9c8a0aa4cd762cfdac8019aa7ff22a264d2536d40a17ae6ed8124c75dfc6	cluster_02e83ad46b86e8eaf5e7	70	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_183851985.1;WP_183851985|gvpA|protein
nat_d7a9007355adf4811ce9	d7a9007355adf4811ce9527f12867b4c5e1906f6bbc68b19607ff08cc3491071	cluster_0283d587032de178b666	99	quarantined	mixed_annotation_cluster;nearest_gvpa_to_unresolved_negative_cluster;unresolved_negative_cluster	WP_173918086.1;WP_173918086|gvpA|protein
nat_0cf4b83878ac8a432a8c	0cf4b83878ac8a432a8cb15ea998c13ea262e62c0c024b2ffd0c14ed460d91d8	cluster_044b97bbcc6fc75d19af	72	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_171572203.1;WP_171572203|gvpA|protein
nat_b5cc1b368bdd05e5035f	b5cc1b368bdd05e5035ffa80dd3cdf0f70b0d08a532c611ec882c9de48229c39	cluster_044b97bbcc6fc75d19af	72	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_169617606.1;WP_169617606|gvpA|protein
nat_f3c68da8dba27ecffeaa	f3c68da8dba27ecffeaa1845c5c3adb9482736051e5c46cf94a53e40a70dc08c	cluster_044b97bbcc6fc75d19af	72	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_169565185.1;WP_169565185|gvpA|protein
nat_c43002c4a19c5a35a8b0	c43002c4a19c5a35a8b029e2fc1dc44ebe1378e0488626adc1d42d6497ce119e	cluster_044b97bbcc6fc75d19af	72	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_169262979.1;WP_169262979|gvpA|protein
nat_06e368ceaac5aa0f9edc	06e368ceaac5aa0f9edcd6c79dcd38e4db1343f1c85fb2646dff9f2875372bb5	cluster_044b97bbcc6fc75d19af	72	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_168922290.1;WP_168922290|gvpA|protein
nat_bcfea43f3a708c18a025	bcfea43f3a708c18a0255413c67243da1bbfa1308b55ba40d2e7ee380888f5b3	cluster_044b97bbcc6fc75d19af	70	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_168654214|gvpA|protein
nat_4274eb9d5d32732dadc5	4274eb9d5d32732dadc50cd4a62ee261fc2f41131c032bb6a31e27426acfe9a3	cluster_044b97bbcc6fc75d19af	72	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_168569945.1;WP_168569945|gvpA|protein
nat_88ee73fdf0fc427edc71	88ee73fdf0fc427edc719994808470adface4fcba624e7ef2ff2a7cf2013ac58	cluster_00eda75e8d86c0000a3e	86	quarantined	mixed_annotation_cluster;nearest_gvpa_to_unresolved_negative_cluster;unresolved_negative_cluster	WP_166030104.1;WP_166030104|gvpA|protein
nat_2bfd989de859f7b78cc5	2bfd989de859f7b78cc5cdafcbb82e88bba0cc02858c6702a1b7a3cbc8b48a48	cluster_044b97bbcc6fc75d19af	72	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_165227581.1;WP_165227581|gvpA|protein
nat_bf89f43284d2a11b9302	bf89f43284d2a11b93029904c571f0b75c5c61115d2e3f97cd9453172f114e44	cluster_044b97bbcc6fc75d19af	78	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_163836694.1;WP_163836694|gvpA|protein
nat_0d33e01c516b8fa75a9b	0d33e01c516b8fa75a9bae2c289330a2df1ff698409077a81508e2a1b774b408	cluster_044b97bbcc6fc75d19af	72	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_162425313.1;WP_162425313|gvpA|protein
nat_08ca607a70bf3998101a	08ca607a70bf3998101a9512eb52b57c1b80e2c13c49a70a6984ed5d0bef0b30	cluster_02e83ad46b86e8eaf5e7	70	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_160763777.1;WP_160763777|gvpA|protein
nat_9f8db13e803cecc901b7	9f8db13e803cecc901b782bc92f7a669b196f8d1559a4f7432d1ca4dfbec22bc	cluster_02e83ad46b86e8eaf5e7	70	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_153488019.1;WP_153488019|gvpA|protein
nat_57d68f25d5ecc3851016	57d68f25d5ecc38510164ceef8be27a7a2615ede80dd69b925319d40786dbea6	cluster_0844cfaee9f234d540b5	86	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_152445663.1;WP_152445663|gvpA|protein
nat_3efb93524692f0b96dfa	3efb93524692f0b96dfaa046d32f4a4123c23703e80573acf200f32afef6f10b	cluster_00b8d6bdf51c5322f38c	86	quarantined	nearest_gvpa_to_unresolved_negative_cluster	WP_148989232.1;WP_148989232|gvpA|protein
nat_bd790502a785bc49c92c	bd790502a785bc49c92c22bfe6be22e078ca2560637cb3de09378ff468ab79ac	cluster_00eda75e8d86c0000a3e	86	quarantined	mixed_annotation_cluster;nearest_gvpa_to_unresolved_negative_cluster;unresolved_negative_cluster	CAM3692216|gvpA|protein;WP_144543769.1;WP_144543769|gvpA|protein
