sequence_id	sequence_sha256	terminated_by_eos	hit_generation_cap	stop_reason	raw_token_length	length	standard_aa_only	duplicate_candidate	generation_cap_warning	low_complexity_warning	composition_outlier_checked	composition_js_divergence	composition_js_threshold	composition_outlier_warning	training_match_checked	exact_training_match	training_match_ids	reference_match_checked	exact_reference_match	reference_match_ids	hydrophobic_checked	hydrophobic_warning	hydrophobic_segments	homopolymer_checked	homopolymer_warning	homopolymer_segments	tandem_repeat_checked	tandem_repeat_warning	tandem_repeat_segments	qc_pass	qc_reasons	qc_warnings	qc_failures	pool	family_status	pf00741_status	global_query_length	global_closest_reference_id	global_closest_reference_ids	global_closest_reference_tie_count	global_target_length	global_alignment_score	global_alignment_length	global_aligned_pairs	global_identical_residues	global_identity	global_query_coverage	global_target_coverage	global_effective_identity	global_distance	global_distance_status	global_distance_reason	global_reference_count	global_resolved_reference_count	manual_review	domain_review_status	domain_warning_reasons	pf00741_hit_segments	non_target_hit_count	domain_architecture	tm_review_status	tm_segment_count	tm_segments_1based_inclusive	c_review_reasons	c_manual_review	domain_status	domain_score	domain_evalue	sequence_evalue	sequence_score	model_coverage	domain_pass	constraint_score	hmm_from	hmm_to	alignment_from	alignment_to	conserved_sites_total	conserved_sites_covered	conserved_sites_matched	conservation_coverage	conservation_score	closest_reference_id	closest_reference_pident	closest_reference_effective_identity	closest_reference_query_coverage	closest_reference_target_coverage	closest_reference_evalue	nearest_candidate_id	nearest_candidate_identity	nearest_candidate_distance	domain_evaluated	novelty_score	uniqueness_score	generator_type	model_checkpoint	checkpoint_sha256	reference_release_id	split_manifest_sha256	vocabulary_sha256	generation_seed	sample_index	temperature	top_k	top_p	latent_id	sequence_length	score_ready	score_exclusion_reason	ranking_eligible	exclusion_reason
vae_candidate_000544	3e94f987e5fa92fa50a4ecf31f5f192bb41e23ce183e1d9be18022d401898d6b	True	False	eos	123	122	True	False	False	False	True	0.013247666817	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass	122	nat_4a87fc740463a61b2d05	"[""nat_4a87fc740463a61b2d05"", ""nat_b28a6bed955c267791e6""]"	2	109	237	132	99	55	0.555555555556	0.811475409836	0.908256880734	0.450819672131	0.549180327869	resolved		346	3	True	no_extra_domain_evidence		1	0	PF00741:39-77	no_extra_tm_evidence	0		base:manual_review	True							False																				False			sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	543	1	0	1	543	122			False	family_not_supported_gvpa
vae_candidate_000545	251b3c75ded3b2faf8237a38ad164594463e11f065affceb3040e02ff346ea6c	True	False	eos	96	95	True	False	False	False	True	0.0268930696244	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail	95	nat_0101bc590c89813c161a	"[""nat_0101bc590c89813c161a"", ""nat_4482775e0979509e45d2"", ""nat_4b58b860e36e01bdb682"", ""nat_94cdaea6b1db7bfe983f""]"	4	94	386	95	94	82	0.872340425532	0.989473684211	1	0.863157894737	0.136842105263	resolved		346	175	True	no_extra_domain_evidence		1	0	PF00741:12-50	no_extra_tm_evidence	0		base:manual_review	True							False																				False			sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	544	1	0	1	544	95			False	family_not_supported_gvpa
vae_candidate_000546	27394b2460cd194c7e71a27d722496acd7fde2b32ad7e87cfc096da9b08ae632	True	False	eos	102	101	True	False	False	False	True	0.0238206005648	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail	101	nat_4d722634e257d2a7d133	"[""nat_4d722634e257d2a7d133"", ""nat_a9c10692b45d32f772b4"", ""nat_c0d8f1302fa41452efbc""]"	3	95	258.5	111	85	70	0.823529411765	0.841584158416	0.894736842105	0.693069306931	0.306930693069	resolved		346	124	True	no_extra_domain_evidence		1	0	PF00741:9-33	no_extra_tm_evidence	0		base:manual_review	True							False																				False			sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	545	1	0	1	545	101			False	family_not_supported_gvpa
vae_candidate_000547	feaf8c0547325aa45512d83cf62f40fe54443d47b3c7e32c106381f552ecc696	True	False	eos	101	100	True	False	False	False	True	0.0151551332752	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	100	nat_a8908cb0d732ddf5c6d4	"[""nat_a8908cb0d732ddf5c6d4""]"	1	96	291.5	108	88	72	0.818181818182	0.88	0.916666666667	0.72	0.28	resolved		346	155	False	no_extra_domain_evidence		1	0	PF00741:11-49	no_extra_tm_evidence	0			False	detected	57.3	9.9e-18	7.8e-18	57.7	1	True	0.7540983607	1	39	11	49	23	23	22	1	0.9565217391	nat_943ce15fb7773fa3a769	0.75556	0.680004	0.9	0.9574468085	1.12e-38	vae_candidate_000034	0.6800024	0.3199976	True	0.28		sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	546	1	0	1	546	100	True		True	
vae_candidate_000548	e6c9692fe986deec3a8c43670884e87d23865d66a922f3c16d1ce66aea179918	True	False	eos	147	146	True	False	False	False	True	0.0812279487781	0.063818297288	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning		excluded	unsupported	fail	146		[]	0											unresolved	no_reliable_reference	346	0	True	no_pfam_hit		0	0		no_extra_tm_evidence	0		base:manual_review;domain:no_pfam_hit_unresolved	True							False																				False			sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	547	1	0	1	547	146			False	family_not_supported_gvpa
vae_candidate_000549	6c45a9744d644e698804471556078f6501961c1d18961ef7cca23958b2254b69	True	False	eos	123	122	True	False	False	False	True	0.0251851453321	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass	122	nat_c7cb28cf54b6a88ff785	"[""nat_c7cb28cf54b6a88ff785""]"	1	99	280	122	99	65	0.656565656566	0.811475409836	1	0.532786885246	0.467213114754	resolved		346	21	True	no_extra_domain_evidence		1	0	PF00741:37-71	no_extra_tm_evidence	0		base:manual_review	True							False																				False			sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	548	1	0	1	548	122			False	family_not_supported_gvpa
vae_candidate_000550	73e7135f6c31101b32a681464f73af457c05cad1d69f51820922077bf46248c4	True	False	eos	66	65	True	False	False	False	True	0.0267989475952	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass	65	nat_ea5746ec582bf06f4e03	"[""nat_ea5746ec582bf06f4e03""]"	1	72	218	76	61	49	0.803278688525	0.938461538462	0.847222222222	0.680555555556	0.319444444444	resolved		346	58	True	no_extra_domain_evidence		1	0	PF00741:12-50	no_extra_tm_evidence	0		base:manual_review	True							False																				False			sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	549	1	0	1	549	65			False	family_not_supported_gvpa
vae_candidate_000551	e280f882d39711e73bdea28001a63947c26d3c05088ceb92e41d99b151df4eb5	True	False	eos	109	108	True	False	False	False	True	0.0563450002391	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass	108	nat_74aacbad701be1598660	"[""nat_74aacbad701be1598660"", ""nat_b47c8eec954491beb714"", ""nat_edc787924d6392f7c1f5"", ""nat_fa2383cbfbff83286c61""]"	4	95	234	109	94	62	0.659574468085	0.87037037037	0.989473684211	0.574074074074	0.425925925926	resolved		346	125	True	no_extra_domain_evidence		1	0	PF00741:12-50	no_extra_tm_evidence	0		base:manual_review	True							False																				False			sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	550	1	0	1	550	108			False	family_not_supported_gvpa
vae_candidate_000552	5a9efa12561af04bb7ca1f2622f2adff0b0084307b878b686d13e4ee5e0232d9	True	False	eos	56	55	True	False	False	False	True	0.0603085609769	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail	55		[]	0											unresolved	no_reliable_reference	346	0	True	no_pfam_hit		0	0		no_extra_tm_evidence	0		base:manual_review;domain:no_pfam_hit_unresolved	True							False																				False			sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	551	1	0	1	551	55			False	family_not_supported_gvpa
vae_candidate_000553	05313448859bb7d30c39c0fa60524d2e014ffa3c010c1ada07117dd60b5c7e0a	True	False	eos	97	96	True	False	False	False	True	0.0322944159457	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass	96	nat_a49cfe7d33cec22c3905	"[""nat_a49cfe7d33cec22c3905"", ""nat_a7791ad55c70e7fd3462""]"	2	95	190.5	111	80	55	0.6875	0.833333333333	0.842105263158	0.572916666667	0.427083333333	resolved		346	144	True	no_extra_domain_evidence		1	0	PF00741:28-64	no_extra_tm_evidence	0		base:manual_review	True							False																				False			sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	552	1	0	1	552	96			False	family_not_supported_gvpa
vae_candidate_000554	92e29ef03d47d94444707261d17f084200f6c0bd2cc869435569bb8ce94865d3	True	False	eos	84	83	True	False	False	False	True	0.0245977627204	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass	83	nat_340bf83afc765d1b00fd	"[""nat_340bf83afc765d1b00fd""]"	1	78	174.5	89	72	47	0.652777777778	0.867469879518	0.923076923077	0.566265060241	0.433734939759	resolved		346	95	True	no_extra_domain_evidence		1	0	PF00741:23-58	no_extra_tm_evidence	0		base:manual_review	True							False																				False			sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	553	1	0	1	553	83			False	family_not_supported_gvpa
vae_candidate_000555	a2cf84f077620b2d50b515f05b2ee556fdd75eb901fe0a860d671dfd8c7e7242	True	False	eos	156	155	True	False	False	False	True	0.00616394039225	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail	155		[]	0											unresolved	no_reliable_reference	346	0	True	no_extra_domain_evidence		1	0	PF00741:43-68	no_extra_tm_evidence	0		base:manual_review	True							False																				False			sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	554	1	0	1	554	155			False	family_not_supported_gvpa
vae_candidate_000556	0480009d242b3dff472b695bba0c92cc5f9e7763e17d2826da0195659c86eff1	True	False	eos	153	152	True	False	False	False	True	0.0625568544059	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass	152	nat_038b08407425f0209cdb	"[""nat_038b08407425f0209cdb""]"	1	157	194	182	127	65	0.511811023622	0.835526315789	0.808917197452	0.414012738854	0.585987261146	resolved		346	65	True	no_extra_domain_evidence		1	0	PF00741:12-45	no_extra_tm_evidence	0		base:manual_review	True							False																				False			sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	555	1	0	1	555	152			False	family_not_supported_gvpa
vae_candidate_000557	bec7f0dcc0f979e94866e38ab65c11bdfd2ffdc3ffa43a5e0a29767d9b15e196	True	False	eos	86	85	True	False	False	False	True	0.0229375201646	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass	85	nat_c468502803b4ab5981f1	"[""nat_c468502803b4ab5981f1""]"	1	95	234.5	100	80	59	0.7375	0.941176470588	0.842105263158	0.621052631579	0.378947368421	resolved		346	216	True	no_extra_domain_evidence		1	0	PF00741:17-55	no_extra_tm_evidence	0		base:manual_review	True							False																				False			sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	556	1	0	1	556	85			False	family_not_supported_gvpa
vae_candidate_000558	9208f5a87f7a037ec5f253be107ba2dddb4716f3c6a8330c14a35ff70d769dfc	True	False	eos	110	109	True	False	False	False	True	0.0290452769883	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail	109	nat_fa2383cbfbff83286c61	"[""nat_fa2383cbfbff83286c61""]"	1	96	168	117	88	50	0.568181818182	0.807339449541	0.916666666667	0.45871559633	0.54128440367	resolved		346	3	True	no_pfam_hit		0	0		no_extra_tm_evidence	0		base:manual_review;domain:no_pfam_hit_unresolved	True							False																				False			sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	557	1	0	1	557	109			False	family_not_supported_gvpa
vae_candidate_000559	e71234d9f48b93f6fbb7618df62d0cf401337de4ff95444f91ba1767fdb248b0	True	False	eos	91	90	True	False	False	False	True	0.0486099644423	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass	90	nat_0a6194eed91a047cb43e	"[""nat_0a6194eed91a047cb43e"", ""nat_d9b751580230ca0e5773""]"	2	84	176.5	93	81	44	0.543209876543	0.9	0.964285714286	0.488888888889	0.511111111111	resolved		346	190	True	no_extra_domain_evidence		1	0	PF00741:17-55	no_extra_tm_evidence	0		base:manual_review	True							False																				False			sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	558	1	0	1	558	90			False	family_not_supported_gvpa
vae_candidate_000560	44b002954796311c462352d86008d642ca585ba0c7923d4ae337698d83729465	True	False	eos	85	84	True	False	False	False	True	0.0473113948253	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass	84	nat_0a6194eed91a047cb43e	"[""nat_0a6194eed91a047cb43e"", ""nat_440c141d3d83ed043c33"", ""nat_4f811102c58fb8e77080""]"	3	84	107.5	95	73	39	0.534246575342	0.869047619048	0.869047619048	0.464285714286	0.535714285714	resolved		346	103	True	no_extra_domain_evidence		1	0	PF00741:11-57	no_extra_tm_evidence	0		base:manual_review	True							False																				False			sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	559	1	0	1	559	84			False	family_not_supported_gvpa
vae_candidate_000561	e0eb00eafd84ed8595157bd0af774d8e67cf97180939fde6bb2e8211647c6117	True	False	eos	71	70	True	False	False	False	True	0.0455630479013	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail	70	nat_f7dbe09f7bde0afd3543	"[""nat_f7dbe09f7bde0afd3543""]"	1	76	50.5	85	61	22	0.360655737705	0.871428571429	0.802631578947	0.289473684211	0.710526315789	resolved		346	1	True	no_pfam_hit		0	0		no_extra_tm_evidence	0		base:manual_review;domain:no_pfam_hit_unresolved	True							False																				False			sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	560	1	0	1	560	70			False	family_not_supported_gvpa
vae_candidate_000562	65a6bf2a979df403e091da0ae2c1d4a5bea0bc9fa823238a1d6114d5a01fc1d5	True	False	eos	135	134	True	False	False	False	True	0.0270458198168	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass	134	nat_45b0f1ea69baf732de14	"[""nat_45b0f1ea69baf732de14""]"	1	147	314.5	155	126	80	0.634920634921	0.940298507463	0.857142857143	0.544217687075	0.455782312925	resolved		346	112	True	no_extra_domain_evidence		1	0	PF00741:17-55	no_extra_tm_evidence	0		base:manual_review	True							False																				False			sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	561	1	0	1	561	134			False	family_not_supported_gvpa
vae_candidate_000563	dd7ea8a17357ffc5adbb578979111eb8aa45e222ad53ddcdaf737ce219eeac8b	True	False	eos	68	67	True	False	False	False	True	0.0915528663591	0.063818297288	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning		excluded	unsupported	fail	67		[]	0											unresolved	no_reliable_reference	346	0	True	no_pfam_hit		0	0		no_extra_tm_evidence	0		base:manual_review;domain:no_pfam_hit_unresolved	True							False																				False			sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	562	1	0	1	562	67			False	family_not_supported_gvpa
vae_candidate_000564	4165d50566571fd6b665aa33970582189030366fc00ca0b7a395dff9b73b3b2b	True	False	eos	96	95	True	False	False	False	True	0.0751836644517	0.063818297288	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning		excluded	unsupported	fail	95	nat_76418c5d471b2873e6bf	"[""nat_76418c5d471b2873e6bf""]"	1	86	73	99	82	32	0.390243902439	0.863157894737	0.953488372093	0.336842105263	0.663157894737	resolved		346	18	True	no_pfam_hit		0	0		no_extra_tm_evidence	0		base:manual_review;domain:no_pfam_hit_unresolved	True							False																				False			sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	563	1	0	1	563	95			False	family_not_supported_gvpa
vae_candidate_000565	17300e41f9718f65dcf650a1036d07505778c783ef68ba2be60757867acfc84e	True	False	eos	73	72	True	False	False	False	True	0.0367755917149	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail	72		[]	0											unresolved	no_reliable_reference	346	0	True	no_pfam_hit		0	0		no_extra_tm_evidence	0		base:manual_review;domain:no_pfam_hit_unresolved	True							False																				False			sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	564	1	0	1	564	72			False	family_not_supported_gvpa
vae_candidate_000566	86353f3f4a48442d3601e76be629729b9246959b7cf2beb6f85f38be42566b24	True	False	eos	93	92	True	False	False	False	True	0.118198390691	0.063818297288	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning		excluded	unsupported	fail	92	nat_873dfd59523575571c0b	"[""nat_873dfd59523575571c0b"", ""nat_d9b751580230ca0e5773""]"	2	85	4.5	96	81	22	0.271604938272	0.880434782609	0.952941176471	0.239130434783	0.760869565217	resolved		346	3	True	no_pfam_hit		0	0		no_extra_tm_evidence	0		base:manual_review;domain:no_pfam_hit_unresolved	True							False																				False			sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	565	1	0	1	565	92			False	family_not_supported_gvpa
vae_candidate_000567	02486214fcad533610132d613ce9eb042fbc9bbd4ae7c2e3d44488c1b876f143	True	False	eos	70	69	True	False	False	False	True	0.0352113476753	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	pass	69	nat_25fcb1b7b6c3c6f6f29d	"[""nat_25fcb1b7b6c3c6f6f29d""]"	1	68	223	70	67	53	0.791044776119	0.971014492754	0.985294117647	0.768115942029	0.231884057971	resolved		346	78	True	no_extra_domain_evidence		1	0	PF00741:10-49	no_extra_tm_evidence	0		base:manual_review	True							False																				False			sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	566	1	0	1	566	69			False	family_not_supported_gvpa
vae_candidate_000568	1448b3cb01c08c061458bd151ee8601dd796b43f7931f53c1799211a8131ea46	True	False	eos	89	88	True	False	False	False	True	0.0556514091425	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				excluded	unsupported	fail	88	nat_d9b751580230ca0e5773	"[""nat_d9b751580230ca0e5773""]"	1	85	26	101	72	28	0.388888888889	0.818181818182	0.847058823529	0.318181818182	0.681818181818	resolved		346	18	True	no_pfam_hit		0	0		no_extra_tm_evidence	0		base:manual_review;domain:no_pfam_hit_unresolved	True							False																				False			sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	567	1	0	1	567	88			False	family_not_supported_gvpa
vae_candidate_000569	e67e43356338b9360b6130f5b7553ad2ad20d676c85d365fb4cf6b4e6783ca6f	True	False	eos	113	112	True	False	False	False	True	0.0224120485777	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				ambiguous_exploration	gvpa_gvpj_ambiguous	pass	112	nat_7ee1d64f80049d71603c	"[""nat_7ee1d64f80049d71603c"", ""nat_bf5abb4d953e0d6aaa1f"", ""nat_d80e058d93177215aa4b""]"	3	95	238	117	90	62	0.688888888889	0.803571428571	0.947368421053	0.553571428571	0.446428571429	resolved		346	92	True	no_extra_domain_evidence		1	0	PF00741:9-47	no_extra_tm_evidence	0		base:manual_review	True							False																				False			sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	568	1	0	1	568	112			False	family_not_supported_gvpa
