sequence_id	split	cluster_id	length	sequence_sha256	source_path	source_id	source_header	annotation_support	family_verification_status
ref_000602	train	cluster_000211	72	a742950a1415bf5dc5826e948cd1ca2bce0b191f6b93af6d7679f7196e44033c	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_190775818|gvpA|protein	WP_190775818|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000603	train	cluster_000226	72	ac6b927c7781d88d481326c81640d4117b05bd63e1bc06fccae7cb04a5d8f13c	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_190774558|gvpA|protein	WP_190774558|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000604	validation	cluster_000342	72	41e20b6f7b2c95cf431aa42cc4d8174ac8d4e3e222df57046d9cb5654f2f63c6	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_190627385|gvpA|protein	WP_190627385|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000605	validation	cluster_000342	72	af304bea340b7ec20d1ebeedba7a97b6fb9a4988341d22c278d967bbeea464ab	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_190503885|gvpA|protein	WP_190503885|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000606	train	cluster_000211	72	d4359a01f2d63626acd85ed3599deb77a66e4425fc81900bae59e0664858541b	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_190483017|gvpA|protein	WP_190483017|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000607	train	cluster_000318	71	1593c2fcfad25e37eeb44401e0a9eb7a01d85e8743bf7bffe2f10465f9841503	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_190387978|gvpA|protein	WP_190387978|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000608	train	cluster_000334	76	dcefec45b0e834bbd1136c1bbb8b0429271afa94f2d470875d28280221668c7d	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_188484346|gvpA|protein	WP_188484346|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000609	train	cluster_000168	97	51eefbe258bc538937c4fe739b0119b2771961736afbd2f153652889eb0743f4	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_188376898|gvpA|protein	WP_188376898|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000610	train	cluster_000389	70	ffde9c8a0aa4cd762cfdac8019aa7ff22a264d2536d40a17ae6ed8124c75dfc6	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_183851985|gvpA|protein	WP_183851985|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000611	train	cluster_000201	92	e7817d8ef39a8df0fcfde6f2281f94ef0d214cbe50dd040a7bffeef7741c2c48	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_182005034|gvpA|protein	WP_182005034|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000612	train	cluster_000160	91	c740155726ca8561a0237b2904e5ad28e95620f8bdb7251f4152bf37a2d904ac	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_181347943|gvpA|protein	WP_181347943|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000613	train	cluster_000413	68	8e2e16185848c52bf74f0b2ae60f4b5a57547e238cf8fdb907e2f0056555b7e4	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_176235518|gvpA|protein	WP_176235518|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000614	train	cluster_000413	68	28fa7b3d2875a180443b1cbb62a5fdb104fc20c017c17f0b1d42ba1f0796363c	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_176226614|gvpA|protein	WP_176226614|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000615	train	cluster_000241	86	ca9d4013ee99a3222d426fc8ffbd7bf9bbebf316132153900a4314185543d6dd	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_175989907|gvpA|protein	WP_175989907|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000616	train	cluster_000164	99	d7a9007355adf4811ce9527f12867b4c5e1906f6bbc68b19607ff08cc3491071	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_173918086|gvpA|protein	WP_173918086|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000617	train	cluster_000275	86	2ea4868f939df14228bd1942b33d1d965c02fddbd819aa6644466da282657191	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_172370385|gvpA|protein	WP_172370385|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000618	train	cluster_000241	86	3dd127a0efcf9a5457c8aab8bd64b72b607763502880671c1eddc2683defaedd	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_172253945|gvpA|protein	WP_172253945|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000619	train	cluster_000318	72	0cf4b83878ac8a432a8cb15ea998c13ea262e62c0c024b2ffd0c14ed460d91d8	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_171572203|gvpA|protein	WP_171572203|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000620	train	cluster_000146	115	5e9a9badd5481f93deb7077f6262099b305712bb8747404b439a37454ec9d8f1	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_171164264|gvpA|protein	WP_171164264|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000621	validation	cluster_000342	72	b5cc1b368bdd05e5035ffa80dd3cdf0f70b0d08a532c611ec882c9de48229c39	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_169617606|gvpA|protein	WP_169617606|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000622	train	cluster_000359	72	f3c68da8dba27ecffeaa1845c5c3adb9482736051e5c46cf94a53e40a70dc08c	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_169565185|gvpA|protein	WP_169565185|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000623	train	cluster_000211	72	c43002c4a19c5a35a8b029e2fc1dc44ebe1378e0488626adc1d42d6497ce119e	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_169262979|gvpA|protein	WP_169262979|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000624	train	cluster_000334	72	06e368ceaac5aa0f9edcd6c79dcd38e4db1343f1c85fb2646dff9f2875372bb5	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_168922290|gvpA|protein	WP_168922290|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000625	train	cluster_000329	70	bcfea43f3a708c18a0255413c67243da1bbfa1308b55ba40d2e7ee380888f5b3	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_168654214|gvpA|protein	WP_168654214|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000626	train	cluster_000367	72	4274eb9d5d32732dadc50cd4a62ee261fc2f41131c032bb6a31e27426acfe9a3	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_168569945|gvpA|protein	WP_168569945|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000627	train	cluster_000337	74	e97c470cdf39521e7d2b091140cac61277ad74e9c82ab70ce043eaa534b0e777	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_166344573|gvpA|protein	WP_166344573|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000628	validation	cluster_000288	86	88ee73fdf0fc427edc719994808470adface4fcba624e7ef2ff2a7cf2013ac58	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_166030104|gvpA|protein	WP_166030104|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000629	train	cluster_000231	86	44075425e280f91869f7741a7bc28162c3513fbe4286c8c31cfabf4b92f3c471	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_166030101|gvpA|protein	WP_166030101|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000630	train	cluster_000308	72	2bfd989de859f7b78cc5cdafcbb82e88bba0cc02858c6702a1b7a3cbc8b48a48	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_165227581|gvpA|protein	WP_165227581|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000631	validation	cluster_000342	73	f582579e03d4f33745710ec08dc14dd03fd5d94e2537499212a7d56fb6dbe395	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_163931998|gvpA|protein	WP_163931998|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000632	train	cluster_000325	78	bf89f43284d2a11b93029904c571f0b75c5c61115d2e3f97cd9453172f114e44	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_163836694|gvpA|protein	WP_163836694|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000633	train	cluster_000281	86	a724b9a2188c92ae4680c6021e8175febfd068e3e1a36a1e8d79b9987fb1f7ef	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_163529014|gvpA|protein	WP_163529014|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000634	train	cluster_000318	72	0d33e01c516b8fa75a9bae2c289330a2df1ff698409077a81508e2a1b774b408	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_162425313|gvpA|protein	WP_162425313|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000635	train	cluster_000182	96	a93e3ba867fc0e432d17b97613e9dae64c4928702c27a2a4ab768499b29c6b65	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_160838115|gvpA|protein	WP_160838115|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000636	test	cluster_000390	70	08ca607a70bf3998101a9512eb52b57c1b80e2c13c49a70a6984ed5d0bef0b30	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_160763777|gvpA|protein	WP_160763777|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000637	train	cluster_000169	89	af18bcf2e4b0e65e7263498986dac3759cf19b503ad1c9afc56cd94b8d10fd6c	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_160098649|gvpA|protein	WP_160098649|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000638	train	cluster_000223	90	b65869cada68668b58e159e12433311e1de5a68dc53de91e57b6da112f6405d8	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_158737367|gvpA|protein	WP_158737367|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000639	train	cluster_000199	93	26e90ce65ed710949c0616c1d01bf8d9c4da5391309914744ead4c7070782daf	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_155113886|gvpA|protein	WP_155113886|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000640	train	cluster_000246	87	61426f7141080b783b8bad001f76e67d408f7293a1e1dcd5af4fbcc8d86c19a6	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_155113280|gvpA|protein	WP_155113280|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000641	train	cluster_000228	89	0b3996e134f02f495b8fa69573a854898b56b7746d5f239e34e570d2416197e1	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_154318992|gvpA|protein	WP_154318992|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000642	train	cluster_000273	84	5db4631b2c67ffc9f980f26e5b49807b6cccdced28e9b4e9d9135a7be3675830	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_154306366|gvpA|protein	WP_154306366|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000643	train	cluster_000231	89	a1aca46bcd6c4b9b05ebac7cfeeab09e2c72a59b78687d8e31b1537e10eeacc4	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_154306363|gvpA|protein	WP_154306363|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000644	train	cluster_000389	70	9f8db13e803cecc901b782bc92f7a669b196f8d1559a4f7432d1ca4dfbec22bc	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_153488019|gvpA|protein	WP_153488019|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000645	train	cluster_000318	61	5232d22b275d6456aae5dc4a6edaafcfcd87cefacf6cd7a043cb5e19bcebe450	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_153228363|gvpA|protein	WP_153228363|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000646	train	cluster_000274	86	57d68f25d5ecc38510164ceef8be27a7a2615ede80dd69b925319d40786dbea6	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_152445663|gvpA|protein	WP_152445663|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000647	train	cluster_000335	76	9c9da073119bec6006bcb26a59f51d6d9ce307413e9c293b0206492bedc5f83f	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_149998199|gvpA|protein	WP_149998199|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000648	train	cluster_000274	86	3efb93524692f0b96dfaa046d32f4a4123c23703e80573acf200f32afef6f10b	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_148989232|gvpA|protein	WP_148989232|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000649	train	cluster_000259	87	fb5b09ad142f93c1de5fc94ad9030f80236fefe99428c8796f85f0d9f8a6e680	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_147804077|gvpA|protein	WP_147804077|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000650	train	cluster_000000	177	4b9192128c23c5a5ae9c3cb7866d9eac35318213d3e89fdfc904d9a95e07baf8	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_146646520|gvpA|protein	WP_146646520|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000651	train	cluster_000201	92	f65bb2c7a1c06eb690c41d6add3becb8b971747d7fca540ad9464387cce9731a	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_144644477|gvpA|protein	WP_144644477|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000652	train	cluster_000279	86	bd790502a785bc49c92c22bfe6be22e078ca2560637cb3de09378ff468ab79ac	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_144543769|gvpA|protein	WP_144543769|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000653	train	cluster_000243	86	245b236a00cae586f79fa63c873914632e120d70515a231486106df4438d0c4a	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_144543765|gvpA|protein	WP_144543765|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000654	validation	cluster_000368	72	063ea39f372fcc47b8549d3aaffbd563c50edad459e9e6c3bf3095d19d3db631	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_142864691|gvpA|protein	WP_142864691|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000655	train	cluster_000389	70	505ccb0a3946a89f043772a19b0276f10c34dede49965e1817e861e3000c1cba	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_142224076|gvpA|protein	WP_142224076|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000656	train	cluster_000260	87	de4c1cf697d48510a55069600b1f2eab433e3ebd22d7ffa77360990606008398	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_138810370|gvpA|protein	WP_138810370|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000657	train	cluster_000228	86	ab1b4f2c562433c40902e605afcc909b32209bdc98e2ca3da60691cbb23d5d67	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_138780689|gvpA|protein	WP_138780689|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000658	validation	cluster_000342	73	6475ddba2899c58b73cc4476693b692ad5718153e4258aafdb46621d84941a5c	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_138500607|gvpA|protein	WP_138500607|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000659	test	cluster_000364	72	6bbc846fc8bfac59f7c6510418290574d1f669840583c3476a2d090d30078eaa	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_136922933|gvpA|protein	WP_136922933|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000660	train	cluster_000383	70	fb842fc4ca3ea6c7b170e9b7ce77ec3aa1d61dbdd09fca433c1baa3e1dd32bd5	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_135552856|gvpA|protein	WP_135552856|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000661	test	cluster_000351	74	34624fdc2470cd5a2bf34c9a89c60b90e45ccce685c62926947223a291d04faa	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_134699217|gvpA|protein	WP_134699217|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000662	train	cluster_000334	72	82d6c5940960b17a96d33ed7f30f9166d9ad35f19afddade725c4f4376ab8ed3	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_134492829|gvpA|protein	WP_134492829|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000663	train	cluster_000371	72	cf3573d661974bcf483617ebe29e38abcb9dc30cd53f4a57a629ac5346636095	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_134218556|gvpA|protein	WP_134218556|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000664	train	cluster_000371	70	365d3ed63bb6048abb9c92e244b98220c4122a7197744311ebff47ef4dcc3098	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_134214557|gvpA|protein	WP_134214557|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000665	train	cluster_000183	89	6d7cf2e541fa269a8a552305d6f8ffb990af63631ee89181d549a46abaaee09a	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_133377284|gvpA|protein	WP_133377284|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000666	validation	cluster_000363	72	8bb6c5a9c15b53104f77ac1bade4b9eede346be437816743b1b4bde55ca0ab93	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_133223097|gvpA|protein	WP_133223097|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000667	train	cluster_000372	71	743c7630acb96591de704472d129e2f2d3a0fef7aaa9517e51dadee07e54dd71	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_132243846|gvpA|protein	WP_132243846|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000668	train	cluster_000372	71	55e5b08f11099324ee5a170e0986524a6fe91326a9aa6f8497f5cc013ed913db	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_132243844|gvpA|protein	WP_132243844|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000669	train	cluster_000372	72	1cabf52c370a690f1b571a16c38fd94f7cfe2f67c52c7b4844a27cc497acd584	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_132243842|gvpA|protein	WP_132243842|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000670	train	cluster_000389	70	d43d1d5ec03e055dcf06d5715d69b3a4b218fb2526beaf4ce6cd8aff93b974a4	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_132034394|gvpA|protein	WP_132034394|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000671	train	cluster_000385	71	c72edb773e9a92736861118e86c5922547af44fa7cbfff690dace1f221bd8672	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_129629567|gvpA|protein	WP_129629567|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000672	train	cluster_000412	68	c8ff85651c16b5c02641dea13a8c9f6200d4c67afc73ad60421d9105f5bbec37	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_126462316|gvpA|protein	WP_126462316|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000673	train	cluster_000246	87	46ac4cba4b1b67d73932515af3f6e57ce887f16631032dadae476a881b1cffd7	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_123918855|gvpA|protein	WP_123918855|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000674	train	cluster_000260	87	a456b71634370e28c157ca1e8ef52833b6df4095e4c2400b03e14dce0db3065b	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_122899492|gvpA|protein	WP_122899492|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000675	train	cluster_000303	84	a5d09cc64cdab8bb36764a8fa45c2c91752e4750fe379252f8a8686b6f344db9	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_121937738|gvpA|protein	WP_121937738|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000676	train	cluster_000213	91	d90ba4fc5295a2ed9e09eebb2759be6e487a9029759dea5359dfc98215e6c863	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_121524050|gvpA|protein	WP_121524050|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000677	train	cluster_000232	89	c7c2a6d15e1ef7e082fbef8e2ae4fb5190226adbbebca7ef166a9995a882bc1b	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_120191650|gvpA|protein	WP_120191650|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000678	train	cluster_000303	84	1e86329db7dd3816b588b5074c334dd9ae52c66acb3e89031bf3036950390cd3	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_119169329|gvpA|protein	WP_119169329|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000679	train	cluster_000273	82	a4c92b6223fd059e223618fae7fd1ce41bc60d11a0abf53aa7281cc4a11c3fd1	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_118877386|gvpA|protein	WP_118877386|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000680	train	cluster_000200	88	6753c4dad3e8314a4fcc8a56ad7f9df1d852047e8ee1f2806d1f7bf06136455e	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_116075420|gvpA|protein	WP_116075420|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000681	train	cluster_000267	86	bc4042a7c10b7bd447bc10cf0e7b34e62f2678ee2efe846fd1a4965f276fc9bc	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_116075414|gvpA|protein	WP_116075414|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000682	train	cluster_000160	97	c7332b08bc757555c17c71dfeb4762a42c7f35e9bf123276bdad17f8c04ff920	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_115822819|gvpA|protein	WP_115822819|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000683	train	cluster_000352	74	2a7c812c0104b829da2d234606ef194cd7b0120f827141d8cde79846a87cb82f	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_115480454|gvpA|protein	WP_115480454|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000684	train	cluster_000352	71	799d6db27c80e0e7903b54ad527181939a651dfc8b92e7f2257826540396fe56	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_115480453|gvpA|protein	WP_115480453|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000685	train	cluster_000397	70	ea394d0f8102113c7b586c4600bada1b0b8307f146bf34f34b415e1a1541a3e7	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_115393152|gvpA|protein	WP_115393152|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000686	train	cluster_000202	91	6a2cd3b9036aebd5361b170c7cb4ada1ca6ad2c2bf6f59ce42e84ec32692ef68	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_114915108|gvpA|protein	WP_114915108|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000687	test	cluster_000373	72	568a29ab96947d1f56cdd26f9b00e86bc04211c3cae7b22fd267b4e4851a89a7	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_114298891|gvpA|protein	WP_114298891|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000688	train	cluster_000233	89	093a223e7cabfac47e7651b01cbcb6690c92416700bfa1663891bc9a0bb64dba	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_110608261|gvpA|protein	WP_110608261|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000689	train	cluster_000233	86	77fc2ac9451a9bede3dd4afdae8227afa8425b88fbc617d8483c3a9e33760e70	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_110521313|gvpA|protein	WP_110521313|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000690	train	cluster_000350	72	b7cd847cd6fe1a7829cf7f792c343b0f31ac830aa92de43035ec3efcffa0c69c	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_110291813|gvpA|protein	WP_110291813|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000691	train	cluster_000365	73	5ab45ad51e4b3b910fd8c1746a4567c486de46a44aed731199d0ca87ee20ae2d	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_110291812|gvpA|protein	WP_110291812|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000692	train	cluster_000279	86	c4f90ad7ed7605569245466a78d6cacf132910de853f538fcb5455e24f64846f	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_110066995|gvpA|protein	WP_110066995|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
ref_000693	train	cluster_000412	68	7d765791e125072d99a7ca1c73f9240339ae4a7f749cd0979129744541c4a65a	data/raw/t05/gvpa/GvpA_RefSeq.fasta	WP_110022885|gvpA|protein	WP_110022885|gvpA|protein	explicit_gvpa_source_label	pending_competitive_gvpa_gvpj_verification
