sequence_id	sequence_sha256	sequence_length	pf00741_status	pf00741_score	pf00741_sequence_score	pf00741_coverage	best_family	best_family_score	second_family	second_family_score	family_margin	best_model_coverage	best_query_coverage	family_status	classification_reason	gvpa_score	gvpj_score	hmm_family_status	similarity_best_family	similarity_best_reference	similarity_effective_identity	similarity_query_coverage	similarity_target_coverage	similarity_second_family	similarity_second_identity	similarity_margin
gen_161	954a68473c983dea8cac9b4b1c2f5ca3c8f73366fcff9464825a0b240545c821	70	pass	60.1	60.4	1.0			gvpa	125.9		0.0	0.0	unsupported	no_qualified_subfamily_hit	125.9	56.7	unsupported	gvpa	nat_f6a10f9036e40524b807	0.8243243243243243	1.0	0.9459459459459459	gvpj	0.8108108108108109	0.013513513513513487
gen_162	0de301e0833407f2fefdbf22d1a66dba63042a6f7ccfc1976d1c9bf95f05c297	92	fail			0.0	gvpk	119.9	gvpv	0.4	119.5	0.956989247311828	0.9565217391304348	other_gvp	competitive_gvpk_support;competitive_sequence_agreement			other_gvp	gvpk	nat_10a2bccfc68f5e531829	0.7040816326530612	0.8043478260869565	0.7551020408163265			
gen_163	60a70ff23af2020f4395137207344e3f5aa0818351efd200f6ad63911c022360	96	fail			0.0	gvpk	123.9	gvpc	0.4	123.5	0.946236559139785	0.90625	other_gvp	competitive_gvpk_support;competitive_sequence_agreement			other_gvp	gvpk	nat_b873f3b22ce8ca984966	0.8350515463917526	1.0	0.9896907216494846			
gen_164	7950b8856796ee3157a6a7106cb006b2b70539f3b261c3810d0d4a897fe656f0	97	fail			0.0	gvpk	118.9	gvpl	1.0	117.9	0.9354838709677419	0.8865979381443299	other_gvp	competitive_gvpk_support;competitive_sequence_agreement			other_gvp	gvpk	nat_f5417bd74b0ff41e1cb0	0.5545454545454546	0.7938144329896907	0.7			
gen_165	f15cbf89338bf8a96dc2060efec833a607f6d8806b20daec3df2e35b10febcd1	91	fail			0.0	gvpk	96.6	gvpl	1.5	95.1	0.9247311827956989	0.9560439560439561	other_gvp	competitive_gvpk_support;competitive_sequence_agreement			other_gvp	gvpk	nat_2730dab12de0ce3ce325	0.6847826086956522	1.0	0.9782608695652174			
gen_166	11237e519b6578831b50b8bdd9a9070a6f5828ef2ef24eb7de04533db7d6a779	98	fail			0.0	gvpk	112.3	gvpv	1.1	111.2	0.9032258064516129	0.8469387755102041	other_gvp	competitive_gvpk_support;competitive_sequence_agreement			other_gvp	gvpk	nat_af3d459664f55329d87d	0.6428571428571429	0.9693877551020408	0.979381443298969			
gen_167	95251bb66b8bc23b9a2af2a5f80bda99cf7fec7ba4da5e6b361127b460f0599c	512	fail			0.0			gvpl	0.2		0.0	0.0	unsupported	no_qualified_subfamily_hit			unsupported								
gen_168	b03128b647bfe17064f1cadb43b326b3d5ae7e1aefbca15a653238612a399aa5	305	fail			0.0	gvpn	465.2				0.7734375	0.9737704918032787	other_gvp	competitive_gvpn_support;no_reportable_runner_up;competitive_sequence_agreement			other_gvp	gvpn	nat_05cf56205d19f7127aeb	0.8104575163398693	0.9967213114754099	0.9934640522875817			
gen_169	a68d7f37bae0ddd83623579871e6ff74d7b3fb7f4a80d1c87552dfec77b8d1dd	119	fail			0.0	gvpk	116.1	gvpl	1.0	115.1	0.956989247311828	0.7394957983193278	other_gvp	competitive_gvpk_support;competitive_sequence_agreement			other_gvp	gvpk	nat_6ab76c5d4defe2738feb	0.5126050420168067	0.8319327731092437	0.8482142857142857			
gen_170	9ee9abdef5de8cab02eab327d692c9af60289501247dd91587a597f6929dca1b	103	fail			0.0	gvpk	116.2	gvpv	0.5	115.7	0.9032258064516129	0.8058252427184466	unsupported	competitive_gvpk_support;insufficient_covered_reference_similarity			other_gvp								
gen_171	46214cb1ceb392040467b3f3402978b00717c90b22a5305c52598e65f802cb5a	92	fail			0.0	gvpk	116.1	gvpl	0.3	115.8	0.967741935483871	0.967391304347826	other_gvp	competitive_gvpk_support;competitive_sequence_agreement			other_gvp	gvpk	nat_b94c6e496a778f2f3d21	0.6808510638297872	0.8260869565217391	0.8297872340425532			
gen_172	8017376ea51a73f89d6e4a75aa08bc46ba35a6610268e33ed62c9e062c2fbc12	304	fail			0.0	gvpn	462.9	gvpv	2.2	460.7	0.7682291666666666	0.9703947368421053	other_gvp	competitive_gvpn_support;competitive_sequence_agreement			other_gvp	gvpn	nat_d1c703b7dbcfc689dee9	0.7927631578947368	0.9407894736842105	0.9407894736842105			
gen_173	f0dc38d0921f9a854963539265ae753b1a19030a5713790133287e8e0392a471	86	pass	55.9	56.3	1.0	gvpa	134.5	gvpj	54.1	80.4	0.7387387387387387	0.9534883720930233	gvpa_gvpj_ambiguous	pf00741_and_competitive_gvpa_support;profile_sequence_family_conflict	134.5	54.1	supported_gvpa	gvpj	nat_69fb8c8dffa72eb18b9b	0.8953488372093024	1.0	1.0	gvpa	0.8837209302325582	0.011627906976744207
gen_174	5e67c1d5064b7a45ab6d6e2722f499870e59e04ca40d3e0acf764ddb77266c98	96	fail			0.0	gvpk	115.3	gvpl	2.8	112.5	0.956989247311828	0.9166666666666666	unsupported	competitive_gvpk_support;insufficient_covered_reference_similarity			other_gvp								
gen_175	983fdcee369e9fa813e186940f01e4d7c1e883b69c1c0809f1ca66cb03d4e43a	101	fail			0.0	gvpk	106.1	gvpl	2.3	103.8	0.956989247311828	0.8712871287128713	unsupported	competitive_gvpk_support;insufficient_covered_reference_similarity			other_gvp								
gen_176	1b001077f1e7c653af8ceda5fbdf658ad63bdf0f6affe1b14c8048e68a00f243	92	fail			0.0	gvpk	119.7	gvpl	1.5	118.2	0.956989247311828	0.9565217391304348	other_gvp	competitive_gvpk_support;competitive_sequence_agreement			other_gvp	gvpk	nat_2730dab12de0ce3ce325	0.6739130434782609	0.8260869565217391	0.8369565217391305			
gen_177	71fce4e3fc655d7f40d6db8682cc08d69a5d5a1963b601c209a3dab0fab8a73a	125	fail			0.0			gvpk	75.1		0.0	0.0	unsupported	no_qualified_subfamily_hit		3.4	unsupported								
gen_178	bb6552b1b4a46704b21545fe606ea84818f64b2b84e997dd8d86f4a7cc4a5283	104	fail			0.0	gvpk	104.6	gvpl	0.3	104.3	0.946236559139785	0.8653846153846154	unsupported	competitive_gvpk_support;insufficient_covered_reference_similarity			other_gvp								
gen_179	aa8dd3910519cb2b31ba0f322e84ed5d815de7531607f22a7b0fe3beec931cbc	87	pass	54.8	54.8	1.0	gvpa	124.2	gvpj	53.2	71.0	0.6396396396396397	0.8160919540229885	supported_gvpa	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement	124.2	53.2	supported_gvpa	gvpa	nat_a456b71634370e28c157	0.896551724137931	1.0	1.0	gvpj	0.7586206896551724	0.13793103448275867
gen_180	b04edb02ed9b39f704e9172faff37d71f87c18e243f5da6de3a2589698bf6930	93	fail			0.0	gvpk	118.6	gvpl	4.3	114.3	0.946236559139785	0.9354838709677419	unsupported	competitive_gvpk_support;insufficient_covered_reference_similarity			other_gvp								
gen_181	67d17fadabc25c01a50a287e058e8b5eb6e2883dd0e07d548af27949527226a9	106	fail			0.0	gvpk	116.8	gvpg	2.2	114.6	0.946236559139785	0.8207547169811321	unsupported	competitive_gvpk_support;insufficient_covered_reference_similarity			other_gvp								
gen_182	604f82b6f360c22132d1f642c7ca95a08a22bd9de06203deb84651863fcdfe21	113	fail			0.0	gvpk	121.0	gvpl	1.7	119.3	0.956989247311828	0.7787610619469026	other_gvp	competitive_gvpk_support;competitive_sequence_agreement		0.1	other_gvp	gvpk	nat_2288f0ab5a9d37a453af	0.5663716814159292	0.7699115044247787	0.8285714285714286			
gen_183	6475f45566f6cba02bbf6690e80a043fdd1c6cfc4d05580b82b95c79cfd2ec33	97	fail			0.0	gvpk	119.6	gvpv	1.4	118.19999999999999	0.946236559139785	0.8969072164948454	other_gvp	competitive_gvpk_support;competitive_sequence_agreement			other_gvp	gvpk	nat_75a89740ad2cb7445378	0.5670103092783505	0.7731958762886598	0.7731958762886598			
gen_184	dd599ec80d9dac5b35c18501e8ad918bbcc8a33ac12b919c6f22e8ce0a36d3c7	112	fail			0.0	gvpk	117.0	gvpl	1.6	115.4	0.946236559139785	0.7767857142857143	unsupported	competitive_gvpk_support;insufficient_covered_reference_similarity			other_gvp								
gen_185	d33349584d45607fe7a8bce163c11a9775ebf760cadbad42c8bec17aad3692dd	299	fail			0.0	gvpl	102.4	gvpv	2.3	100.10000000000001	0.9219858156028369	0.9531772575250836	unsupported	competitive_gvpl_support;insufficient_covered_reference_similarity			other_gvp								
gen_186	98340fd5364b26d08f22482132397c9c9c6a12ba33f0b8ce00ae3a7885c63c60	395	fail			0.0	gvpn	452.8				0.9244791666666666	0.9063291139240506	other_gvp	competitive_gvpn_support;no_reportable_runner_up;competitive_sequence_agreement			other_gvp	gvpn	nat_d1bff6ecbca72522c636	0.7316455696202532	0.8430379746835444	0.9098360655737705			
gen_187	e87fb29d0cf11cf11a3049f95fdcddf38b24823f5d8871e46e834545611d5671	490	fail			0.0	gvpn	441.9				0.7890625	0.6061224489795919	unsupported	competitive_gvpn_support;no_reportable_runner_up;insufficient_covered_reference_similarity			other_gvp								
gen_188	ec3b7363daea9db40cc33ebdc21455ab57dbd9383402c330e3ecaeab346d0e3d	482	fail			0.0	gvpn	468.8				0.7916666666666666	0.6265560165975104	other_gvp	competitive_gvpn_support;no_reportable_runner_up;competitive_sequence_agreement			other_gvp	gvpn	nat_59bcd37fbc5cf35ab3cc	0.5435684647302904	0.7406639004149378	0.8321513002364066			
gen_189	40969a0ad37fc9ea53a560620f9c14f5c0ce7502cdd36b90f9f625be5dc22bb8	77	pass	50.4	50.8	0.8974358974358975			gvpj	49.3		0.0	0.0	unsupported	no_qualified_subfamily_hit	26.7	49.3	unsupported								
gen_190	e9a407cf454d02621ee9db89102488dfaa15623d5ca5ee75a50c040c81d1d7af	97	fail			0.0	gvpk	123.4				0.946236559139785	0.8969072164948454	other_gvp	competitive_gvpk_support;no_reportable_runner_up;competitive_sequence_agreement			other_gvp	gvpk	nat_b873f3b22ce8ca984966	0.8247422680412371	0.9175257731958762	0.9175257731958762			
gen_191	ac027de15c3850b1e8265286583bd5b9d577d5cb104fc5799a994eb6f679a876	84	fail			0.0	gvpg	132.5	gvpl	2.0	130.5	1.0	1.0	unsupported	competitive_gvpg_support;profile_sequence_family_conflict			other_gvp	gvpf	nat_b7b637f34ee70e87224a	0.7857142857142857	1.0	1.0	gvpg	0.7619047619047619	0.023809523809523836
gen_192	4a5bf5e572222b4265e85b8ec480f6c0a819a6f365190c80d10dfbd3ec42879e	90	fail			0.0	gvpk	98.9	gvpl	2.6	96.30000000000001	0.7741935483870968	0.8	other_gvp	competitive_gvpk_support;competitive_sequence_agreement			other_gvp	gvpk	nat_f34c21bef9d83be311ab	0.6333333333333333	0.7222222222222222	0.7386363636363636			
gen_193	9a062eaa6ebc042f02b1f488c4a80be64dfe3006bfda78b653a64ad4003f5c26	104	fail			0.0	gvpk	32.4	gvpv	4.1	28.299999999999997	0.8172043010752689	0.7403846153846154	unsupported	competitive_gvpk_support;insufficient_covered_reference_similarity	1.2	0.2	other_gvp								
gen_194	64629589847edead39b7c49b15f34976588c6f68744f8bab2c4eef92f7b4f3bb	99	pass	56.8	57.3	1.0	gvpa	111.3	gvpj	47.8	63.5	0.6846846846846847	0.7575757575757576	supported_gvpa	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement	111.3	47.8	supported_gvpa	gvpa	nat_461115b7000bfd74f566	0.5959595959595959	0.7070707070707071	0.75			
gen_195	9111e1aaed606becf0bb492ee1472d5e46a6598efcb151f13097779f01c68617	84	fail			0.0	gvpg	130.3	gvpv	1.1	129.20000000000002	1.0	1.0	unsupported	competitive_gvpg_support;profile_sequence_family_conflict	0.3		other_gvp	gvpf	nat_45a9e22305a1b46f68f2	0.8690476190476191	1.0	1.0	gvpg	0.7023809523809523	0.16666666666666674
gen_196	d4f25c3edacf2162af80b1c516bff7d50e9b4459d322342540a53e5eb6b05596	91	fail			0.0	gvpk	117.5	gvpl	2.4	115.1	0.978494623655914	0.989010989010989	other_gvp	competitive_gvpk_support;competitive_sequence_agreement			other_gvp	gvpk	nat_63271297f6b3d9d8c243	0.6483516483516484	0.7582417582417582	0.7931034482758621			
gen_197	0d82c7a6bca1dc09ae842ae3d8def0ace7f007211a504d9e7e2ac39aeec0a186	97	fail			0.0	gvpk	115.7	gvpv	0.8	114.9	0.9354838709677419	0.8865979381443299	other_gvp	competitive_gvpk_support;competitive_sequence_agreement			other_gvp	gvpk	nat_63fdb44f0206ff540bb1	0.6288659793814433	0.979381443298969	0.9895833333333334			
gen_198	eec3a0453f9cefea603bb5ea39ed15f7bbd3b7078c9fcae37312f03d178a8a95	93	fail			0.0	gvpk	114.3	gvpl	1.9	112.39999999999999	0.967741935483871	0.956989247311828	other_gvp	competitive_gvpk_support;competitive_sequence_agreement			other_gvp	gvpk	nat_2730dab12de0ce3ce325	0.6236559139784946	0.8279569892473119	0.8369565217391305			
gen_199	bf23cc86bdc8f271d3ae31af403d271f48f56c920a80f74b70280d91067c2d3a	120	pass	59.3	59.7	1.0	gvpj	137.3	gvpa	46.5	90.80000000000001	0.6503496503496503	0.7916666666666666	unsupported	competitive_gvpj_support;insufficient_covered_reference_similarity	46.5	137.3	other_gvp								
